Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,54.38%,42.27%,12.13%,(27.74%),(29.47%)
Total Interest Expense,4.72%,142.86%,4.62%,(63.03%),(63.45%)
Net Interest Income,68.98%,23.94%,14.82%,(16.25%),(19.89%)
Brokerage Commission,(7.00%),(3.12%),1.48%,13.95%,5.53%
Trading and Principal Transactions,(16.53%),(11.45%),15.19%,45.35%,39.89%
Asset Management Fee,20.47%,14.83%,5.19%,8.18%,7.55%
Underwriting & Invest. Banking Fee,41.66%,(2.63%),15.51%,16.50%,33.18%
Gain (Loss) on Sale of Investments,,,,,-93.97%
Other Revenue,(19.82%),(31.90%),22.17%,147.09%,60.91%
Revenue Before Loan Losses,13.63%,3.36%,9.63%,13.15%,14.89%
Provision For Loan Losses,,,(45.68%),240.03%,(8.56%)
Total Revenues,13.63%,2.74%,9.97%,12.46%,14.99%
Salaries & Other Empl. Benefits,17.48%,(10.49%),10.97%,15.59%,13.00%
Cost of Services Provided,(3.60%),1.07%,7.35%,14.05%,11.54%
Other Operating Expenses,2.06%,(0.28%),(0.75%),(0.78%),(8.17%)
Total Operating Expenses,11.90%,(7.61%),8.95%,13.54%,10.41%
Operating Income,33.98%,104.68%,14.47%,7.90%,37.78%
"EBT, Excl. Unusual Items",33.98%,104.68%,14.47%,7.90%,37.78%
"EBT, Incl. Unusual Items",89.04%,98.25%,12.12%,8.68%,32.53%
Income Tax Expense,41.93%,62.00%,6.24%,(0.98%),24.95%
Earnings From Continuing Operations,124.33%,115.43%,14.22%,11.89%,34.95%
Net Income to Company,124.33%,115.43%,14.22%,11.89%,34.95%
Net Income,124.33%,115.43%,13.82%,12.28%,35.37%
Pref. Dividends and Other Adj.,140.02%,0.00%,84.74%,57.41%,54.93%
NI to Common Incl Extra Items,123.54%,121.67%,12.09%,10.47%,34.43%
NI to Common Excl. Extra Items,123.54%,121.67%,12.09%,10.47%,34.43%
Revenue Per Share,10.81%,(1.89%),9.65%,14.40%,16.57%
Basic EPS,119.09%,111.34%,11.81%,12.41%,36.28%
Basic EPS - Continuing Ops,119.09%,111.34%,11.81%,12.41%,36.28%
Basic Weighted Average Shares Outst.,2.53%,4.70%,0.30%,(1.69%),(1.36%)
Diluted EPS,112.94%,120.28%,16.19%,13.66%,36.62%
Diluted EPS - Continuing Ops,112.94%,120.28%,16.19%,13.66%,36.62%
Diluted Weighted Average Shares Outst.,4.48%,0.35%,(3.36%),(2.80%),(1.46%)
Normalized Basic EPS,31.04%,95.26%,13.75%,10.20%,40.20%
Normalized Diluted EPS,28.32%,103.36%,17.84%,11.63%,40.35%
Dividend Per Share,,146.15%,25.00%,12.50%,18.53%
Payout Ratio,163.29%,(11.41%),18.33%,10.82%,
Effective Tax Rate,(24.93%),(18.28%),(5.24%),(8.88%),(5.72%)
Normalized Net Income,33.98%,104.68%,14.01%,8.34%,38.30%
Interest on Long-Term Debt,(1.64%),26.42%,(0.37%),18.24%,
Foreign Sales,(1.73%),17.92%,8.18%,59.31%,
