Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(7.15%),0.37%,(12.25%),(3.32%),1.50%
Total Revenues,(7.15%),0.37%,(12.25%),(3.32%),1.50%
Cost Of Revenues,0.27%,0.53%,(17.65%),(13.93%),(13.65%)
Gross Profit,(14.11%),0.19%,(6.30%),6.94%,15.66%
Selling General & Admin Expenses,(1.66%),(0.31%),(5.86%),6.87%,5.40%
R&D Expenses,43.87%,3.93%,3.15%,0.00%,2.80%
Total Operating Expenses,9.38%,1.05%,(2.90%),4.48%,4.50%
Operating Income,(77.47%),(10.96%),(56.92%),89.29%,351.61%
Interest Expense,(25.00%),(46.67%),(18.18%),(3.85%),(12.50%)
Interest And Investment Income,83.33%,27.27%,(14.29%),(66.67%),(50.00%)
Net Interest Expenses,-33.33%,(100.00%),(75.00%),(64.29%),(43.75%)
Other Non Operating Income (Expenses),-40.00%,-66.67%,0.00%,(250.00%),-20.00%
"EBT, Excl. Unusual Items",(79.55%),(12.70%),(78.18%),91.67%,"2,080.00%"
"EBT, Incl. Unusual Items",(73.76%),(53.45%),,(84.62%),
Income Tax Expense,30.21%,,,,
Earnings From Continuing Operations,,,,,(91.14%)
Net Income to Company,,,,,(91.14%)
Net Income,,,,,(91.14%)
NI to Common Incl Extra Items,,,,,(91.14%)
NI to Common Excl. Extra Items,,,,,(91.14%)
Revenue Per Share,(4.26%),5.92%,(8.38%),1.01%,4.86%
Basic EPS,,,,,(90.85%)
Basic EPS - Continuing Ops,,,,,(90.85%)
Basic Weighted Average Shares Outst.,(3.01%),(5.25%),(4.19%),(4.29%),(3.20%)
Diluted EPS,,,,,(90.83%)
Diluted EPS - Continuing Ops,,,,,(90.83%)
Diluted Weighted Average Shares Outst.,(4.33%),(3.66%),(5.78%),(2.28%),(0.69%)
Normalized Basic EPS,(78.85%),(6.97%),(77.35%),87.88%,"2,152.13%"
Normalized Diluted EPS,(78.56%),(8.51%),(76.55%),84.01%,"2,095.10%"
EBITDA,(64.58%),2.94%,(6.43%),47.33%,92.36%
EBITA,(75.75%),(19.75%),(56.92%),89.29%,351.61%
EBIT,(77.47%),(10.96%),(56.92%),89.29%,351.61%
EBITDAR,,,,33.95%,
Effective Tax Rate,396.13%,,,,(92.48%)
Normalized Net Income,(79.55%),(12.70%),(78.18%),91.67%,"2,080.00%"
Interest on Long-Term Debt,,,,50.00%,
R&D Expense From Footnotes,42.66%,4.18%,3.09%,2.10%,4.86%
Foreign Sales,(0.84%),7.40%,(17.45%),(3.28%),
