Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1228.2,1289.4,1359.1,1353.2,1286.7,1312.5
Total Revenues,1228.2,1289.4,1359.1,1353.2,1286.7,1312.5
Cost Of Revenues,313.1,327.1,333.9,336.9,369.5,381.1
Gross Profit,915.1,962.3,1025.3,1016.3,917.2,931.4
Selling General & Admin Expenses,559.6,570.7,579.1,571.0,542.0,545.3
R&D Expenses,235.7,228.8,259.2,268.3,274.0,286.7
Total Operating Expenses,795.3,799.4,838.3,839.3,816.0,831.9
Operating Income,119.7,162.8,187.0,177.0,101.2,99.5
Interest Expense,,,(0.2),(0.0),(1.9),(2.5)
Interest And Investment Income,1.1,2.3,5.9,8.1,3.9,1.8
Net Interest Expenses,1.1,2.3,5.7,8.1,2.0,(0.8)
Currency Exchange Gains (Loss),(4.6),0.9,(3.4),(1.8),(0.1),(0.2)
Other Non Operating Income (Expenses),(1.6),(1.6),(0.6),0.8,0.9,1.3
"EBT, Excl. Unusual Items",114.6,164.4,190.6,183.0,101.0,97.2
"EBT, Incl. Unusual Items",114.6,147.4,176.5,180.5,198.8,30.8
Income Tax Expense,31.9,95.0,21.4,18.4,55.1,15.3
Earnings From Continuing Operations,82.7,52.4,155.1,162.2,143.7,15.5
Net Income to Company,82.7,52.4,155.1,162.2,143.7,15.5
Net Income,82.7,52.4,155.1,162.2,143.7,15.5
NI to Common Incl Extra Items,82.7,52.4,155.1,162.2,143.7,15.5
NI to Common Excl. Extra Items,82.7,52.4,155.1,162.2,143.7,15.5
Revenue Per Share,$9.56,$9.90,$10.30,$10.27,$9.82,$10.00
Basic EPS,$0.64,$0.40,$1.17,$1.23,$1.10,$0.12
Basic EPS - Continuing Ops,$0.64,$0.40,$1.17,$1.23,$1.10,$0.12
Basic Weighted Average Shares Outst.,128.5,130.3,132.0,131.7,131.1,131.3
Diluted EPS,$0.64,$0.40,$1.16,$1.22,$1.09,$0.11
Diluted EPS - Continuing Ops,$0.64,$0.40,$1.16,$1.22,$1.09,$0.11
Diluted Weighted Average Shares Outst.,129.0,131.4,133.3,132.7,131.8,132.1
Normalized Basic EPS,$0.56,$0.79,$0.90,$0.87,$0.48,$0.46
Normalized Diluted EPS,$0.56,$0.78,$0.89,$0.86,$0.48,$0.46
Dividend Per Share,$0.80,$0.84,$0.92,$1.00,$1.04,$1.05
Payout Ratio,124.37%,209.02%,78.38%,81.32%,95.05%,890.90%
EBITDA,174.1,213.5,230.6,222.6,159.2,162.4
EBITA,135.7,174.8,195.0,186.0,120.2,123.4
EBIT,119.7,162.8,187.0,177.0,101.2,99.5
EBITDAR,194.1,233.5,251.6,245.3,180.9,
Effective Tax Rate,27.8%,64.4%,12.1%,10.2%,27.7%,49.8%
Normalized Net Income,71.6,102.8,119.1,114.4,63.1,60.8
R&D Expense From Footnotes,254.7,253.8,288.1,300.5,309.4,317.5
Foreign Sales,773.0,1289.4,1359.1,1353.2,1286.7,
