Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,729.2,801.0,930.2,960.4,974.2,946.7
Total Revenues,729.2,801.0,930.2,960.4,974.2,946.7
Cost Of Revenues,502.8,533.1,601.8,635.7,544.4,511.3
Gross Profit,226.4,267.9,328.4,324.8,429.8,435.4
Selling General & Admin Expenses,145.5,160.8,181.4,171.6,166.6,160.6
Depreciation & Amortization,24.4,26.1,25.1,34.1,42.6,42.6
Total Operating Expenses,169.9,186.9,206.5,205.7,209.2,203.2
Operating Income,56.5,81.1,121.9,119.0,220.6,232.3
Interest Expense,(3.0),(14.7),(15.4),(26.1),(35.6),(36.0)
Interest And Investment Income,0.7,2.0,4.5,4.7,1.8,1.0
Net Interest Expenses,(2.3),(12.7),(10.9),(21.4),(33.8),(35.0)
Other Non Operating Income (Expenses),(0.1),0.1,0.5,2.0,14.5,14.9
"EBT, Excl. Unusual Items",54.0,69.5,112.6,100.5,202.1,212.9
"EBT, Incl. Unusual Items",53.2,64.1,106.0,94.7,171.1,193.5
Income Tax Expense,19.4,31.4,6.4,17.6,39.3,44.1
Earnings From Continuing Operations,33.8,32.6,99.6,77.1,131.8,149.4
Net Income to Company,33.8,32.6,99.6,77.1,131.8,149.4
Net Income,33.8,32.6,99.6,77.1,131.8,149.4
NI to Common Incl Extra Items,33.8,32.6,99.6,77.1,131.8,149.4
NI to Common Excl. Extra Items,33.8,32.6,99.6,77.1,131.8,149.4
Revenue Per Share,$9.58,$10.44,$12.00,$12.29,$12.56,$12.20
Basic EPS,$0.44,$0.43,$1.28,$0.99,$1.70,$1.93
Basic EPS - Continuing Ops,$0.44,$0.43,$1.28,$0.99,$1.70,$1.93
Basic Weighted Average Shares Outst.,76.1,76.7,77.5,78.2,77.6,77.6
Diluted EPS,$0.44,$0.42,$1.12,$0.85,$1.56,$1.76
Diluted EPS - Continuing Ops,$0.44,$0.42,$1.12,$0.85,$1.56,$1.76
Diluted Weighted Average Shares Outst.,77.5,78.5,88.6,90.2,84.2,84.4
Normalized Basic EPS,$0.44,$0.57,$0.91,$0.80,$1.63,$1.71
Normalized Diluted EPS,$0.44,$0.55,$0.79,$0.70,$1.50,$1.58
Dividend Per Share,$0.48,$0.48,$0.48,$0.48,$0.48,$0.48
Payout Ratio,108.05%,112.91%,37.40%,48.57%,28.27%,24.84%
EBITDA,83.4,113.9,153.1,167.2,281.5,293.1
EBITA,56.5,81.1,121.9,119.0,220.6,232.3
EBIT,56.5,81.1,121.9,119.0,220.6,232.3
EBITDAR,89.8,,,177.7,288.9,
Effective Tax Rate,36.4%,49.0%,6.1%,18.6%,23.0%,22.8%
Normalized Net Income,33.8,43.5,70.4,62.8,126.3,133.0
Interest on Long-Term Debt,3.0,14.7,15.4,26.1,35.6,
Foreign Sales,189.3,801.0,930.2,960.4,974.2,
