Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,3.60%,20.11%,12.08%,17.26%,13.45%
Total Interest Income,5.89%,18.59%,9.43%,14.08%,10.97%
Interest On Deposits,82.39%,106.33%,60.05%,(51.63%),(71.61%)
Total Interest On Borrowings,13.40%,84.56%,50.20%,(62.25%),(59.40%)
Total Interest Expense,70.39%,103.81%,59.02%,(52.68%),(70.48%)
Net Interest Income,4.34%,15.24%,5.99%,21.03%,19.08%
Service Charges On Deposits,5.60%,11.57%,1.74%,(6.66%),(14.61%)
Trust Income,20.67%,18.94%,0.78%,3.98%,5.32%
Total Mortgage Banking Activities,(6.07%),,,,
Gain (Loss) on Sale of Assets,,-62.88%,,(64.89%),(67.59%)
Gain (Loss) on Sale of Invest. & Securities,43.94%,(25.93%),(45.86%),395.63%,(14.88%)
Total Other Non Interest Income,7.85%,12.81%,8.69%,9.19%,11.40%
Total Non Interest Income,6.91%,11.81%,6.55%,29.06%,29.59%
Revenue Before Loan Losses,5.04%,14.29%,6.14%,23.22%,21.95%
Provision For Loan Losses,(36.06%),(13.25%),(47.66%),558.25%,(35.27%)
Total Revenues,6.43%,14.85%,6.97%,19.20%,23.64%
Salaries And Other Employee Benefits,3.67%,10.95%,6.68%,20.94%,23.83%
Amort. of Goodwill & Intang. Assets,923.44%,(3.46%),14.11%,30.42%,26.28%
Occupancy Expense,0.97%,6.20%,(0.15%),11.04%,9.53%
Total Selling General & Admin Expenses,(3.23%),3.84%,(5.87%),(2.84%),(4.73%)
Total Other Non Interest Expense,(0.41%),10.66%,0.59%,21.38%,(1.01%)
Total Non Interest Expense,5.09%,8.71%,2.49%,17.59%,14.14%
"EBT, Excl. Unusual Items",8.07%,22.10%,11.68%,20.76%,33.23%
Other Unusual Items,,,(72.90%),,
"EBT, Incl. Unusual Items",8.28%,21.05%,11.14%,22.39%,35.04%
Income Tax Expense,(13.92%),2.68%,20.64%,21.41%,33.44%
Earnings From Continuing Operations,14.89%,25.14%,9.41%,22.58%,35.37%
Net Income to Company,14.89%,25.14%,9.41%,22.58%,35.37%
Net Income,14.89%,25.14%,9.41%,22.58%,35.37%
Net Income to Common Incl Extra Items,14.89%,25.14%,9.41%,22.58%,35.37%
Net Income to Common Excl. Extra Items,14.89%,25.14%,9.41%,22.58%,35.37%
Revenue Per Share,6.05%,12.26%,6.54%,13.79%,19.51%
Basic EPS,15.21%,22.42%,9.46%,16.59%,30.85%
Basic EPS - Continuing Ops,15.21%,22.42%,9.46%,16.59%,30.85%
Basic Weighted Average Shares Outst.,0.17%,2.24%,0.32%,4.71%,3.45%
Diluted EPS,15.19%,21.98%,9.01%,17.36%,31.30%
Diluted EPS - Continuing Ops,15.19%,21.98%,9.01%,17.36%,31.30%
Diluted Weighted Average Shares Outst.,0.33%,2.50%,0.28%,4.55%,3.37%
Normalized Basic EPS,8.68%,18.67%,11.42%,15.92%,28.79%
Normalized Diluted EPS,8.36%,19.73%,10.85%,15.51%,28.89%
Dividend Per Share,8.57%,7.89%,14.63%,8.51%,8.33%
Payout Ratio,(5.11%),(12.08%),3.60%,(6.06%),
Effective Tax Rate,(20.51%),(15.18%),8.51%,(0.83%),(1.19%)
Normalized Net Income,8.07%,22.10%,11.68%,20.76%,33.23%
