Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2356.7,2087.2,2165.7,2131.3,1862.7,1935.6
Total Revenues,2356.7,2087.2,2165.7,2131.3,1862.7,1935.6
Cost Of Revenues,1361.2,1245.5,1317.8,1333.8,1198.6,1249.6
Gross Profit,995.5,841.7,847.9,797.5,664.1,686.0
Selling General & Admin Expenses,472.1,381.0,402.6,393.2,355.0,354.0
R&D Expenses,139.7,88.6,91.4,94.4,107.3,112.6
Total Operating Expenses,710.2,559.8,569.2,562.2,526.7,524.7
Operating Income,285.3,281.9,278.7,235.4,137.4,161.3
Interest Expense,(95.1),(82.7),(60.8),(55.8),(58.9),(61.1)
Net Interest Expenses,(95.1),(82.7),(60.8),(55.8),(58.9),(61.1)
"EBT, Excl. Unusual Items",190.2,199.3,217.9,179.5,78.5,100.2
"EBT, Incl. Unusual Items",126.5,98.0,230.1,152.4,66.1,85.7
Income Tax Expense,(1.2),(4.6),62.9,42.5,11.7,17.4
Earnings From Continuing Operations,127.6,102.6,167.1,109.9,54.4,68.3
Earnings Of Discontinued Operations,,(9.8),(6.4),(486.7),(109.5),(83.4)
Net Income to Company,127.6,92.9,160.7,(376.8),(55.1),(15.1)
Minority Interest,0.4,0.4,0.2,(0.2),(0.1),(0.2)
Net Income,128.0,93.2,160.9,(377.0),(55.2),(15.3)
Preferred Dividend and Other Adjustments,15.4,34.9,34.9,18.4,,
NI to Common Incl Extra Items,112.6,58.3,126.0,(395.5),(55.2),(15.3)
NI to Common Excl. Extra Items,112.6,68.0,132.4,91.2,54.3,68.0
Revenue Per Share,$55.99,$49.44,$53.24,$50.50,$41.60,$43.40
Basic EPS,$2.67,$1.38,$3.10,($9.37),($1.23),($0.34)
Basic EPS - Continuing Ops,$2.67,$1.61,$3.25,$2.16,$1.21,$1.53
Basic Weighted Average Shares Outst.,42.1,42.2,40.7,42.2,44.8,44.6
Diluted EPS,$2.65,$1.37,$3.07,($9.32),($1.23),($0.34)
Diluted EPS - Continuing Ops,$2.65,$1.60,$3.23,$2.15,$1.21,$1.53
Diluted Weighted Average Shares Outst.,42.6,42.6,41.0,42.4,44.9,44.6
Normalized Basic EPS,$2.83,$2.96,$3.35,$2.65,$1.09,$1.40
Normalized Diluted EPS,$2.80,$2.93,$3.33,$2.64,$1.09,$1.40
Dividend Per Share,$0.20,$0.20,$0.20,$0.20,$0.20,$0.20
Payout Ratio,12.56%,46.54%,26.83%,NM,NM,
EBITDA,430.0,410.0,392.2,350.4,244.3,263.2
EBITA,383.7,372.1,353.9,310.0,201.8,219.4
EBIT,285.3,281.9,278.7,235.4,137.4,161.3
EBITDAR,470.3,,,365.0,258.6,
Effective Tax Rate,NM,NM,27.4%,27.9%,17.7%,20.3%
Normalized Net Income,119.3,124.9,136.4,112.0,49.0,62.4
Interest on Long-Term Debt,,,,0.0,0.0,
R&D Expense From Footnotes,140.5,88.7,91.6,94.9,109.1,114.8
Foreign Sales,1072.7,832.4,959.3,964.2,847.4,
