Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1952.6,1851.1,1436.4,1440.9,1642.4,1642.4
Total Revenues,1952.6,1851.1,1436.4,1440.9,1642.4,1642.4
Cost Of Revenues,1043.9,974.9,662.3,631.9,596.9,596.9
Gross Profit,908.6,876.3,774.1,809.0,1045.5,1045.5
Selling General & Admin Expenses,451.2,455.3,423.7,458.3,537.5,537.5
Depreciation & Amortization,169.7,177.8,181.1,175.1,174.4,174.4
Total Operating Expenses,620.9,633.1,604.8,633.4,711.9,711.9
Operating Income,287.7,243.1,169.3,175.6,333.6,333.6
Interest Expense,(63.4),(63.4),(75.6),(78.3),(69.9),(69.9)
Interest And Investment Income,3.1,1.5,1.6,2.1,0.7,0.7
Net Interest Expenses,(60.3),(61.8),(74.0),(76.2),(69.2),(69.2)
Other Non Operating Income (Expenses),(30.3),7.7,3.9,11.0,4.2,4.2
"EBT, Excl. Unusual Items",197.6,187.8,100.7,111.0,270.4,270.4
"EBT, Incl. Unusual Items",164.5,167.7,103.6,32.0,305.8,305.8
Income Tax Expense,54.5,18.2,29.6,(1.8),41.6,41.6
Earnings From Continuing Operations,109.9,149.5,74.0,33.8,264.3,264.3
Earnings Of Discontinued Operations,(3.4),2.6,47.9,15.6,37.1,37.1
Net Income to Company,106.6,152.2,121.9,49.4,301.4,301.4
Net Income,106.6,152.2,121.9,49.4,301.4,301.4
NI to Common Incl Extra Items,106.6,152.2,121.9,49.4,301.4,301.4
NI to Common Excl. Extra Items,109.9,149.5,74.0,33.8,264.3,264.3
Revenue Per Share,$22.31,$22.17,$17.76,$18.04,$20.91,$20.91
Basic EPS,$1.22,$1.82,$1.51,$0.62,$3.84,$3.84
Basic EPS - Continuing Ops,$1.26,$1.79,$0.92,$0.42,$3.36,$3.36
Basic Weighted Average Shares Outst.,87.5,83.5,80.9,79.9,78.5,78.5
Diluted EPS,$1.19,$1.78,$1.48,$0.61,$3.74,$3.74
Diluted EPS - Continuing Ops,$1.23,$1.75,$0.90,$0.42,$3.28,$3.28
Diluted Weighted Average Shares Outst.,89.1,85.2,82.3,81.0,80.5,80.5
Normalized Basic EPS,$1.41,$1.41,$0.78,$0.87,$2.15,$2.15
Normalized Diluted EPS,$1.39,$1.38,$0.76,$0.86,$2.10,$2.10
Dividend Per Share,,,,$0.22,$1.10,$1.10
Payout Ratio,,,,,28.45%,28.45%
EBITDA,422.8,385.1,319.8,319.6,475.9,475.9
EBITA,340.6,301.3,232.7,235.6,390.3,390.3
EBIT,287.7,243.1,169.3,175.6,333.6,333.6
EBITDAR,453.4,408.5,,341.3,497.2,497.2
Effective Tax Rate,33.2%,10.8%,28.6%,NM,13.6%,13.6%
Normalized Net Income,123.5,117.4,62.9,69.4,169.0,169.0
Interest on Long-Term Debt,63.4,65.2,75.6,79.8,69.9,69.9
Foreign Sales,146.5,157.7,168.9,184.7,187.8,187.8
