Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,384.4,617.7,764.9,1106.6,910.0,899.7
Total Revenues,384.4,617.7,764.9,1106.6,910.0,899.7
Cost Of Revenues,13.8,17.2,36.4,68.4,54.5,54.1
Gross Profit,370.6,600.5,728.5,1038.2,855.5,845.5
Selling General & Admin Expenses,297.8,503.3,595.8,851.9,746.5,751.3
R&D Expenses,13.8,17.9,27.0,40.0,43.6,45.1
Depreciation & Amortization,4.9,7.1,7.4,11.0,14.2,14.5
Total Operating Expenses,317.8,541.3,653.6,958.1,857.4,861.7
Operating Income,52.9,59.2,74.8,80.1,(1.9),(16.1)
Interest Expense,(0.6),(7.0),(12.4),(20.3),(28.5),(33.9)
Net Interest Expenses,(0.6),(7.0),(12.4),(20.3),(28.5),(33.9)
Other Non Operating Income (Expenses),0.0,(0.4),(0.0),0.5,0.4,40.4
"EBT, Excl. Unusual Items",52.3,51.8,62.4,60.4,(30.1),(9.6)
"EBT, Incl. Unusual Items",51.6,25.7,43.7,31.0,(42.5),(30.5)
Income Tax Expense,20.4,6.3,(65.6),(8.5),(20.0),(8.3)
Earnings From Continuing Operations,31.2,19.4,109.3,39.5,(22.6),(22.2)
Earnings Of Discontinued Operations,(3.7),(3.8),(12.8),(21.6),(25.7),(21.4)
Net Income to Company,27.5,15.6,96.5,17.8,(48.3),(43.6)
Net Income,27.5,15.6,96.5,17.8,(48.3),(43.6)
NI to Common Incl Extra Items,27.5,15.6,96.5,17.8,(48.3),(43.6)
NI to Common Excl. Extra Items,31.2,19.4,109.3,39.5,(22.6),(22.2)
Revenue Per Share,$32.54,$51.72,$61.17,$86.22,$69.96,$69.02
Basic EPS,$2.33,$1.30,$7.72,$1.39,($3.71),($3.35)
Basic EPS - Continuing Ops,$2.64,$1.63,$8.74,$3.07,($1.73),($1.71)
Basic Weighted Average Shares Outst.,11.8,11.9,12.5,12.8,13.0,13.0
Diluted EPS,$2.15,$1.14,$6.84,$1.22,($3.71),($3.35)
Diluted EPS - Continuing Ops,$2.44,$1.42,$7.75,$2.70,($1.73),($1.71)
Diluted Weighted Average Shares Outst.,12.8,13.7,14.1,14.6,13.0,13.0
Normalized Basic EPS,$2.77,$2.71,$3.12,$2.94,($1.45),($0.46)
Normalized Diluted EPS,$2.56,$2.36,$2.77,$2.58,($1.45),($0.46)
EBITDA,54.8,75.0,100.2,137.7,54.3,37.9
EBITA,54.1,72.2,98.3,135.3,51.2,34.5
EBIT,52.9,59.2,74.8,80.1,(1.9),(16.1)
EBITDAR,56.4,77.0,103.6,144.2,65.5,
Effective Tax Rate,39.5%,24.5%,NM,NM,NM,NM
Normalized Net Income,32.7,32.4,39.0,37.7,(18.8),(6.0)
Interest on Long-Term Debt,,9.1,16.6,21.4,28.8,
R&D Expense From Footnotes,18.1,23.6,33.1,48.6,54.7,56.2
