Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2317.3,2599.4,3034.7,2668.3,2501.9,2653.7
Total Revenues,2317.3,2599.4,3034.7,2668.3,2501.9,2653.7
Cost Of Revenues,1743.5,1896.3,2146.2,1997.1,1915.4,2014.6
Gross Profit,573.8,703.1,888.5,671.2,586.5,639.0
Selling General & Admin Expenses,361.2,366.3,404.7,390.1,378.4,384.8
Total Operating Expenses,376.1,380.5,416.5,398.6,386.5,392.9
Operating Income,197.7,322.6,472.0,272.6,200.0,246.1
Interest Expense,(25.6),(27.9),(36.7),(33.7),(31.6),(27.4)
Interest And Investment Income,4.3,,11.9,8.4,3.7,2.1
Net Interest Expenses,(21.4),(27.9),(24.7),(25.2),(27.8),(25.2)
Currency Exchange Gains (Loss),0.3,0.6,(2.0),(1.4),(4.1),(6.6)
Other Non Operating Income (Expenses),0.2,(6.9),(0.3),0.1,(0.0),0.0
"EBT, Excl. Unusual Items",176.8,288.4,445.0,246.0,168.0,214.3
"EBT, Incl. Unusual Items",94.2,279.4,416.8,226.3,158.3,209.4
Income Tax Expense,44.8,298.9,70.2,61.5,34.5,41.3
Earnings From Continuing Operations,49.4,(19.6),346.5,164.8,123.8,168.0
Net Income to Company,49.4,(19.6),346.5,164.8,123.8,168.0
Minority Interest,(0.6),(0.8),(0.8),(0.9),(0.9),(0.9)
Net Income,48.8,(20.3),345.8,163.9,122.9,167.1
NI to Common Incl Extra Items,48.8,(20.3),345.8,163.9,122.9,167.1
NI to Common Excl. Extra Items,48.8,(20.3),345.8,163.9,122.9,167.1
Revenue Per Share,$15.75,$17.85,$21.02,$18.45,$17.27,$18.32
Basic EPS,$0.33,($0.14),$2.39,$1.13,$0.85,$1.15
Basic EPS - Continuing Ops,$0.33,($0.14),$2.39,$1.13,$0.85,$1.15
Basic Weighted Average Shares Outst.,147.2,145.6,144.4,144.6,144.8,144.9
Diluted EPS,$0.32,($0.14),$2.24,$1.13,$0.85,$1.15
Diluted EPS - Continuing Ops,$0.32,($0.14),$2.24,$1.13,$0.85,$1.15
Diluted Weighted Average Shares Outst.,150.7,145.6,154.6,145.1,145.2,145.3
Normalized Basic EPS,$0.75,$1.23,$1.92,$1.06,$0.72,$0.92
Normalized Diluted EPS,$0.73,$1.23,$1.79,$1.05,$0.72,$0.92
Dividend Per Share,$0.25,$0.26,$0.32,$0.37,$0.38,$0.38
Payout Ratio,75.27%,NM,13.45%,32.60%,44.72%,32.90%
EBITDA,357.1,485.7,633.9,437.1,366.2,413.0
EBITA,212.6,336.9,483.8,281.1,208.1,254.2
EBIT,197.7,322.6,472.0,272.6,200.0,246.1
EBITDAR,384.5,,,461.7,390.7,
Effective Tax Rate,47.6%,107.0%,16.9%,27.2%,21.8%,19.7%
Normalized Net Income,109.9,179.5,277.3,152.9,104.1,133.1
Interest on Long-Term Debt,17.7,18.1,28.2,30.0,27.0,
R&D Expense From Footnotes,66.8,67.2,72.9,69.8,70.9,70.9
Foreign Sales,1776.2,2008.5,2291.0,1981.3,1909.4,
