Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2883.4,3084.0,3363.0,3400.0,2724.0,2724.0
Total Revenues,2883.4,3084.0,3363.0,3400.0,2724.0,2724.0
Cost Of Revenues,1106.3,1164.0,1255.0,1284.0,1160.0,1160.0
Gross Profit,1777.1,1920.0,2108.0,2116.0,1564.0,1564.0
Selling General & Admin Expenses,584.5,613.0,697.0,707.0,701.0,701.0
R&D Expenses,204.8,184.0,202.0,188.0,166.0,166.0
Depreciation & Amortization,738.7,683.0,671.0,638.0,554.0,554.0
Total Operating Expenses,1528.0,1480.0,1570.0,1533.0,1421.0,1421.0
Operating Income,249.1,440.0,538.0,583.0,143.0,143.0
Interest Expense,(661.4),(610.0),(597.0),(589.0),(503.0),(503.0)
Net Interest Expenses,(661.4),(610.0),(597.0),(589.0),(503.0),(503.0)
Currency Exchange Gains (Loss),2.2,,,,,
Other Non Operating Income (Expenses),8.9,1.0,17.0,2.0,(5.0),(5.0)
"EBT, Excl. Unusual Items",(388.2),(142.0),(17.0),20.0,(371.0),(371.0)
"EBT, Incl. Unusual Items",(478.7),(227.0),(339.0),(108.0),(544.0),(544.0)
Income Tax Expense,(125.0),15.0,13.0,10.0,4.0,4.0
Earnings From Continuing Operations,(353.7),(242.0),(352.0),(118.0),(548.0),(548.0)
Net Income to Company,(353.7),(242.0),(352.0),(118.0),(548.0),(548.0)
Minority Interest,,,,(12.0),(21.0),(21.0)
Net Income,(353.7),(242.0),(352.0),(130.0),(569.0),(569.0)
NI to Common Incl Extra Items,(353.7),(242.0),(352.0),(130.0),(569.0),(569.0)
NI to Common Excl. Extra Items,(353.7),(242.0),(352.0),(130.0),(569.0),(569.0)
Revenue Per Share,$33.03,$34.65,$36.96,$36.56,$28.67,$28.67
Basic EPS,($4.05),($2.72),($3.87),($1.40),($5.99),($5.99)
Basic EPS - Continuing Ops,($4.05),($2.72),($3.87),($1.40),($5.99),($5.99)
Basic Weighted Average Shares Outst.,87.3,89.0,91.0,93.0,95.0,95.0
Diluted EPS,($4.05),($2.72),($3.87),($1.40),($6.02),($6.02)
Diluted EPS - Continuing Ops,($4.05),($2.72),($3.87),($1.40),($6.02),($6.02)
Diluted Weighted Average Shares Outst.,87.3,89.0,91.0,93.0,95.0,95.0
Normalized Basic EPS,($2.78),($1.00),($0.12),$0.01,($2.66),($2.66)
Normalized Diluted EPS,($2.78),($1.00),($0.12),$0.01,($2.66),($2.66)
EBITDA,824.1,970.0,1029.0,1088.0,578.0,578.0
EBITA,501.0,700.0,835.0,889.0,398.0,398.0
EBIT,249.1,440.0,538.0,583.0,143.0,143.0
EBITDAR,856.8,1002.0,1068.0,1125.0,611.0,611.0
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(242.6),(88.8),(10.6),0.5,(252.9),(252.9)
Interest on Long-Term Debt,662.2,648.0,610.0,609.0,504.0,504.0
R&D Expense From Footnotes,204.8,184.0,202.0,188.0,166.0,166.0
Foreign Sales,924.4,966.0,1173.0,1205.0,905.0,905.0
