Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,491.3,544.8,626.4,664.5,612.9,601.1
Total Interest Income,713.1,777.4,889.2,924.7,872.6,860.9
Interest On Deposits,25.7,30.8,45.7,73.0,35.7,19.2
Total Interest On Borrowings,7.3,12.9,19.7,30.4,7.1,7.1
Total Interest Expense,33.0,43.7,65.4,103.4,42.8,26.3
Net Interest Income,680.0,733.7,823.8,821.3,829.8,834.5
Service Charges On Deposits,86.4,90.1,94.5,96.0,93.2,92.1
Trust Income,121.8,135.2,148.0,155.6,160.6,164.8
Gain (Loss) on Sale of Assets,,,6.6,11.5,,2.4
Gain (Loss) on Sale of Invest. & Securities,(0.1),25.1,(0.5),3.6,11.0,34.2
Total Other Non Interest Income,238.4,236.0,252.3,261.6,252.0,258.9
Total Non Interest Income,446.5,486.3,500.9,528.3,516.9,552.4
Revenue Before Loan Losses,1126.6,1220.0,1324.7,1349.6,1346.7,1387.0
Provision For Loan Losses,36.3,45.2,42.7,50.4,137.2,73.0
Total Revenues,1090.2,1174.7,1282.0,1299.2,1209.6,1314.0
Salaries And Other Employee Benefits,392.6,411.8,429.6,452.1,470.4,470.5
Occupancy Expense,46.3,45.6,46.0,47.2,46.6,46.9
Total Selling General & Admin Expenses,150.4,150.8,158.1,168.1,166.2,166.3
Total Other Non Interest Expense,86.6,122.1,104.0,99.7,83.3,81.7
Total Non Interest Expense,689.2,744.3,737.8,767.1,766.6,765.5
"EBT, Excl. Unusual Items",401.0,430.4,544.2,532.1,443.0,548.5
Asset Writedown,,,,(0.3),(1.8),(1.8)
"EBT, Incl. Unusual Items",401.0,430.4,544.2,531.8,441.2,546.7
Income Tax Expense,124.2,110.5,105.9,109.1,87.3,109.2
Earnings From Continuing Operations,276.9,319.9,438.2,422.7,353.9,437.5
Net Income to Company,276.9,319.9,438.2,422.7,353.9,437.5
Minority Interest,(1.5),(0.5),(4.7),(1.5),0.2,(4.3)
Net Income,275.4,319.4,433.5,421.2,354.1,433.2
Preferred Dividend and Other Adjustments,12.7,12.8,13.6,13.0,15.2,12.9
Net Income to Common Incl Extra Items,262.7,306.5,420.0,408.2,338.9,420.2
Net Income to Common Excl. Extra Items,262.7,306.5,420.0,408.2,338.9,420.2
Revenue Per Share,$8.95,$9.61,$10.49,$10.87,$10.39,$11.32
Basic EPS,$2.16,$2.51,$3.44,$3.42,$2.91,$3.62
Basic EPS - Continuing Ops,$2.16,$2.51,$3.44,$3.42,$2.91,$3.62
Basic Weighted Average Shares Outst.,121.8,122.2,122.2,119.5,116.4,116.1
Diluted EPS,$2.15,$2.50,$3.43,$3.41,$2.91,$3.60
Diluted EPS - Continuing Ops,$2.15,$2.50,$3.43,$3.41,$2.91,$3.60
Diluted Weighted Average Shares Outst.,122.2,122.6,122.5,119.8,116.6,116.3
Normalized Basic EPS,$2.05,$2.20,$2.75,$2.77,$2.38,$2.92
Normalized Diluted EPS,$2.04,$2.19,$2.74,$2.76,$2.38,$2.91
Dividend Per Share,$0.70,$0.74,$0.81,$0.94,$1.03,$1.03
Payout Ratio,34.88%,31.50%,25.20%,29.07%,36.03%,
Effective Tax Rate,31.0%,25.7%,19.5%,20.5%,19.8%,20.0%
Normalized Net Income,249.2,268.5,335.4,331.1,277.0,338.5
Interest on Long-Term Debt,4.0,3.1,0.0,1.0,1.0,
