Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,20.02%,5.95%,7.75%,1.50%,(0.02%)
Other Revenue,(94.57%),8.50%,9.53%,(6.19%),(10.79%)
Total Revenues,2.99%,5.70%,7.94%,1.60%,(0.02%)
Property Expenses,5.32%,4.24%,6.37%,5.30%,6.22%
Selling General & Admin Exp.,6.69%,0.29%,4.86%,(0.71%),1.29%
Depreciation & Amortization,5.53%,14.01%,11.74%,9.19%,5.92%
Total Operating Expenses,5.50%,7.77%,8.49%,6.55%,5.76%
Operating Income,(3.31%),0.02%,6.32%,(13.26%),(17.47%)
Total Interest Expense,-6.87%,-2.87%,-4.22%,(13.41%),(19.41%)
Net Interest Expenses,-6.87%,-2.87%,-4.22%,(13.41%),(19.41%)
"EBT, Excl. Unusual Items",(1.25%),1.59%,11.80%,(25.14%),(33.33%)
Gain (Loss) on Sale of Assets,(85.37%),,,(99.23%),(100.00%)
Other Unusual Items,,,,-54.01%,-54.01%
"EBT, Incl. Unusual Items",(55.78%),(19.78%),39.01%,(42.07%),(48.59%)
Income Tax Expense,(24.30%),16.34%,(23.53%),81.08%,33.79%
Earnings From Continuing Operations,(55.89%),(20.00%),39.56%,(42.67%),(49.09%)
Net Income to Company,(76.04%),(20.00%),39.56%,(42.67%),(49.09%)
Minority Interest,-75.88%,(2.88%),(1.77%),(0.45%),-2.35%
Net Income,(76.04%),(20.51%),40.67%,(43.58%),(50.08%)
Pref. Dividends and Other Adj.,(89.53%),67.73%,(51.31%),(51.58%),(63.00%)
NI to Common Incl Extra Items,(75.94%),(20.81%),41.33%,(43.56%),(50.05%)
NI to Common Excl. Extra Items,(54.55%),(20.81%),41.33%,(43.56%),(50.05%)
Revenue Per Share,0.88%,1.55%,4.33%,0.68%,(0.41%)
Basic EPS,(76.44%),(23.91%),36.51%,(44.21%),(50.24%)
Basic EPS - Continuing Ops,(55.52%),(23.91%),36.51%,(44.21%),(50.24%)
Basic Weighted Average Shares Outst.,2.14%,4.05%,3.42%,0.94%,0.39%
Diluted EPS,(76.48%),(23.56%),36.22%,(44.14%),(50.14%)
Diluted EPS - Continuing Ops,(55.56%),(23.56%),36.22%,(44.14%),(50.14%)
Diluted Weighted Average Shares Outst.,2.91%,3.08%,4.21%,0.05%,(0.47%)
Normalized Basic EPS,13.21%,(2.28%),8.17%,(26.70%),(34.89%)
Normalized Diluted EPS,11.96%,(1.50%),8.23%,(26.07%),(34.33%)
Dividend Per Share,0.00%,2.67%,3.90%,3.75%,2.79%
Payout Ratio,313.83%,33.53%,(24.32%),86.25%,108.54%
FFO,(0.33%),,,(1.91%),(6.88%)
FFO Payout Ratio %,(0.53%),,,7.13%,11.80%
AFFO,(1.93%),,,(3.46%),
Funds Available for Distribution,(1.93%),,,(3.46%),
FFO Per Share (Basic),,,,(2.77%),(7.24%)
FFO Shares (Basic),,,,0.94%,0.39%
FFO Per Share (Diluted),,,,(2.79%),(7.18%)
FFO Shares (Diluted),,,,0.85%,0.32%
Adjusted FFO Per Share (Basic),,,,(4.36%),
Adjusted FFO Per Share (Diluted),,,,(4.33%),
EBITDA,1.07%,7.22%,9.30%,(0.63%),(4.20%)
EBITA,(2.80%),3.21%,6.49%,(13.21%),(16.68%)
EBIT,(3.31%),0.02%,6.32%,(13.26%),(17.47%)
EBITDAR,1.04%,7.12%,9.33%,(0.62%),
Effective Tax Rate,73.03%,43.98%,(45.09%),214.69%,160.26%
Normalized Net Income,15.37%,1.53%,12.28%,(26.24%),(34.64%)
Interest Capitalized,(16.48%),(10.53%),3.68%,23.40%,
