Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,906.4,863.0,995.6,1249.8,1736.4,1950.9
Total Revenues,906.4,863.0,995.6,1249.8,1736.4,1950.9
Cost Of Revenues,446.8,413.1,483.4,635.7,913.8,1023.0
Gross Profit,459.7,449.9,512.2,614.2,822.7,927.9
Selling General & Admin Expenses,322.2,331.8,395.7,460.5,565.8,613.7
Total Operating Expenses,322.2,331.8,395.7,460.5,565.8,613.7
Operating Income,137.4,118.1,116.5,153.6,256.9,314.2
Interest Expense,,,,,(0.2),(0.3)
Interest And Investment Income,0.2,0.5,1.3,0.6,,
Net Interest Expenses,0.2,0.5,1.3,0.6,(0.2),(0.3)
Other Non Operating Income (Expenses),(0.7),(0.1),(0.9),(1.2),0.2,0.6
"EBT, Excl. Unusual Items",136.9,118.6,116.9,153.1,256.9,314.5
"EBT, Incl. Unusual Items",137.1,116.1,116.3,144.4,244.2,299.6
Income Tax Expense,49.8,17.1,23.6,34.3,52.3,60.3
Earnings From Continuing Operations,87.3,99.0,92.7,110.0,192.0,239.3
Net Income to Company,87.3,99.0,92.7,110.0,192.0,239.3
Net Income,87.3,99.0,92.7,110.0,192.0,239.3
Preferred Dividend and Other Adjustments,0.4,0.5,0.9,1.0,1.2,1.3
NI to Common Incl Extra Items,86.9,98.5,91.8,109.1,190.8,238.0
NI to Common Excl. Extra Items,86.9,98.5,91.8,109.1,190.8,238.0
Revenue Per Share,$72.32,$71.71,$85.67,$106.09,$143.15,$160.36
Basic EPS,$6.93,$8.18,$7.90,$9.26,$15.73,$19.56
Basic EPS - Continuing Ops,$6.93,$8.18,$7.90,$9.26,$15.73,$19.56
Basic Weighted Average Shares Outst.,12.5,12.0,11.6,11.8,12.1,12.2
Diluted EPS,$6.79,$8.09,$7.82,$9.16,$15.53,$19.29
Diluted EPS - Continuing Ops,$6.79,$8.09,$7.82,$9.16,$15.53,$19.29
Diluted Weighted Average Shares Outst.,12.8,12.2,11.7,11.9,12.3,12.4
Normalized Basic EPS,$6.83,$6.16,$6.29,$8.12,$13.24,$16.16
Normalized Diluted EPS,$6.69,$6.09,$6.23,$8.03,$13.07,$15.92
EBITDA,187.0,169.4,168.5,209.9,322.5,381.0
EBITA,137.4,118.1,116.5,153.8,256.9,314.3
EBIT,137.4,118.1,116.5,153.6,256.9,314.2
EBITDAR,190.8,,,216.6,333.9,
Effective Tax Rate,36.3%,14.7%,20.3%,23.8%,21.4%,20.1%
Normalized Net Income,85.6,74.1,73.1,95.7,160.6,196.6
Interest on Long-Term Debt,,,,0.1,0.1,
