Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,940.9,1672.1,2108.7,1995.3,2101.4,2189.6
Other Revenues,77.3,146.2,197.7,197.1,197.2,198.1
Total Revenues,1018.2,1818.3,2306.4,2192.4,2298.6,2387.7
Cost Of Revenues,361.0,694.1,801.6,786.8,788.7,827.6
Gross Profit,657.2,1124.2,1504.8,1405.6,1509.9,1560.1
Selling General & Admin Expenses,397.3,629.1,773.0,789.6,789.2,802.6
Depreciation & Amortization,22.9,52.8,62.6,62.6,49.2,44.8
Total Operating Expenses,420.2,681.9,835.6,852.2,838.4,847.4
Operating Income,237.0,442.3,669.2,553.4,671.5,712.7
Interest Expense,(6.6),(11.9),(15.7),(15.1),(12.9),(12.8)
Interest And Investment Income,,18.0,,34.2,57.5,59.1
Net Interest Expenses,(6.6),6.1,(15.7),19.1,44.6,46.3
Currency Exchange Gains (Loss),,,,,19.3,7.2
Other Non Operating Income (Expenses),1.2,(0.4),46.3,3.5,(2.9),1.4
"EBT, Excl. Unusual Items",228.5,447.4,699.8,576.0,732.5,767.6
"EBT, Incl. Unusual Items",211.9,447.4,661.8,583.5,242.1,786.9
Income Tax Expense,34.6,(211.0),162.2,137.8,59.5,171.4
Earnings From Continuing Operations,177.3,658.4,499.6,445.7,182.6,615.5
Net Income to Company,177.3,658.4,499.6,445.7,182.6,615.5
Minority Interest,11.7,(2.9),24.2,(18.1),(21.0),(51.4)
Net Income,189.0,655.5,523.8,427.6,161.6,564.1
Preferred Dividend and Other Adjustments,4.5,17.3,12.7,11.7,4.7,9.5
NI to Common Incl Extra Items,184.5,638.2,511.1,415.9,156.9,554.6
NI to Common Excl. Extra Items,184.5,638.2,511.1,415.9,156.9,554.6
Revenue Per Share,$9.33,$11.31,$11.83,$11.66,$12.81,$13.52
Basic EPS,$1.69,$3.97,$2.62,$2.21,$0.87,$3.14
Basic EPS - Continuing Ops,$1.69,$3.97,$2.62,$2.21,$0.87,$3.14
Basic Weighted Average Shares Outst.,109.1,160.7,195.0,188.0,179.4,176.6
Diluted EPS,$1.66,$3.93,$2.61,$2.21,$0.87,$3.13
Diluted EPS - Continuing Ops,$1.66,$3.93,$2.61,$2.21,$0.87,$3.13
Diluted Weighted Average Shares Outst.,111.1,162.3,195.9,188.6,179.9,177.3
Normalized Basic EPS,$1.42,$1.72,$2.37,$1.82,$2.43,$2.43
Normalized Diluted EPS,$1.39,$1.71,$2.36,$1.81,$2.43,$2.42
Dividend Per Share,,$0.96,$1.44,$1.44,$1.44,$1.46
Payout Ratio,83.33%,39.05%,52.52%,63.70%,162.69%,45.81%
EBITDA,259.9,495.1,731.8,616.0,720.7,757.5
EBITA,237.0,442.3,669.2,582.7,683.9,720.6
EBIT,237.0,442.3,669.2,553.4,671.5,712.7
EBITDAR,,,,642.4,748.9,
Effective Tax Rate,16.3%,NM,24.5%,23.6%,24.6%,21.8%
Normalized Net Income,154.5,276.7,461.6,341.9,436.8,428.4
Interest on Long-Term Debt,6.6,11.9,15.7,15.1,12.9,
Foreign Sales,481.5,1149.3,1657.0,1590.0,1735.9,
