Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4128.8,4443.4,4531.6,5336.8,5532.8,5563.3
Total Revenues,4128.8,4443.4,4531.6,5336.8,5532.8,5563.3
Fuel & Purchased Power,75.5,78.7,80.7,86.6,66.9,64.9
Operations And Maintenance,2893.5,3135.5,3256.1,3895.3,4027.1,4017.8
Depreciation & Amortization,216.3,207.5,220.2,256.0,285.1,289.6
Other Operating Expenses,536.4,597.6,571.1,617.5,603.3,612.5
Total Operating Expenses,3721.7,4019.3,4128.1,4855.3,4982.4,4984.8
Operating Income,407.1,424.0,403.4,481.4,550.3,578.4
"Interest Expense, Total",(87.8),(82.8),(84.6),(98.6),(96.5),(95.3)
Net Interest Expenses,(87.8),(82.8),(84.6),(98.6),(96.5),(95.3)
Other Non-Operating Inc. (Exp.),7.0,8.8,(1.6),17.6,22.6,26.9
"EBT, Excl. Unusual Items",326.2,350.0,316.9,400.5,476.4,510.0
"EBT, Incl. Unusual Items",326.2,350.0,316.9,398.4,475.1,508.7
Income Tax Expense,93.1,65.0,47.5,63.3,84.6,91.6
Earnings From Continuing Operations,233.1,285.0,269.4,335.2,390.5,417.1
Earnings Of Discontinued Operations,(168.7),(3.8),2.9,0.3,(0.3),0.1
Net Income to Company,64.4,281.2,272.3,335.5,390.2,417.2
Net Income,64.4,281.2,272.3,335.5,390.2,417.2
Pref. Dividends and Other Adj.,0.7,0.8,,,,
NI to Common Incl Extra Items,63.7,280.4,272.3,335.5,390.2,417.2
NI to Common Excl. Extra Items,232.4,284.2,269.4,335.2,390.5,417.1
Revenue Per Share,$21.14,$22.75,$23.15,$26.87,$27.59,$27.74
Basic EPS,$0.33,$1.44,$1.39,$1.69,$1.95,$2.08
Basic EPS - Continuing Ops,$1.19,$1.46,$1.38,$1.69,$1.95,$2.08
Basic Weighted Average Shares Outst.,195.3,195.3,195.7,198.6,200.5,200.6
Diluted EPS,$0.33,$1.43,$1.39,$1.69,$1.95,$2.08
Diluted EPS - Continuing Ops,$1.19,$1.45,$1.38,$1.69,$1.95,$2.08
Diluted Weighted Average Shares Outst.,195.6,195.7,196.2,198.6,200.6,200.7
Normalized Basic EPS,$1.04,$1.12,$1.01,$1.26,$1.48,$1.59
Normalized Diluted EPS,$1.04,$1.12,$1.01,$1.26,$1.48,$1.59
Dividend Per Share,$0.76,$0.78,$0.80,$0.82,$0.84,$0.84
Payout Ratio,228.39%,53.60%,56.76%,47.77%,42.65%,39.89%
EBITDA,623.4,631.5,623.7,737.5,835.4,868.0
EBITA,409.6,426.0,404.6,483.8,559.3,587.4
EBIT,407.1,424.0,403.4,481.4,550.3,578.4
EBITDAR,688.4,,,902.8,1017.5,
Effective Tax Rate,28.5%,18.6%,15.0%,15.9%,17.8%,18.0%
Normalized Net Income,203.9,218.8,198.0,250.3,297.7,318.7
Interest Capitalized,0.9,1.0,2.3,2.8,2.6,
Interest on Long-Term Debt,87.8,82.8,84.6,98.6,,
