Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,417.7,504.9,512.3,522.5,536.1,549.7
Tenant Reimbursements,108.3,,,,,
Other Revenue,49.1,109.4,68.5,120.4,75.1,77.2
Total Revenues,575.1,614.3,580.8,642.9,611.2,626.9
Property Expenses,243.0,290.6,259.4,308.1,271.5,281.1
Selling General & Admin Exp.,38.3,37.1,34.7,39.6,37.5,38.4
Depreciation & Amortization,132.7,134.2,137.1,137.1,138.2,142.9
Total Operating Expenses,414.1,461.9,431.2,484.8,446.2,459.9
Operating Income,161.0,152.5,149.6,158.0,165.0,167.0
Total Interest Expense,(83.2),(77.0),(75.4),(71.1),(121.1),(121.8)
Interest and Investment Income,5.4,6.3,4.4,7.9,8.6,9.2
Net Interest Expenses,(77.7),(70.7),(71.0),(63.2),(112.6),(112.6)
"EBT, Excl. Unusual Items",83.3,81.8,78.6,94.9,52.4,54.5
Gain (Loss) on Sale of Assets,(40.1),9.9,2.3,105.2,30.2,29.7
Asset Writedown,(1.6),(15.1),(2.4),(0.3),(1.5),(1.5)
Other Unusual Items,(7.6),(0.5),(0.3),,(7.3),(40.5)
"EBT, Incl. Unusual Items",34.0,76.0,78.3,199.8,103.2,71.6
Income Tax Expense,0.2,1.1,(0.4),(0.2),0.4,0.3
Earnings From Continuing Operations,33.8,74.9,78.6,200.0,102.9,71.2
Net Income to Company,33.8,74.9,78.6,200.0,102.9,71.2
Minority Interest,(4.9),(6.2),(6.3),(8.3),(5.5),(4.6)
Net Income,28.9,68.7,72.3,191.7,97.4,66.7
Pref. Dividends and Other Adj.,14.7,13.5,0.5,0.7,0.4,0.5
NI to Common Incl Extra Items,14.2,55.2,71.8,191.0,96.9,66.2
NI to Common Excl. Extra Items,14.2,55.2,71.8,191.0,96.9,66.2
Revenue Per Share,$6.09,$6.21,$5.59,$5.78,$5.47,$5.61
Basic EPS,$0.15,$0.56,$0.69,$1.72,$0.87,$0.59
Basic EPS - Continuing Ops,$0.15,$0.56,$0.69,$1.72,$0.87,$0.59
Basic Weighted Average Shares Outst.,94.5,99.0,103.9,111.2,111.8,111.8
Diluted EPS,$0.15,$0.56,$0.69,$1.71,$0.87,$0.59
Diluted EPS - Continuing Ops,$0.15,$0.56,$0.69,$1.71,$0.87,$0.59
Diluted Weighted Average Shares Outst.,94.6,99.2,104.1,111.6,112.1,112.1
Normalized Basic EPS,$0.50,$0.45,$0.41,$0.46,$0.24,$0.26
Normalized Diluted EPS,$0.50,$0.45,$0.41,$0.46,$0.24,$0.26
Dividend Per Share,$1.10,$1.10,$1.10,$1.10,$1.10,$1.10
Payout Ratio,409.64%,172.35%,158.07%,63.99%,126.69%,185.16%
FFO,178.6,199.2,,228.4,169.6,153.9
FFO Payout Ratio %,58.31%,54.80%,,53.71%,72.75%,80.19%
FFO (Diluted),178.6,199.2,,228.5,169.7,123.0
AFFO,178.6,199.2,,228.4,169.6,
Funds Available for Distribution,178.6,199.2,,228.4,169.6,
FFO Per Share (Basic),$1.82,$1.95,,$2.03,$1.50,$1.36
FFO Shares (Basic),98.1,102.3,,112.5,113.0,113.1
FFO Per Share (Diluted),$1.82,$1.94,,$2.02,$1.50,$1.08
FFO Shares (Diluted),98.2,102.5,,112.9,113.4,113.5
Adjusted FFO Per Share (Basic),$1.82,$1.95,,$2.03,$1.50,
Adjusted FFO Per Share (Diluted),$1.82,$1.94,,$2.02,$1.49,
EBITDA,295.9,289.0,288.7,296.9,305.0,311.9
EBITA,181.0,171.8,165.2,166.7,173.0,175.0
EBIT,161.0,152.5,149.6,158.0,165.0,167.0
EBITDAR,,,,298.6,307.6,
Effective Tax Rate,0.7%,1.4%,NM,NM,0.3%,0.5%
Normalized Net Income,47.2,44.9,42.8,51.0,27.3,29.4
Interest Capitalized,0.7,,,10.8,12.1,
Interest on Long-Term Debt,82.2,,,80.9,73.9,
