Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,782.4,904.9,998.5,1074.8,757.2,757.2
Other Revenues,25.5,36.4,42.8,40.0,16.9,16.9
Total Revenues,807.9,941.3,1041.3,1114.8,774.1,774.1
Cost Of Revenues,459.8,479.4,534.3,593.6,462.9,462.9
Gross Profit,348.1,461.9,507.0,521.2,311.2,311.2
Selling General & Admin Expenses,148.4,155.0,170.0,168.8,140.9,140.9
Depreciation & Amortization,7.0,6.7,14.3,18.8,25.8,25.8
Total Operating Expenses,155.4,161.7,184.4,187.7,166.7,166.7
Operating Income,192.8,300.2,322.7,333.6,144.4,144.4
Interest Expense,(44.4),(45.0),(45.9),(46.8),(49.0),(49.0)
Interest And Investment Income,3.5,5.9,7.5,10.0,7.7,7.7
Net Interest Expenses,(40.9),(39.1),(38.5),(36.8),(41.3),(41.3)
Other Non Operating Income (Expenses),1.5,3.2,(1.4),4.9,4.1,4.1
"EBT, Excl. Unusual Items",153.9,259.8,277.5,292.0,92.0,92.0
"EBT, Incl. Unusual Items",148.1,249.2,273.3,269.9,53.0,53.0
Income Tax Expense,41.4,126.9,56.9,47.1,(22.4),(22.4)
Earnings From Continuing Operations,106.7,122.3,216.4,222.9,75.4,75.4
Net Income to Company,106.7,122.3,216.4,222.9,75.4,75.4
Net Income,106.7,122.3,216.4,222.9,75.4,75.4
Preferred Dividend and Other Adjustments,0.7,0.8,1.2,1.4,0.4,0.4
NI to Common Incl Extra Items,106.0,121.5,215.1,221.5,75.0,75.0
NI to Common Excl. Extra Items,106.0,121.5,215.1,221.5,75.0,75.0
Revenue Per Share,$14.46,$16.77,$18.55,$20.14,$14.03,$14.03
Basic EPS,$1.90,$2.16,$3.83,$4.00,$1.36,$1.36
Basic EPS - Continuing Ops,$1.90,$2.16,$3.83,$4.00,$1.36,$1.36
Basic Weighted Average Shares Outst.,55.9,56.1,56.1,55.4,55.2,55.2
Diluted EPS,$1.89,$2.15,$3.80,$3.98,$1.35,$1.35
Diluted EPS - Continuing Ops,$1.89,$2.15,$3.80,$3.98,$1.35,$1.35
Diluted Weighted Average Shares Outst.,56.2,56.5,56.6,55.7,55.5,55.5
Normalized Basic EPS,$1.72,$2.89,$3.09,$3.30,$1.04,$1.04
Normalized Diluted EPS,$1.71,$2.87,$3.06,$3.28,$1.03,$1.03
Dividend Per Share,$0.83,$0.86,$0.86,$0.87,$0.23,$0.23
Payout Ratio,43.28%,39.77%,22.52%,21.58%,33.53%,33.53%
EBITDA,208.6,315.8,345.4,360.0,178.3,178.3
EBITA,194.6,302.9,332.8,345.0,156.7,156.7
EBIT,192.8,300.2,322.7,333.6,144.4,144.4
EBITDAR,219.2,,,369.7,188.3,188.3
Effective Tax Rate,28.0%,50.9%,20.8%,17.4%,NM,NM
Normalized Net Income,96.2,162.4,173.4,182.5,57.5,57.5
Interest Capitalized,,,,0.2,0.1,0.1
R&D Expense From Footnotes,11.8,11.7,11.2,9.7,14.6,14.6
Foreign Sales,58.2,65.8,72.1,69.5,42.6,42.6
