Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2108.9,2271.0,2411.8,2488.0,2391.3,2387.2
Total Revenues,2108.9,2271.0,2411.8,2488.0,2391.3,2387.2
Cost Of Revenues,1374.2,1470.2,1540.6,1589.2,1540.9,1527.6
Gross Profit,734.7,800.8,871.3,898.7,850.4,859.6
Selling General & Admin Expenses,367.2,399.3,417.2,401.1,392.2,386.8
R&D Expenses,59.4,61.4,64.5,72.5,74.8,78.4
Total Operating Expenses,426.6,460.7,481.7,473.6,467.0,465.1
Operating Income,308.1,340.1,389.6,425.1,383.4,394.4
Interest Expense,(41.2),(41.5),(34.0),(31.3),(35.5),(38.0)
Net Interest Expenses,(41.2),(41.5),(34.0),(31.3),(35.5),(38.0)
Other Non Operating Income (Expenses),1.1,1.0,0.7,2.7,(9.0),(9.7)
"EBT, Excl. Unusual Items",268.0,299.6,356.2,396.5,338.8,346.7
"EBT, Incl. Unusual Items",268.0,299.6,356.2,396.5,263.1,272.5
Income Tax Expense,78.6,84.7,80.5,88.9,61.7,63.4
Earnings From Continuing Operations,189.4,214.9,275.7,307.6,201.4,209.1
Earnings Of Discontinued Operations,(2.1),,,,,
Net Income to Company,187.3,214.9,275.7,307.6,201.4,209.1
Net Income,187.3,214.9,275.7,307.6,201.4,209.1
NI to Common Incl Extra Items,187.3,214.9,275.7,307.6,201.4,209.1
NI to Common Excl. Extra Items,189.4,214.9,275.7,307.6,201.4,209.1
Revenue Per Share,$47.51,$51.40,$54.95,$58.21,$57.29,$57.72
Basic EPS,$4.22,$4.86,$6.28,$7.20,$4.83,$5.06
Basic EPS - Continuing Ops,$4.27,$4.86,$6.28,$7.20,$4.83,$5.06
Basic Weighted Average Shares Outst.,44.4,44.2,43.9,42.7,41.7,41.4
Diluted EPS,$4.15,$4.80,$6.22,$7.15,$4.80,$5.04
Diluted EPS - Continuing Ops,$4.20,$4.80,$6.22,$7.15,$4.80,$5.04
Diluted Weighted Average Shares Outst.,45.0,44.8,44.3,43.0,42.0,41.6
Normalized Basic EPS,$3.77,$4.24,$5.07,$5.80,$5.07,$5.24
Normalized Diluted EPS,$3.72,$4.18,$5.02,$5.76,$5.04,$5.21
Dividend Per Share,$0.52,$0.56,$0.60,$0.66,$0.68,$0.68
Payout Ratio,12.31%,11.51%,9.55%,9.17%,13.99%,
EBITDA,404.1,440.1,492.5,527.5,499.3,511.2
EBITA,341.5,378.5,433.2,470.1,444.0,394.4
EBIT,308.1,340.1,389.6,425.1,383.4,394.4
EBITDAR,439.4,477.2,530.9,564.8,540.3,
Effective Tax Rate,29.3%,28.3%,22.6%,22.4%,23.4%,23.3%
Normalized Net Income,167.5,187.3,222.6,247.8,211.8,216.7
Interest on Long-Term Debt,,,,0.5,0.5,
R&D Expense From Footnotes,59.4,61.4,64.5,72.5,74.8,78.4
Foreign Sales,636.7,708.8,788.3,777.6,632.9,
