Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2481.9,2591.8,2696.0,2932.1,2889.1,2869.3
Total Revenues,2481.9,2591.8,2696.0,2932.1,2889.1,2869.3
Cost Of Revenues,1270.0,1454.3,1586.6,1948.2,1912.1,1883.6
Gross Profit,1211.9,1137.5,1109.3,983.9,977.0,985.7
Selling General & Admin Expenses,815.4,815.1,630.4,554.9,642.3,630.6
Depreciation & Amortization,64.6,62.5,56.7,59.3,74.3,74.1
Total Operating Expenses,906.7,918.8,734.5,667.4,773.3,761.3
Operating Income,305.1,218.7,374.8,316.5,203.7,224.5
Interest Expense,(35.4),(33.9),(37.9),(29.8),(38.3),(39.1)
Interest And Investment Income,3.1,6.6,5.4,6.2,3.9,3.6
Net Interest Expenses,(32.3),(27.3),(32.5),(23.6),(34.4),(35.5)
Currency Exchange Gains (Loss),(39.9),3.3,(3.8),(1.1),(2.2),(6.4)
Other Non Operating Income (Expenses),1.4,1.7,1.0,0.9,1.4,3.6
"EBT, Excl. Unusual Items",226.4,193.2,353.8,304.3,175.1,207.8
"EBT, Incl. Unusual Items",250.7,182.8,323.5,426.5,407.3,640.6
Income Tax Expense,81.2,(119.7),52.1,98.6,107.3,194.1
Earnings From Continuing Operations,169.5,302.5,271.4,327.9,300.0,446.5
Net Income to Company,169.5,302.5,271.4,327.9,300.0,446.5
Minority Interest,(0.9),(0.4),(0.2),(0.0),0.4,(0.4)
Net Income,168.6,302.0,271.2,327.9,300.4,446.1
Preferred Dividend and Other Adjustments,2.1,2.8,1.7,1.8,1.6,2.3
NI to Common Incl Extra Items,166.5,299.2,269.5,326.1,298.7,443.8
NI to Common Excl. Extra Items,166.5,299.2,269.5,326.1,298.7,443.8
Revenue Per Share,$446.46,$469.88,$505.53,$554.80,$563.84,$568.48
Basic EPS,$29.96,$54.24,$50.54,$61.69,$58.30,$87.92
Basic EPS - Continuing Ops,$29.96,$54.24,$50.54,$61.69,$58.30,$87.92
Basic Weighted Average Shares Outst.,5.6,5.5,5.3,5.3,5.1,5.0
Diluted EPS,$29.80,$53.90,$50.20,$61.21,$58.13,$87.61
Diluted EPS - Continuing Ops,$29.80,$53.90,$50.20,$61.21,$58.13,$87.61
Diluted Weighted Average Shares Outst.,5.6,5.6,5.4,5.3,5.1,5.1
Normalized Basic EPS,$25.30,$21.81,$41.43,$35.99,$21.44,$25.65
Normalized Diluted EPS,$25.16,$21.66,$41.15,$35.70,$21.38,$25.56
Dividend Per Share,$4.84,$5.08,$5.32,$5.56,$5.80,$5.86
Payout Ratio,16.21%,9.38%,10.55%,9.01%,9.98%,6.69%
EBITDA,394.6,322.1,478.9,429.0,331.1,351.5
EBITA,331.8,259.9,422.2,369.7,260.5,281.0
EBIT,305.1,218.7,374.8,316.5,203.7,224.5
EBITDAR,467.2,388.4,,552.7,466.9,
Effective Tax Rate,32.4%,NM,16.1%,23.1%,26.3%,30.3%
Normalized Net Income,140.6,120.3,221.0,190.2,109.9,129.5
Interest Capitalized,0.4,0.3,0.8,2.1,,
Interest on Long-Term Debt,35.8,34.2,38.7,31.9,38.3,
Foreign Sales,624.0,637.0,657.0,691.0,642.0,
