Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,,,,849.6,971.4,951.9
Other Revenues,16.9,,,,,
Total Revenues,16.9,,,849.6,971.4,951.9
Cost Of Revenues,,,,195.8,165.4,156.0
Gross Profit,16.9,,,653.8,806.0,795.9
Selling General & Admin Expenses,0.8,41.1,43.9,112.1,52.2,56.6
Depreciation & Amortization,,,,95.5,108.8,108.3
Other Operating Expense/(Income),,,,68.6,86.1,78.7
Total Operating Expenses,0.8,41.1,43.9,276.2,247.1,243.6
Operating Income,16.1,(41.1),(43.9),377.5,558.9,552.3
Interest Expense,,,(0.1),(110.4),(147.0),(152.2)
Net Interest Expenses,,,(0.1),(110.4),(147.0),(152.2)
"EBT, Excl. Unusual Items",16.1,28.6,98.9,318.5,498.4,488.1
"EBT, Incl. Unusual Items",16.1,28.6,98.9,(457.6),(178.2),471.0
Income Tax Expense,6.4,26.3,32.3,(102.5),(55.7),117.1
Earnings From Continuing Operations,9.7,2.3,66.6,(355.1),(122.5),353.8
Net Income to Company,9.7,2.3,66.6,(355.1),(122.5),353.8
Net Income,9.7,2.3,66.6,(355.1),(122.5),353.8
Preferred Dividend and Other Adjustments,,(4.2),5.2,0.4,0.6,0.6
NI to Common Incl Extra Items,9.7,6.5,61.4,(355.6),(123.1),353.3
NI to Common Excl. Extra Items,9.7,6.5,61.4,(355.6),(123.1),353.3
Revenue Per Share,,,,$1.92,$2.03,$2.00
Basic EPS,,$0.03,$0.33,($0.80),($0.26),$0.74
Basic EPS - Continuing Ops,,$0.03,$0.33,($0.80),($0.26),$0.74
Basic Weighted Average Shares Outst.,,186.2,186.2,442.6,478.3,476.7
Diluted EPS,,$0.03,$0.33,($0.80),($0.26),$0.73
Diluted EPS - Continuing Ops,,$0.03,$0.33,($0.80),($0.26),$0.73
Diluted Weighted Average Shares Outst.,,186.2,186.2,442.6,478.3,477.3
Normalized Basic EPS,,$0.10,$0.33,$0.45,$0.65,$0.64
Normalized Diluted EPS,,$0.10,$0.33,$0.45,$0.65,$0.64
Dividend Per Share,,$0.16,$0.54,$1.23,$1.23,$1.15
Payout Ratio,,688.65%,129.81%,NM,NM,166.32%
EBITDA,,,,530.3,738.6,731.6
EBITA,16.1,(41.1),(43.9),434.7,629.8,623.3
EBIT,16.1,(41.1),(43.9),377.5,558.9,552.3
Effective Tax Rate,39.8%,91.9%,32.7%,NM,NM,24.9%
Normalized Net Income,10.1,17.9,61.8,199.0,311.5,305.1
Interest Capitalized,4.0,,,,,
