Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12.58%,43.30%,54.62%,(45.17%),(51.87%)
Other Revenues,,35.56%,50.27%,(2.91%),(8.96%)
Total Revenues,24.28%,42.57%,54.23%,(41.48%),(48.12%)
Cost Of Revenues,33.87%,41.17%,53.76%,(23.10%),(31.58%)
Gross Profit,16.97%,43.79%,54.64%,(57.14%),(62.80%)
Selling General & Admin Expenses,13.82%,46.76%,37.38%,(42.47%),(54.05%)
Depreciation & Amortization,0.00%,195.24%,127.42%,(12.77%),(2.94%)
Total Operating Expenses,13.19%,52.82%,44.47%,(38.79%),(48.25%)
Operating Income,25.63%,25.20%,80.19%,(94.15%),(98.17%)
Interest Expense,(11.11%),(440.00%),(144.44%),(13.64%),(22.14%)
Net Interest Expenses,(11.11%),(440.00%),(144.44%),(13.64%),(22.14%)
Currency Exchange Gains (Loss),,,,,-64.52%
Other Non Operating Income (Expenses),500.00%,183.33%,,,
"EBT, Excl. Unusual Items",28.80%,12.20%,51.45%,,
"EBT, Incl. Unusual Items",21.21%,(57.08%),118.45%,,
Income Tax Expense,(93.42%),920.00%,62.75%,,
Earnings From Continuing Operations,92.62%,(77.87%),173.08%,,
Net Income to Company,92.62%,(77.87%),173.08%,,
Minority Interest,,,,(375.00%),(320.00%)
Net Income,92.62%,(76.60%),150.91%,,
NI to Common Incl Extra Items,92.62%,(76.60%),150.91%,,
NI to Common Excl. Extra Items,92.62%,(76.60%),150.91%,,
Revenue Per Share,27.94%,16.02%,17.00%,(37.80%),(46.07%)
Basic EPS,98.43%,(80.95%),90.52%,,
Basic EPS - Continuing Ops,98.43%,(80.95%),90.52%,,
Basic Weighted Average Shares Outst.,(2.87%),22.88%,31.83%,(5.92%),(3.81%)
Diluted EPS,97.90%,(81.04%),91.93%,,
Diluted EPS - Continuing Ops,97.90%,(81.04%),91.93%,,
Diluted Weighted Average Shares Outst.,(2.46%),22.74%,30.88%,(7.19%),(4.86%)
Normalized Basic EPS,32.56%,(7.05%),11.19%,,
Normalized Diluted EPS,32.16%,(7.00%),12.03%,,
Dividend Per Share,16.00%,13.79%,14.55%,(71.43%),(100.00%)
Payout Ratio,(41.98%),473.45%,(36.70%),,(100.00%)
EBITDA,23.18%,38.38%,88.00%,(77.87%),(77.58%)
EBITA,25.63%,32.80%,87.65%,(85.55%),(88.04%)
EBIT,25.63%,25.20%,80.19%,(94.15%),(98.17%)
EBITDAR,,,,(73.89%),
Effective Tax Rate,(94.57%),"2,280.50%",(25.49%),(33.03%),(60.05%)
Normalized Net Income,28.80%,14.15%,46.58%,,
Interest on Long-Term Debt,16.67%,78.57%,34.00%,4.48%,
Foreign Sales,(2.11%),41.40%,29.66%,(47.21%),
