Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1259.4,1344.9,1366.6,1342.9,1347.3,1372.4
"Other Revenues, Total",2.7,4.6,4.2,3.4,3.4,3.4
Total Revenues,1262.0,1349.5,1370.8,1346.4,1350.7,1375.8
Fuel & Purchased Power,419.9,446.8,469.1,444.2,436.4,455.6
Operations And Maintenance,349.3,346.7,364.5,355.8,352.1,347.9
Depreciation & Amortization,143.7,162.1,165.2,169.2,171.6,172.4
Other Operating Expenses,77.4,89.5,90.8,89.9,92.9,92.2
Total Operating Expenses,990.2,1045.1,1089.6,1059.0,1053.1,1068.2
Operating Income,271.8,304.4,281.1,287.4,297.7,307.6
"Interest Expense, Total",(92.2),(92.4),(96.1),(97.2),(99.0),(100.1)
Interest and Investment Income,4.5,3.9,5.6,8.2,3.8,3.8
Net Interest Expenses,(87.8),(88.6),(90.5),(89.0),(95.2),(96.3)
Allow. For Equity Funds Used For Const.,22.0,20.8,24.4,27.1,29.6,30.0
Allow. For Borrowed Funds Used For Const.,10.2,8.7,10.2,10.7,11.6,11.9
Other Non-Operating Inc. (Exp.),5.4,5.2,7.3,9.3,11.6,10.5
"EBT, Excl. Unusual Items",234.5,261.8,244.9,257.8,266.7,275.2
"EBT, Incl. Unusual Items",234.5,261.8,244.9,257.8,266.7,275.2
Income Tax Expense,36.4,48.7,17.4,24.5,28.7,29.9
Earnings From Continuing Operations,198.1,213.2,227.5,233.3,238.0,245.3
Net Income to Company,198.1,213.2,227.5,233.3,238.0,245.3
Minority Interest,0.2,(0.8),(0.7),(0.5),(0.6),(0.6)
Net Income,198.3,212.4,226.8,232.9,237.4,244.8
NI to Common Incl Extra Items,198.3,212.4,226.8,232.9,237.4,244.8
NI to Common Excl. Extra Items,198.3,212.4,226.8,232.9,237.4,244.8
Revenue Per Share,$25.09,$26.80,$27.18,$26.66,$26.73,$27.22
Basic EPS,$3.94,$4.22,$4.50,$4.61,$4.70,$4.84
Basic EPS - Continuing Ops,$3.94,$4.22,$4.50,$4.61,$4.70,$4.84
Basic Weighted Average Shares Outst.,50.3,50.4,50.4,50.5,50.5,50.6
Diluted EPS,$3.94,$4.21,$4.49,$4.61,$4.69,$4.84
Diluted EPS - Continuing Ops,$3.94,$4.21,$4.49,$4.61,$4.69,$4.84
Diluted Weighted Average Shares Outst.,50.4,50.4,50.5,50.5,50.6,50.6
Normalized Basic EPS,$2.92,$3.23,$3.02,$3.18,$3.29,$3.39
Normalized Diluted EPS,$2.91,$3.23,$3.02,$3.18,$3.28,$3.39
Dividend Per Share,$2.08,$2.24,$2.40,$2.56,$2.72,$2.76
Payout Ratio,52.95%,53.26%,53.54%,55.69%,58.05%,57.15%
EBITDA,419.1,470.3,450.3,461.2,473.6,484.2
EBITA,271.8,304.4,281.1,287.4,297.7,307.6
EBIT,271.8,304.4,281.1,287.4,297.7,307.6
Effective Tax Rate,15.5%,18.6%,7.1%,9.5%,10.8%,10.9%
Normalized Net Income,146.8,162.9,152.3,160.7,166.1,171.5
Interest Capitalized,10.2,8.7,10.2,10.7,11.6,
Interest on Long-Term Debt,82.0,81.2,84.4,82.5,84.3,
