Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1257.2,1305.7,1192.0,1257.9,1198.7,1264.2
Total Revenues,1257.2,1305.7,1192.0,1257.9,1198.7,1264.2
Depreciation & Amortization,159.3,166.1,174.5,172.9,179.6,181.4
Other Operating Expenses,549.1,583.0,443.9,497.5,486.3,541.0
Total Operating Expenses,1002.3,1044.0,925.5,988.7,963.1,1021.4
Operating Income,255.0,261.7,266.5,269.3,235.6,242.9
"Interest Expense, Total",(95.0),(92.3),(92.0),(95.1),(96.8),(96.0)
Net Interest Expenses,(95.0),(92.3),(92.0),(95.1),(96.8),(96.0)
Other Non-Operating Inc. (Exp.),(3.5),6.7,3.8,8.0,5.4,11.5
"EBT, Excl. Unusual Items",156.5,176.1,178.3,182.2,144.2,158.4
"EBT, Incl. Unusual Items",156.5,176.1,178.3,182.2,144.2,158.4
Income Tax Expense,(7.6),13.4,(18.7),(19.9),(11.0),(9.2)
Earnings From Continuing Operations,164.2,162.7,197.0,202.1,155.2,167.6
Net Income to Company,164.2,162.7,197.0,202.1,155.2,167.6
Net Income,164.2,162.7,197.0,202.1,155.2,167.6
NI to Common Incl Extra Items,164.2,162.7,197.0,202.1,155.2,167.6
NI to Common Excl. Extra Items,164.2,162.7,197.0,202.1,155.2,167.6
Revenue Per Share,$26.03,$26.89,$23.85,$24.94,$23.71,$24.99
Basic EPS,$3.40,$3.35,$3.94,$4.01,$3.07,$3.31
Basic EPS - Continuing Ops,$3.40,$3.35,$3.94,$4.01,$3.07,$3.31
Basic Weighted Average Shares Outst.,48.3,48.6,50.0,50.4,50.6,50.6
Diluted EPS,$3.39,$3.34,$3.92,$3.98,$3.06,$3.30
Diluted EPS - Continuing Ops,$3.39,$3.34,$3.92,$3.98,$3.06,$3.30
Diluted Weighted Average Shares Outst.,48.5,48.7,50.2,50.8,50.7,50.7
Normalized Basic EPS,$2.03,$2.27,$2.23,$2.26,$1.78,$1.96
Normalized Diluted EPS,$2.02,$2.26,$2.22,$2.24,$1.78,$1.95
Dividend Per Share,$2.00,$2.10,$2.20,$2.30,$2.40,$2.42
Payout Ratio,58.33%,62.24%,55.44%,56.96%,77.54%,72.44%
EBITDA,414.3,427.8,441.0,442.2,415.3,424.2
EBITA,255.0,261.7,266.5,269.3,235.6,242.9
EBIT,255.0,261.7,266.5,269.3,235.6,242.9
Effective Tax Rate,NM,7.6%,NM,NM,NM,NM
Normalized Net Income,97.8,110.0,111.4,113.9,90.2,99.0
Interest Capitalized,,8.5,5.9,8.2,9.8,
