Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,390.8,570.8,1006.5,1029.4,882.9,853.3
Total Interest Income,461.6,682.4,1208.5,1202.5,1014.0,974.3
Interest On Deposits,33.2,56.1,130.1,192.4,105.6,68.6
Total Interest On Borrowings,24.1,50.2,111.0,91.3,43.5,34.6
Total Interest Expense,57.3,106.3,241.1,283.6,149.1,103.3
Net Interest Income,404.3,576.1,967.4,918.9,864.9,871.1
Service Charges On Deposits,15.2,17.1,26.8,26.4,23.9,23.8
Trust Income,3.7,2.9,7.8,7.3,6.7,6.7
Gain (Loss) on Sale of Assets,2.3,,11.8,,,(0.3)
Gain (Loss) on Sale of Invest. & Securities,7.5,(0.3),(10.8),(6.9),14.3,1.7
Total Other Non Interest Income,42.3,44.5,67.6,83.9,90.7,88.3
Total Non Interest Income,71.0,64.2,103.2,119.0,135.6,120.3
Revenue Before Loan Losses,475.3,640.3,1070.6,1038.0,1000.5,991.3
Provision For Loan Losses,20.0,26.0,46.0,46.0,252.4,124.1
Total Revenues,455.3,614.3,1024.6,992.0,748.1,867.2
Salaries And Other Employee Benefits,125.9,150.3,220.3,215.8,222.1,225.3
Amort. of Goodwill & Intang. Assets,12.4,13.0,23.6,19.2,16.8,16.4
Occupancy Expense,24.1,43.6,68.5,64.4,59.4,58.7
Total Selling General & Admin Expenses,22.2,31.2,73.5,83.0,88.3,90.6
Total Other Non Interest Expense,32.0,35.6,37.3,45.4,58.4,57.0
Total Non Interest Expense,233.4,289.0,445.4,441.0,459.7,463.2
"EBT, Excl. Unusual Items",221.8,325.3,579.2,551.0,288.4,404.0
Restructuring Charges,,,(8.7),(14.4),(13.3),(13.3)
Asset Writedown,,(105.1),,,,(0.3)
Other Unusual Items,(9.7),,0.2,11.9,(19.5),(18.7)
"EBT, Incl. Unusual Items",207.4,181.0,566.2,540.0,255.7,371.7
Income Tax Expense,67.4,87.9,119.0,112.9,29.9,60.9
Earnings From Continuing Operations,140.0,93.0,447.3,427.0,225.8,310.8
Net Income to Company,140.0,93.0,447.3,427.0,225.8,310.8
Net Income,140.0,93.0,447.3,427.0,225.8,310.8
Preferred Dividend and Other Adjustments,,2.0,8.0,7.9,7.9,7.9
Net Income to Common Incl Extra Items,140.0,91.0,439.3,419.1,217.9,302.9
Net Income to Common Excl. Extra Items,140.0,91.0,439.3,419.1,217.9,302.9
Revenue Per Share,$3.49,$3.90,$4.57,$4.82,$3.85,$4.49
Basic EPS,$1.07,$0.58,$1.96,$2.04,$1.12,$1.57
Basic EPS - Continuing Ops,$1.07,$0.58,$1.96,$2.04,$1.12,$1.57
Basic Weighted Average Shares Outst.,130.6,157.5,224.3,205.7,194.1,193.0
Diluted EPS,$1.07,$0.58,$1.95,$2.03,$1.12,$1.56
Diluted EPS - Continuing Ops,$1.07,$0.58,$1.95,$2.03,$1.12,$1.56
Diluted Weighted Average Shares Outst.,131.2,158.1,224.8,206.1,194.4,193.4
Normalized Basic EPS,$1.06,$1.29,$1.61,$1.67,$0.93,$1.31
Normalized Diluted EPS,$1.06,$1.29,$1.61,$1.67,$0.93,$1.31
Dividend Per Share,$0.28,$0.28,$0.28,$0.28,$0.28,$0.28
Payout Ratio,26.04%,49.69%,16.07%,15.66%,28.02%,20.27%
Effective Tax Rate,32.5%,48.6%,21.0%,20.9%,11.7%,16.4%
Normalized Net Income,138.6,203.3,362.0,344.4,180.3,252.5
Interest on Long-Term Debt,11.0,15.6,18.2,15.4,24.6,
