Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19654.1,21034.3,21991.2,20863.5,18001.0,18306.3
Total Revenues,19654.1,21034.3,21991.2,20863.5,18001.0,18306.3
Cost Of Revenues,16320.3,17549.7,18412.2,17488.4,15176.3,15437.5
Gross Profit,3333.8,3484.6,3579.0,3375.1,2824.7,2868.8
Selling General & Admin Expenses,2562.6,2642.8,2720.0,2631.2,2433.3,2406.5
Total Operating Expenses,2583.0,2660.9,2743.0,2653.0,2453.6,2426.8
Operating Income,750.8,823.7,836.0,722.1,371.1,442.0
Interest Expense,(49.5),(49.4),(47.0),(44.4),(43.3),(42.4)
Interest And Investment Income,3.6,4.8,6.0,6.0,13.1,12.5
Net Interest Expenses,(45.9),(44.6),(41.0),(38.4),(30.2),(29.9)
Currency Exchange Gains (Loss),(2.8),(0.8),(1.4),(6.7),(4.9),(4.3)
Other Non Operating Income (Expenses),(0.8),(6.5),0.4,5.3,5.4,9.4
"EBT, Excl. Unusual Items",701.3,771.8,794.0,682.3,341.4,417.2
"EBT, Incl. Unusual Items",701.3,737.3,754.7,685.5,147.7,223.5
Income Tax Expense,257.6,191.9,198.0,219.8,123.9,139.4
Earnings From Continuing Operations,443.7,545.4,556.7,465.7,23.8,84.1
Net Income to Company,443.7,545.4,556.7,465.7,23.8,84.1
Net Income,443.7,545.4,556.7,465.7,23.8,84.1
NI to Common Incl Extra Items,443.7,545.4,556.7,465.7,23.8,84.1
NI to Common Excl. Extra Items,443.7,545.4,556.7,465.7,23.8,84.1
Revenue Per Share,$280.37,$313.48,$340.42,$348.31,$310.36,$320.60
Basic EPS,$6.33,$8.13,$8.62,$7.77,$0.41,$1.47
Basic EPS - Continuing Ops,$6.33,$8.13,$8.62,$7.77,$0.41,$1.47
Basic Weighted Average Shares Outst.,70.1,67.1,64.6,59.9,58.0,57.1
Diluted EPS,$6.27,$8.04,$8.56,$7.72,$0.41,$1.46
Diluted EPS - Continuing Ops,$6.27,$8.04,$8.56,$7.72,$0.41,$1.46
Diluted Weighted Average Shares Outst.,70.8,67.9,65.1,60.3,58.3,57.5
Normalized Basic EPS,$6.25,$7.19,$7.68,$7.12,$3.68,$4.57
Normalized Diluted EPS,$6.19,$7.10,$7.62,$7.07,$3.66,$4.54
Dividend Per Share,$1.72,$1.86,$2.02,$2.18,$2.26,$2.26
Payout Ratio,26.68%,22.68%,22.87%,27.76%,542.44%,153.51%
EBITDA,834.2,906.8,920.3,797.3,445.6,515.8
EBITA,786.8,858.3,871.1,751.9,398.3,467.8
EBIT,750.8,823.7,836.0,722.1,371.1,442.0
EBITDAR,1000.7,,,984.2,616.7,
Effective Tax Rate,36.7%,26.0%,26.2%,32.1%,83.9%,62.4%
Normalized Net Income,438.3,482.4,496.3,426.4,213.4,260.8
Foreign Sales,16703.9,18275.8,19382.3,18272.9,15673.8,
