Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1598.8,1725.3,1627.8,1448.8,1483.3,1506.1
Total Revenues,1598.8,1725.3,1627.8,1448.8,1483.3,1506.1
Cost Of Revenues,72.7,105.7,198.7,117.6,108.1,107.7
Gross Profit,1526.1,1619.6,1429.1,1331.2,1375.2,1398.4
Selling General & Admin Expenses,319.3,332.6,268.7,335.0,426.5,449.2
R&D Expenses,147.6,264.6,357.9,1173.8,357.7,459.3
Total Operating Expenses,466.9,597.2,626.6,1508.8,784.2,908.5
Operating Income,1059.2,1022.4,802.5,(177.6),591.0,489.9
Interest Expense,(3.9),(9.0),(13.9),(44.2),(23.5),(19.9)
Interest And Investment Income,3.5,10.9,28.6,44.2,28.6,23.3
Net Interest Expenses,(0.4),1.9,14.7,0.0,5.1,3.4
Other Non Operating Income (Expenses),1.4,4.8,(4.8),(1.2),2.8,(81.0)
"EBT, Excl. Unusual Items",1060.2,1029.1,812.4,(178.8),598.9,412.3
"EBT, Incl. Unusual Items",1060.2,769.5,758.9,(165.0),638.9,499.8
Income Tax Expense,346.5,351.6,169.7,(60.5),124.1,94.4
Earnings From Continuing Operations,713.7,417.9,589.2,(104.5),514.8,405.4
Net Income to Company,713.7,417.9,589.2,(104.5),514.8,405.4
Net Income,713.7,417.9,589.2,(104.5),514.8,405.4
NI to Common Incl Extra Items,713.7,417.9,589.2,(104.5),514.8,405.4
NI to Common Excl. Extra Items,713.7,417.9,589.2,(104.5),514.8,405.4
Revenue Per Share,$36.50,$39.21,$37.42,$33.08,$33.56,$33.94
Basic EPS,$16.29,$9.50,$13.54,($2.39),$11.65,$9.14
Basic EPS - Continuing Ops,$16.29,$9.50,$13.54,($2.39),$11.65,$9.14
Basic Weighted Average Shares Outst.,43.8,44.0,43.5,43.8,44.2,44.4
Diluted EPS,$15.25,$9.31,$13.39,($2.39),$11.54,$8.97
Diluted EPS - Continuing Ops,$15.25,$9.31,$13.39,($2.39),$11.54,$8.97
Diluted Weighted Average Shares Outst.,46.8,44.9,44.0,43.8,44.6,45.2
Normalized Basic EPS,$15.13,$14.62,$11.67,($2.55),$8.47,$5.81
Normalized Diluted EPS,$14.16,$14.32,$11.54,($2.55),$8.39,$5.70
EBITDA,1090.8,1053.4,838.4,(131.7),640.9,539.9
EBITA,1059.8,1022.9,802.6,(177.4),591.2,490.1
EBIT,1059.2,1022.4,802.5,(177.6),591.0,489.9
EBITDAR,1095.2,1058.2,842.6,(126.8),644.4,
Effective Tax Rate,32.7%,45.7%,22.4%,NM,19.4%,18.9%
Normalized Net Income,662.6,643.2,507.8,(111.8),374.3,257.7
Interest on Long-Term Debt,3.9,9.0,,,,
R&D Expense From Footnotes,147.6,264.6,357.9,1182.6,357.7,588.2
Foreign Sales,136.9,188.5,99.6,125.6,71.2,
