Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(6.76%),1.09%,(7.97%),(28.62%),(24.13%)
Other Revenues,0.98%,2.19%,5.46%,0.15%,(2.07%)
Total Revenues,(5.82%),1.23%,(6.21%),(24.38%),(20.79%)
Cost Of Revenues,(3.77%),(2.68%),(2.05%),(15.38%),(20.88%)
Gross Profit,(9.61%),8.90%,(13.50%),(42.24%),(20.60%)
Selling General & Admin Expenses,(4.26%),23.44%,(5.90%),(23.77%),(15.80%)
Total Operating Expenses,(4.26%),23.44%,(5.90%),(23.77%),(15.80%)
Operating Income,(15.03%),(7.67%),(25.10%),(77.64%),(29.74%)
Interest Expense,(4.50%),-0.39%,(0.63%),(0.14%),(0.06%)
Interest And Investment Income,(22.93%),(73.44%),"1,621.45%",(53.82%),(24.50%)
Net Interest Expenses,(9.59%),(9.15%),-50.87%,(60.20%),(11.72%)
"EBT, Excl. Unusual Items",(15.63%),(8.21%),(24.12%),(81.01%),(30.10%)
"EBT, Incl. Unusual Items",(15.63%),(20.51%),(18.82%),,(52.27%)
Income Tax Expense,3.11%,(54.64%),(13.79%),,(66.35%)
Earnings From Continuing Operations,(24.62%),1.86%,(20.29%),(99.69%),(47.80%)
Net Income to Company,(24.62%),1.86%,(20.29%),(99.69%),(47.80%)
Net Income,(24.62%),1.86%,(20.29%),(99.69%),(47.80%)
NI to Common Incl Extra Items,(24.62%),1.86%,(20.29%),(99.69%),(47.80%)
NI to Common Excl. Extra Items,(24.62%),1.86%,(20.29%),(99.69%),(47.80%)
Revenue Per Share,(1.61%),5.11%,(1.07%),(22.48%),(19.67%)
Basic EPS,(21.21%),5.87%,(15.97%),(99.69%),(47.06%)
Basic EPS - Continuing Ops,(21.21%),5.87%,(15.97%),(99.69%),(47.06%)
Basic Weighted Average Shares Outst.,(4.27%),(3.68%),(5.20%),(2.46%),(1.40%)
Diluted EPS,(21.15%),5.63%,(15.99%),(99.68%),(46.61%)
Diluted EPS - Continuing Ops,(21.15%),5.63%,(15.99%),(99.68%),(46.61%)
Diluted Weighted Average Shares Outst.,(4.21%),(3.72%),(5.23%),(2.47%),(1.37%)
Normalized Basic EPS,(11.82%),(4.73%),(19.92%),(80.49%),(29.10%)
Normalized Diluted EPS,(11.81%),(4.60%),(20.04%),(80.50%),(29.12%)
Dividend Per Share,4.29%,1.37%,1.35%,(70.67%),(86.05%)
Payout Ratio,32.43%,(4.18%),21.07%,"9,267.02%",(73.63%)
EBITDA,(11.52%),(5.42%),(20.78%),(61.21%),(24.68%)
EBITA,(15.20%),(8.06%),(25.02%),(77.49%),(29.65%)
EBIT,(15.03%),(7.67%),(25.10%),(77.64%),(29.74%)
EBITDAR,,,,(59.35%),
Effective Tax Rate,22.22%,(42.93%),6.19%,351.05%,(29.49%)
Normalized Net Income,(15.63%),(8.21%),(24.12%),(81.01%),(30.10%)
Interest on Long-Term Debt,,,,52.26%,
R&D Expense From Footnotes,1.68%,9.36%,13.00%,(6.51%),(6.51%)
Foreign Sales,0.51%,6.44%,(11.32%),(23.42%),
