Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3990.5,3660.8,3835.7,3939.7,3728.1,3691.9
Total Revenues,3990.5,3660.8,3835.7,3939.7,3728.1,3691.9
Cost Of Revenues,2753.7,2571.9,2644.8,2633.1,2549.1,2527.0
Gross Profit,1236.8,1089.0,1190.9,1306.6,1179.1,1164.9
Selling General & Admin Expenses,931.3,842.8,891.3,832.5,773.2,729.6
R&D Expenses,42.8,38.6,39.6,42.0,36.1,36.1
Total Operating Expenses,974.1,881.4,930.9,874.5,809.3,765.7
Operating Income,262.7,207.5,260.0,432.1,369.8,399.2
Interest Expense,(60.1),(59.7),(58.2),(55.0),(57.4),(61.2)
Interest And Investment Income,2.8,3.4,6.5,8.4,4.2,3.0
Net Interest Expenses,(57.3),(56.3),(51.7),(46.6),(53.2),(58.2)
Currency Exchange Gains (Loss),2.8,(14.0),(18.7),(14.5),(5.9),(55.8)
Other Non Operating Income (Expenses),(0.5),(2.1),(2.1),(1.3),(0.3),(0.7)
"EBT, Excl. Unusual Items",220.6,147.7,198.7,380.2,322.1,296.6
"EBT, Incl. Unusual Items",212.9,263.0,156.4,322.4,186.8,156.6
Income Tax Expense,77.4,258.7,46.6,75.5,60.0,26.9
Earnings From Continuing Operations,135.5,4.3,109.9,246.9,126.8,129.7
Net Income to Company,135.5,4.3,109.9,246.9,126.8,129.7
Minority Interest,(3.1),(1.7),(5.4),(8.1),(10.5),(11.4)
Net Income,132.5,2.7,104.5,238.8,116.3,118.3
Preferred Dividend and Other Adjustments,(0.0),,,,,
NI to Common Incl Extra Items,132.5,2.7,104.5,238.8,116.3,118.3
NI to Common Excl. Extra Items,132.5,2.7,104.5,238.8,116.3,118.3
Revenue Per Share,$30.59,$28.01,$29.32,$30.07,$28.59,$28.33
Basic EPS,$1.02,$0.02,$0.80,$1.82,$0.89,$0.91
Basic EPS - Continuing Ops,$1.02,$0.02,$0.80,$1.82,$0.89,$0.91
Basic Weighted Average Shares Outst.,130.4,130.7,130.8,131.0,130.4,130.3
Diluted EPS,$1.01,$0.02,$0.80,$1.81,$0.89,$0.91
Diluted EPS - Continuing Ops,$1.01,$0.02,$0.80,$1.81,$0.89,$0.91
Diluted Weighted Average Shares Outst.,131.0,131.4,131.3,131.7,131.1,130.9
Normalized Basic EPS,$1.03,$0.69,$0.91,$1.75,$1.46,$1.33
Normalized Diluted EPS,$1.03,$0.69,$0.90,$1.74,$1.46,$1.33
Dividend Per Share,$0.76,$0.76,$0.76,$0.76,$0.80,$0.80
Payout Ratio,73.80%,"3,741.82%",95.13%,41.69%,89.54%,88.43%
EBITDA,379.5,326.0,372.5,538.0,470.5,501.5
EBITA,276.6,222.8,274.1,445.9,383.4,412.9
EBIT,262.7,207.5,260.0,432.1,369.8,399.2
EBITDAR,434.2,,,601.9,534.9,
Effective Tax Rate,36.3%,98.4%,29.8%,23.4%,32.1%,17.2%
Normalized Net Income,134.8,90.6,118.8,229.5,190.9,174.0
Interest on Long-Term Debt,60.1,,,0.4,0.6,
R&D Expense From Footnotes,42.8,38.6,39.6,42.0,36.1,36.1
Foreign Sales,2452.7,2199.9,2306.7,2307.1,2264.5,
