Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,3131.8,3195.4,3368.4,3599.4,3555.6,3549.0
Total Interest And Dividend Income,121.9,124.9,135.8,141.3,134.9,132.6
Gain (Loss) on Sale of Investments,(34.3),83.7,(133.5),222.8,85.7,378.7
Other Revenues,8.3,8.6,9.3,9.0,8.3,8.9
Total Revenues,3227.7,3412.7,3380.0,3972.5,3784.5,4069.3
Policy Benefits,2355.1,2444.9,2576.8,2706.0,2395.3,2370.0
Policy Acquisition / Underwriting Costs,522.9,518.0,531.3,559.9,589.8,599.7
Selling General & Admin Expenses,39.6,37.4,40.9,59.5,55.5,53.5
Other Operating Expenses,235.3,233.5,244.6,252.0,268.3,257.3
Total Operating Expenses,3153.0,3233.7,3393.6,3577.4,3309.0,3280.5
Operating Income,74.7,179.0,(13.6),395.1,475.5,788.8
"Interest Expense, Total",(4.0),(15.2),(17.0),(17.0),(17.0),(17.1)
"EBT, Excl. Unusual Items",70.7,163.8,(30.6),378.1,458.5,771.6
Gain (Loss) on Sale of Assets,,3.3,,,,
"EBT, Incl. Unusual Items",70.7,167.1,(30.6),378.1,458.5,771.6
Income Tax Expense,(2.3),22.2,(24.9),58.0,83.9,150.8
Earnings From Continuing Operations,73.0,144.9,(5.7),320.1,374.6,620.8
Net Income to Company,73.0,144.9,(5.7),320.1,374.6,620.8
Net Income,73.0,144.9,(5.7),320.1,374.6,620.8
NI to Common Incl Extra Items,73.0,144.9,(5.7),320.1,374.6,620.8
NI to Common Excl. Extra Items,73.0,144.9,(5.7),320.1,374.6,620.8
Revenue Per Share,$58.42,$61.69,$61.08,$71.77,$68.36,$73.51
Basic EPS,$1.32,$2.62,($0.10),$5.78,$6.77,$11.21
Basic EPS - Continuing Ops,$1.32,$2.62,($0.10),$5.78,$6.77,$11.21
Basic Weighted Average Shares Outst.,55.2,55.3,55.3,55.4,55.4,55.4
Diluted EPS,$1.32,$2.62,($0.10),$5.78,$6.77,$11.21
Diluted EPS - Continuing Ops,$1.32,$2.62,($0.10),$5.78,$6.77,$11.21
Diluted Weighted Average Shares Outst.,55.3,55.3,55.3,55.4,55.4,55.4
Normalized Basic EPS,$0.80,$1.85,($0.35),$4.27,$5.18,$8.71
Normalized Diluted EPS,$0.80,$1.85,($0.35),$4.27,$5.18,$8.71
Dividend Per Share,$2.48,$2.49,$2.50,$2.51,$2.52,$2.53
Payout Ratio,187.83%,95.17%,NM,43.45%,37.28%,22.52%
EBITDA,127.9,234.3,45.2,459.8,544.0,858.8
EBITA,80.8,184.4,(8.1),400.2,476.5,789.9
EBIT,74.7,179.0,(13.6),395.1,475.5,788.8
EBITDAR,143.1,249.1,60.1,477.2,561.5,
Effective Tax Rate,NM,13.3%,NM,15.3%,18.3%,19.5%
Normalized Net Income,44.2,102.4,(19.1),236.3,286.6,482.3
Interest on Long-Term Debt,,,,,0.0,
