Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,115.84%,(52.04%),29.06%,36.53%,0.00%
Total Revenues,115.84%,(52.04%),29.06%,36.53%,0.00%
Cost Of Revenues,(1.22%),(11.78%),5.46%,(54.12%),0.00%
Gross Profit,,,,607.79%,0.00%
Selling General & Admin Expenses,17.37%,12.98%,8.63%,(30.76%),0.00%
Total Operating Expenses,17.37%,12.98%,8.63%,(30.76%),0.00%
Operating Income,,,-43.44%,,0.00%
Interest Expense,(10.05%),-17.94%,-35.55%,(75.26%),0.00%
Interest And Investment Income,(84.22%),96.07%,0.65%,38.68%,0.00%
Net Interest Expenses,(260.25%),-31.19%,-47.54%,(98.51%),0.00%
"EBT, Excl. Unusual Items",,,-44.11%,,0.00%
"EBT, Incl. Unusual Items",,,-9.45%,,0.00%
Income Tax Expense,,,,,0.00%
Earnings From Continuing Operations,,,-10.07%,,0.00%
Net Income to Company,,,-10.07%,,0.00%
Net Income,,,-10.07%,,0.00%
NI to Common Incl Extra Items,,,-10.07%,,0.00%
NI to Common Excl. Extra Items,,,-10.07%,,0.00%
Revenue Per Share,101.82%,(54.42%),28.11%,44.46%,0.00%
Basic EPS,,,-10.62%,,0.00%
Basic EPS - Continuing Ops,,,-10.62%,,0.00%
Basic Weighted Average Shares Outst.,6.61%,5.26%,0.51%,(5.63%),0.00%
Diluted EPS,,,-10.62%,,0.00%
Diluted EPS - Continuing Ops,,,-10.62%,,0.00%
Diluted Weighted Average Shares Outst.,8.68%,3.26%,0.51%,(1.99%),0.00%
Normalized Basic EPS,,,-44.28%,,0.00%
Normalized Diluted EPS,,,-44.28%,,0.00%
EBITDA,,,-44.81%,,0.00%
EBITA,,,-43.44%,,0.00%
EBIT,,,-43.44%,,0.00%
EBITDAR,,,-46.86%,,
Effective Tax Rate,,,,,0.00%
Normalized Net Income,,,-44.11%,,0.00%
Interest on Long-Term Debt,10.05%,(17.94%),(35.55%),75.26%,
R&D Expense From Footnotes,(0.13%),(0.26%),(6.29%),(75.69%),0.00%
Foreign Sales,,4.15%,33.89%,(4.25%),
