Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5453.2,4881.5,4514.8,4504.6,4583.7,4863.8
Total Revenues,5453.2,4881.5,4514.8,4504.6,4583.7,4863.8
Cost Of Revenues,2906.5,3056.9,2716.1,2505.2,2334.4,2461.8
Gross Profit,2546.7,1824.6,1798.7,1999.4,2249.3,2401.9
Selling General & Admin Expenses,1995.2,2168.9,2043.2,1902.0,1844.7,1815.2
Total Operating Expenses,1995.2,2168.9,2043.2,1902.0,1844.7,1815.2
Operating Income,551.5,(344.3),(244.5),97.4,404.6,586.7
Interest Expense,(95.1),(105.2),(181.9),(201.0),(198.3),(279.8)
Interest And Investment Income,9.1,7.8,6.5,6.2,3.9,2.7
Net Interest Expenses,(86.0),(97.4),(175.4),(194.9),(194.4),(277.2)
Currency Exchange Gains (Loss),(1.3),(6.5),(3.3),(0.5),(0.7),(3.2)
Other Non Operating Income (Expenses),3.7,6.0,8.4,4.0,5.8,12.9
"EBT, Excl. Unusual Items",467.9,(442.3),(417.1),(94.8),226.8,332.6
"EBT, Incl. Unusual Items",402.0,(501.2),(417.1),(158.3),195.3,299.2
Income Tax Expense,89.1,553.3,116.2,55.2,68.6,77.1
Earnings From Continuing Operations,312.9,"(1,054.6)",(533.3),(213.5),126.6,222.2
Net Income to Company,312.9,"(1,054.6)",(533.3),(213.5),126.6,222.2
Net Income,312.9,"(1,054.6)",(533.3),(213.5),126.6,222.2
Preferred Dividend and Other Adjustments,1.4,,,,,
NI to Common Incl Extra Items,311.5,"(1,054.6)",(533.3),(213.5),126.6,222.2
NI to Common Excl. Extra Items,311.5,"(1,054.6)",(533.3),(213.5),126.6,222.2
Revenue Per Share,$15.97,$14.21,$13.09,$13.01,$13.19,$13.98
Basic EPS,$0.91,($3.07),($1.55),($0.62),$0.36,$0.64
Basic EPS - Continuing Ops,$0.91,($3.07),($1.55),($0.62),$0.36,$0.64
Basic Weighted Average Shares Outst.,341.5,343.6,345.0,346.1,347.5,348.0
Diluted EPS,$0.91,($3.07),($1.55),($0.62),$0.36,$0.64
Diluted EPS - Continuing Ops,$0.91,($3.07),($1.55),($0.62),$0.36,$0.64
Diluted Weighted Average Shares Outst.,344.2,343.6,345.0,346.1,349.1,349.7
Normalized Basic EPS,$0.86,($0.80),($0.76),($0.17),$0.41,$0.60
Normalized Diluted EPS,$0.85,($0.80),($0.76),($0.17),$0.41,$0.59
Dividend Per Share,$1.52,$0.91,,,,
Payout Ratio,165.71%,NM,,,,
EBITDA,813.8,(69.6),27.4,341.9,604.5,779.1
EBITA,578.0,(310.4),(205.4),137.5,443.5,625.2
EBIT,551.5,(344.3),(244.5),97.4,404.6,586.7
EBITDAR,923.9,67.8,157.5,489.7,744.0,
Effective Tax Rate,22.2%,NM,NM,NM,35.2%,25.8%
Normalized Net Income,292.5,(276.4),(260.7),(59.3),141.7,207.8
Interest on Long-Term Debt,,,,201.0,,
R&D Expense From Footnotes,215.3,225.2,205.4,197.2,189.5,188.8
Foreign Sales,2683.7,2694.1,2054.8,2114.6,2053.7,
