Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,750.6,900.9,954.5,1028.5,1043.8,1045.5
Other Revenue,133.0,7.2,7.8,8.6,8.1,7.8
Total Revenues,892.6,919.3,971.7,1048.8,1065.6,1066.8
Property Expenses,340.3,358.4,373.6,397.4,418.4,425.1
Selling General & Admin Exp.,47.4,50.6,50.7,53.2,52.8,53.8
Depreciation & Amortization,250.1,264.0,300.9,336.3,367.2,368.4
Other Operating Expenses,0.0,0.0,0.0,0.0,0.0,0.0
Total Operating Expenses,637.9,673.0,725.3,786.9,838.4,847.4
Operating Income,254.7,246.3,246.4,262.0,227.2,219.4
Total Interest Expense,(93.1),(86.8),(84.3),(80.7),(91.5),(95.5)
Net Interest Expenses,(93.1),(86.8),(84.3),(80.7),(91.5),(95.5)
"EBT, Excl. Unusual Items",161.6,159.6,162.1,181.3,135.7,124.0
Gain (Loss) on Sale of Assets,295.4,43.2,,49.9,0.4,0.0
Other Unusual Items,,(0.3),,(12.0),(5.5),(5.5)
"EBT, Incl. Unusual Items",457.0,202.1,162.1,225.4,130.6,118.4
Income Tax Expense,1.6,1.2,1.4,1.1,2.0,1.9
Earnings From Continuing Operations,455.4,200.9,160.7,224.3,128.6,116.6
Earnings Of Discontinued Operations,382.8,,,,,
Net Income to Company,838.2,200.9,160.7,224.3,128.6,116.6
Minority Interest,(18.4),(4.4),(4.6),(4.6),(4.7),(4.6)
Net Income,819.8,196.4,156.1,219.6,123.9,112.0
Pref. Dividends and Other Adj.,6.3,0.7,1.1,0.5,0.3,0.2
NI to Common Incl Extra Items,813.5,195.8,155.0,219.1,123.7,111.8
NI to Common Excl. Extra Items,430.7,195.8,155.0,219.1,123.7,111.8
Revenue Per Share,$9.96,$10.05,$10.21,$10.65,$10.72,$10.73
Basic EPS,$9.08,$2.14,$1.63,$2.23,$1.24,$1.12
Basic EPS - Continuing Ops,$4.81,$2.14,$1.63,$2.23,$1.24,$1.12
Basic Weighted Average Shares Outst.,89.6,91.5,95.2,98.5,99.4,99.4
Diluted EPS,$9.05,$2.13,$1.63,$2.22,$1.24,$1.12
Diluted EPS - Continuing Ops,$4.79,$2.13,$1.63,$2.22,$1.24,$1.12
Diluted Weighted Average Shares Outst.,89.9,92.5,95.4,99.4,99.4,99.5
Normalized Basic EPS,$0.92,$1.04,$1.02,$1.10,$0.81,$0.73
Normalized Diluted EPS,$0.92,$1.03,$1.01,$1.09,$0.81,$0.73
Dividend Per Share,$3.00,$3.00,$3.08,$3.20,$3.32,$3.32
Payout Ratio,34.54%,142.94%,190.87%,144.45%,269.03%,300.55%
FFO,425.5,424.1,,505.4,495.7,485.2
FFO Payout Ratio %,66.56%,66.21%,,62.77%,67.25%,69.36%
AFFO,366.4,359.3,,433.2,418.2,
Funds Available for Distribution,366.4,359.3,,433.2,418.2,
FFO Per Share (Basic),$4.75,,,$5.13,$4.99,$4.88
FFO Shares (Basic),89.6,,,98.5,99.4,99.4
FFO Per Share (Diluted),$4.63,,,$5.04,$4.90,$4.79
FFO Shares (Diluted),91.8,,,100.3,101.2,101.2
Adjusted FFO Per Share (Basic),$4.09,,,$4.40,$4.21,
Adjusted FFO Per Share (Diluted),$3.99,,,$4.32,$4.13,
EBITDA,504.9,510.3,547.1,598.0,594.3,587.8
EBITA,254.7,247.6,255.6,272.2,236.2,228.4
EBIT,254.7,246.3,246.4,262.0,227.2,219.4
EBITDAR,509.0,514.3,550.9,602.3,598.6,
Effective Tax Rate,0.4%,0.6%,0.9%,0.5%,1.5%,1.6%
Normalized Net Income,82.6,95.3,96.8,108.6,80.1,72.9
Interest Capitalized,18.2,15.2,13.6,14.1,17.4,
