Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.60%,29.47%,15.42%,0.68%,(0.12%)
Total Revenues,7.60%,29.47%,15.42%,0.68%,(0.12%)
Cost Of Revenues,7.94%,33.80%,17.58%,2.41%,1.85%
Gross Profit,6.91%,20.42%,10.38%,(3.60%),(5.02%)
Selling General & Admin Expenses,5.75%,17.06%,11.15%,(5.60%),(6.31%)
Total Operating Expenses,4.33%,20.16%,9.30%,(5.17%),(5.64%)
Operating Income,14.80%,21.14%,13.37%,0.58%,(3.45%)
Interest Expense,-14.62%,(102.90%),(28.21%),-44.71%,-45.41%
Net Interest Expenses,-14.62%,(102.90%),(28.21%),-44.71%,-45.41%
"EBT, Excl. Unusual Items",20.62%,9.69%,9.53%,14.32%,7.82%
"EBT, Incl. Unusual Items",25.22%,3.60%,15.96%,14.32%,11.57%
Income Tax Expense,(34.89%),17.86%,34.20%,13.55%,11.18%
Earnings From Continuing Operations,62.46%,0.06%,10.63%,14.59%,11.70%
Earnings Of Discontinued Operations,,(50.00%),-66.67%,,
Net Income to Company,62.24%,0.00%,10.78%,14.65%,11.76%
Net Income,62.24%,0.00%,10.78%,14.65%,11.76%
NI to Common Incl Extra Items,62.24%,0.00%,10.78%,14.65%,11.76%
NI to Common Excl. Extra Items,62.46%,0.06%,10.63%,14.59%,11.70%
Revenue Per Share,9.02%,29.96%,14.32%,0.87%,0.07%
Basic EPS,64.14%,0.51%,9.56%,14.83%,11.98%
Basic EPS - Continuing Ops,64.35%,0.37%,9.62%,14.83%,11.92%
Basic Weighted Average Shares Outst.,(1.30%),(0.38%),0.96%,(0.19%),(0.19%)
Diluted EPS,63.88%,0.34%,10.07%,14.63%,11.99%
Diluted EPS - Continuing Ops,64.09%,0.53%,9.76%,14.63%,11.93%
Diluted Weighted Average Shares Outst.,(1.02%),(0.19%),0.56%,(0.19%),(0.05%)
Normalized Basic EPS,22.21%,9.94%,8.64%,14.66%,8.02%
Normalized Diluted EPS,21.87%,9.69%,9.12%,14.59%,7.87%
EBITDA,9.82%,29.62%,8.88%,0.08%,(2.32%)
EBITA,9.66%,28.13%,8.77%,0.67%,(16.21%)
EBIT,14.80%,21.14%,13.37%,0.58%,(3.45%)
EBITDAR,9.21%,18.99%,19.35%,1.41%,
Effective Tax Rate,(48.00%),13.75%,15.75%,(0.66%),(0.35%)
Normalized Net Income,20.62%,9.69%,9.53%,14.32%,7.82%
Foreign Sales,13.66%,20.15%,10.57%,(1.26%),
