Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3425.2,3750.8,4479.5,4811.6,4245.2,4244.0
Total Revenues,3425.2,3750.8,4479.5,4811.6,4245.2,4244.0
Cost Of Revenues,2336.8,2691.6,3289.3,3432.8,3049.9,3067.6
Gross Profit,1088.4,1059.2,1190.2,1378.8,1195.3,1176.4
Selling General & Admin Expenses,474.3,517.1,623.5,661.5,632.0,631.1
R&D Expenses,45.4,51.2,55.0,60.8,54.5,52.7
Other Operating Expense/(Income),(0.3),0.1,(15.2),(4.5),(8.6),(8.2)
Total Operating Expenses,519.4,568.4,663.3,717.8,677.9,675.6
Operating Income,569.0,490.8,526.9,661.0,517.4,500.8
Interest Expense,(31.9),(34.0),(64.7),(66.1),(76.6),(76.9)
Interest And Investment Income,1.3,0.5,11.2,7.9,4.8,4.6
Net Interest Expenses,(30.6),(33.5),(53.5),(58.2),(71.8),(72.3)
Other Non Operating Income (Expenses),2.9,(1.5),(9.6),0.2,(3.8),(8.0)
"EBT, Excl. Unusual Items",541.3,455.8,463.8,603.0,441.8,420.5
"EBT, Incl. Unusual Items",379.2,429.0,445.9,595.3,401.3,392.0
Income Tax Expense,148.1,88.4,87.3,121.6,77.1,77.4
Earnings From Continuing Operations,231.1,340.6,358.6,473.7,324.2,314.6
Earnings Of Discontinued Operations,19.0,24.9,252.5,(0.9),(4.1),(4.1)
Net Income to Company,250.1,365.5,611.1,472.8,320.1,310.5
Net Income,250.1,365.5,611.1,472.8,320.1,310.5
Preferred Dividend and Other Adjustments,1.9,3.1,1.9,1.3,1.1,1.1
NI to Common Incl Extra Items,248.2,362.4,609.2,471.5,319.0,309.4
NI to Common Excl. Extra Items,229.2,337.5,356.7,472.4,323.1,313.5
Revenue Per Share,$53.33,$59.47,$74.16,$84.56,$77.89,$78.88
Basic EPS,$3.86,$5.75,$10.09,$8.29,$5.85,$5.75
Basic EPS - Continuing Ops,$3.57,$5.35,$5.91,$8.30,$5.93,$5.83
Basic Weighted Average Shares Outst.,64.2,63.1,60.4,56.9,54.5,53.8
Diluted EPS,$3.82,$5.71,$10.02,$8.19,$5.81,$5.71
Diluted EPS - Continuing Ops,$3.53,$5.32,$5.87,$8.21,$5.88,$5.78
Diluted Weighted Average Shares Outst.,64.9,63.6,60.8,57.5,55.0,54.3
Normalized Basic EPS,$5.27,$4.52,$4.80,$6.62,$5.07,$4.88
Normalized Diluted EPS,$5.21,$4.48,$4.77,$6.55,$5.02,$4.84
Dividend Per Share,$1.30,$1.44,$1.54,$1.80,$2.05,$2.08
Payout Ratio,33.79%,25.20%,15.30%,21.76%,35.11%,36.23%
EBITDA,706.4,656.2,715.2,866.2,738.4,720.5
EBITA,631.7,575.0,631.1,778.0,644.2,626.0
EBIT,569.0,490.8,526.9,661.0,517.4,500.8
EBITDAR,730.2,,,901.8,774.6,
Effective Tax Rate,39.1%,20.6%,19.6%,20.4%,19.2%,19.7%
Normalized Net Income,338.3,284.9,289.9,376.9,276.1,262.8
Interest Capitalized,0.9,2.4,2.2,1.2,1.3,
Interest on Long-Term Debt,32.8,36.4,66.9,67.3,77.9,
R&D Expense From Footnotes,45.4,51.3,55.1,60.9,54.8,53.0
Foreign Sales,821.2,890.4,1018.2,964.5,814.9,
