Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1638.0,1675.7,1807.6,1791.0,1594.8,1629.9
Total Revenues,1638.0,1675.7,1807.6,1791.0,1594.8,1629.9
Cost Of Revenues,1177.6,1208.5,1346.2,1350.4,1189.4,1219.5
Gross Profit,460.4,467.2,461.4,440.6,405.4,410.4
Selling General & Admin Expenses,179.4,180.7,178.6,187.5,176.5,181.1
R&D Expenses,23.8,23.7,22.7,20.3,19.9,19.8
Total Operating Expenses,203.2,204.4,201.3,207.8,196.4,200.9
Operating Income,257.2,262.8,260.1,232.8,209.0,209.5
Interest Expense,(56.5),(45.4),(48.6),(46.0),(40.7),(41.3)
Interest And Investment Income,2.1,2.0,2.7,2.8,2.5,2.5
Net Interest Expenses,(54.4),(43.4),(45.9),(43.2),(38.2),(38.8)
Currency Exchange Gains (Loss),,,0.7,(2.1),(0.2),(0.2)
Other Non Operating Income (Expenses),3.8,(6.2),(2.2),(6.1),(5.1),(5.2)
"EBT, Excl. Unusual Items",208.7,214.7,216.2,183.3,167.7,167.7
"EBT, Incl. Unusual Items",172.4,192.4,207.6,159.2,140.2,140.8
Income Tax Expense,35.3,(6.6),34.4,22.8,24.4,23.6
Earnings From Continuing Operations,137.1,199.0,173.2,136.4,115.8,117.2
Net Income to Company,137.1,199.0,173.2,136.4,115.8,117.2
Minority Interest,(3.7),(3.9),(4.2),(3.7),(3.4),(3.5)
Net Income,133.4,195.1,169.0,132.7,112.4,113.7
NI to Common Incl Extra Items,133.4,195.1,169.0,132.7,112.4,113.7
NI to Common Excl. Extra Items,133.4,195.1,169.0,132.7,112.4,113.7
Revenue Per Share,$46.93,$47.61,$51.21,$51.17,$46.63,$47.87
Basic EPS,$3.82,$5.54,$4.79,$3.79,$3.29,$3.34
Basic EPS - Continuing Ops,$3.82,$5.54,$4.79,$3.79,$3.29,$3.34
Basic Weighted Average Shares Outst.,34.9,35.2,35.3,35.0,34.2,34.1
Diluted EPS,$3.79,$5.48,$4.75,$3.78,$3.29,$3.34
Diluted EPS - Continuing Ops,$3.79,$5.48,$4.75,$3.78,$3.29,$3.34
Diluted Weighted Average Shares Outst.,35.2,35.6,35.6,35.1,34.2,34.1
Normalized Basic EPS,$3.63,$3.70,$3.71,$3.17,$2.97,$2.98
Normalized Diluted EPS,$3.60,$3.66,$3.68,$3.16,$2.97,$2.97
Dividend Per Share,$0.20,$0.20,$0.20,$0.20,$0.20,$0.20
Payout Ratio,5.25%,3.59%,4.20%,5.28%,6.05%,
EBITDA,349.1,353.8,354.4,331.2,302.9,304.0
EBITA,265.4,270.8,268.9,241.9,218.3,209.5
EBIT,257.2,262.8,260.1,232.8,209.0,209.5
EBITDAR,365.3,373.1,373.9,347.8,318.2,
Effective Tax Rate,20.5%,NM,16.6%,14.3%,17.4%,16.8%
Normalized Net Income,126.7,130.3,130.9,110.9,101.4,101.3
Interest Capitalized,0.1,0.2,0.5,0.6,0.6,
R&D Expense From Footnotes,23.8,23.7,22.7,20.3,19.9,19.8
Foreign Sales,701.8,736.4,846.0,828.6,772.3,
