Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9.84%,16.13%,3.26%,1.43%,(11.44%)
Total Revenues,9.84%,16.13%,3.26%,1.43%,(11.44%)
Cost Of Revenues,6.01%,12.89%,5.63%,(14.36%),(24.33%)
Gross Profit,18.35%,22.58%,(1.10%),32.34%,10.70%
Selling General & Admin Expenses,10.52%,12.83%,(5.42%),(2.94%),(8.53%)
Depreciation & Amortization,6.71%,(3.77%),36.13%,24.87%,10.23%
Total Operating Expenses,9.97%,10.51%,(0.37%),1.68%,(5.15%)
Operating Income,43.54%,50.38%,(2.34%),85.35%,29.66%
Interest Expense,(387.95%),(4.54%),(69.56%),(36.29%),(28.73%)
Interest And Investment Income,181.09%,124.61%,4.88%,(61.53%),(76.54%)
Net Interest Expenses,(451.99%),-14.39%,(96.32%),(57.91%),(47.35%)
Other Non Operating Income (Expenses),,551.43%,329.61%,642.11%,819.91%
"EBT, Excl. Unusual Items",28.68%,61.89%,(10.71%),101.12%,34.82%
"EBT, Incl. Unusual Items",20.38%,65.53%,(10.71%),80.73%,37.47%
Income Tax Expense,62.19%,(79.47%),173.17%,123.30%,51.31%
Earnings From Continuing Operations,(3.55%),205.11%,(22.62%),71.00%,33.86%
Net Income to Company,(3.55%),205.11%,(22.62%),71.00%,33.86%
Net Income,(3.55%),205.11%,(22.62%),71.00%,33.86%
NI to Common Incl Extra Items,(3.55%),205.11%,(22.62%),71.00%,33.86%
NI to Common Excl. Extra Items,(3.55%),205.11%,(22.62%),71.00%,33.86%
Revenue Per Share,8.94%,14.91%,2.41%,2.20%,(10.97%)
Basic EPS,(3.34%),198.70%,(22.97%),71.60%,34.56%
Basic EPS - Continuing Ops,(3.34%),198.70%,(22.97%),71.60%,34.56%
Basic Weighted Average Shares Outst.,0.78%,1.03%,0.80%,(0.76%),(0.52%)
Diluted EPS,(4.55%),166.67%,(24.11%),83.53%,45.22%
Diluted EPS - Continuing Ops,(4.55%),166.67%,(24.11%),83.53%,45.22%
Diluted Weighted Average Shares Outst.,1.20%,12.93%,1.82%,(6.66%),(8.29%)
Normalized Basic EPS,28.70%,59.18%,(11.68%),103.60%,35.53%
Normalized Diluted EPS,25.86%,44.34%,(11.87%),114.30%,47.02%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,4.50%,(66.88%),29.87%,(41.80%),(25.76%)
EBITDA,36.48%,34.45%,9.19%,68.40%,26.00%
EBITA,43.54%,50.38%,(2.34%),85.35%,29.66%
EBIT,43.54%,50.38%,(2.34%),85.35%,29.66%
EBITDAR,,,,62.55%,
Effective Tax Rate,34.75%,(87.60%),206.04%,23.54%,10.07%
Normalized Net Income,28.68%,61.89%,(10.71%),101.12%,34.82%
Interest on Long-Term Debt,387.95%,4.54%,69.56%,36.29%,
Foreign Sales,323.12%,16.13%,3.26%,1.43%,
