Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,473.8,549.3,652.5,729.6,677.2,659.0
Total Interest Income,499.1,576.2,688.0,769.3,700.6,677.2
Interest On Deposits,59.4,65.8,106.9,178.1,137.0,113.5
Total Interest On Borrowings,21.8,14.6,15.2,16.3,11.4,10.1
Total Interest Expense,81.2,80.4,122.1,194.4,148.5,123.5
Net Interest Income,417.9,495.7,565.9,574.9,552.1,553.6
Service Charges On Deposits,5.5,5.6,5.1,4.8,4.9,5.0
Gain (Loss) on Sale of Invest. & Securities,4.9,1.0,(2.8),5.9,0.5,4.7
Total Other Non Interest Income,23.0,24.0,29.0,34.0,37.3,37.3
Total Non Interest Income,33.4,30.7,31.4,44.8,42.8,47.0
Revenue Before Loan Losses,451.2,526.4,597.3,619.7,594.9,600.7
Provision For Loan Losses,(15.7),(2.5),(4.5),(7.0),57.5,18.9
Total Revenues,466.9,528.9,601.8,626.7,537.4,581.7
Salaries And Other Employee Benefits,92.4,103.7,116.5,122.0,117.6,119.4
Amort. of Goodwill & Intang. Assets,0.7,0.9,0.9,0.7,0.7,0.7
Total Selling General & Admin Expenses,65.8,74.8,83.2,84.4,80.2,81.2
Total Other Non Interest Expense,15.0,16.4,14.0,19.8,20.2,21.4
Total Non Interest Expense,224.7,232.1,262.3,277.3,282.8,288.3
"EBT, Excl. Unusual Items",242.2,296.8,339.5,349.4,254.7,293.4
Other Unusual Items,,5.6,0.3,,(0.7),(1.4)
"EBT, Incl. Unusual Items",242.2,298.3,337.7,349.4,254.0,292.0
Income Tax Expense,67.1,122.3,65.8,70.2,25.1,36.6
Earnings From Continuing Operations,175.1,176.0,271.9,279.1,228.9,255.4
Net Income to Company,175.1,176.0,271.9,279.1,228.9,255.4
Net Income,175.1,176.0,271.9,279.1,228.9,255.4
Net Income to Common Incl Extra Items,175.1,176.0,271.9,279.1,228.9,255.4
Net Income to Common Excl. Extra Items,175.1,176.0,271.9,279.1,228.9,255.4
Revenue Per Share,$5.90,$6.59,$7.42,$7.83,$6.75,$7.31
Basic EPS,$2.21,$2.19,$3.35,$3.49,$2.88,$3.21
Basic EPS - Continuing Ops,$2.21,$2.19,$3.35,$3.49,$2.88,$3.21
Basic Weighted Average Shares Outst.,79.2,80.3,81.1,80.0,79.6,79.6
Diluted EPS,$2.19,$2.17,$3.33,$3.48,$2.87,$3.20
Diluted EPS - Continuing Ops,$2.19,$2.17,$3.33,$3.48,$2.87,$3.20
Diluted Weighted Average Shares Outst.,79.9,81.0,81.6,80.2,79.8,79.8
Normalized Basic EPS,$1.91,$2.31,$2.61,$2.73,$2.00,$2.30
Normalized Diluted EPS,$1.89,$2.29,$2.60,$2.72,$2.00,$2.30
Dividend Per Share,$0.78,$0.90,$1.10,$1.24,$1.24,$1.24
Payout Ratio,33.85%,39.70%,30.69%,35.51%,43.12%,
Effective Tax Rate,27.7%,41.0%,19.5%,20.1%,9.9%,12.5%
Normalized Net Income,151.4,185.5,212.2,218.4,159.2,183.4
Interest on Long-Term Debt,5.8,6.1,8.7,7.8,5.8,
