Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,836.5,1179.0,1733.7,1532.7,1067.2,1204.1
Other Revenues,11.4,19.4,21.6,11.6,18.4,18.9
Total Revenues,847.9,1198.4,1755.3,1544.2,1085.7,1223.0
Cost Of Revenues,544.6,553.7,495.6,514.0,451.2,451.6
Gross Profit,303.4,644.7,1259.6,1030.2,634.5,771.5
Selling General & Admin Expenses,113.8,93.2,138.8,147.6,113.4,111.5
Depreciation & Amortization,419.9,412.0,493.4,508.5,501.8,501.6
Other Operating Expense/(Income),228.8,(94.6),97.6,(297.9),(87.5),(10.8)
Total Operating Expenses,773.1,596.6,741.9,849.4,604.5,615.4
Operating Income,(469.7),48.1,517.8,180.9,30.0,156.0
Interest Expense,(182.2),(161.4),(145.9),(151.4),(170.8),(158.2)
Interest And Investment Income,,,,2.0,2.0,2.0
Net Interest Expenses,(182.2),(161.4),(145.9),(149.4),(168.8),(156.2)
Other Non Operating Income (Expenses),0.2,(3.8),18.6,(0.9),(10.3),(9.5)
"EBT, Excl. Unusual Items",(598.6),(67.4),395.8,32.7,(149.8),(9.2)
"EBT, Incl. Unusual Items",(585.3),118.6,1098.7,59.7,(602.8),(9.6)
Income Tax Expense,(34.4),(176.5),215.6,27.7,(174.1),15.9
Earnings From Continuing Operations,(550.9),295.0,883.1,31.9,(428.7),(25.5)
Earnings Of Discontinued Operations,(297.2),85.7,,,,
Net Income to Company,(848.1),380.7,883.1,31.9,(428.7),(25.5)
Minority Interest,,,(86.6),(112.7),(55.0),(31.2)
Net Income,(848.1),380.7,796.5,(80.7),(483.8),(56.7)
NI to Common Incl Extra Items,(848.1),380.7,796.5,(80.7),(483.8),(56.7)
NI to Common Excl. Extra Items,(550.9),295.0,796.5,(80.7),(483.8),(56.7)
Revenue Per Share,$3.70,$5.24,$8.27,$8.10,$5.45,$5.89
Basic EPS,($3.70),$1.66,$3.75,($0.42),($2.43),($0.27)
Basic EPS - Continuing Ops,($2.40),$1.29,$3.75,($0.42),($2.43),($0.27)
Basic Weighted Average Shares Outst.,229.4,228.8,212.3,190.7,199.2,207.5
Diluted EPS,($3.70),$1.65,$3.71,($0.42),($2.43),($0.27)
Diluted EPS - Continuing Ops,($2.40),$1.28,$3.71,($0.42),($2.43),($0.27)
Diluted Weighted Average Shares Outst.,229.4,231.0,214.6,190.7,199.2,207.5
Normalized Basic EPS,($1.63),($0.18),$0.76,($0.48),($0.75),($0.18)
Normalized Diluted EPS,($1.63),($0.18),$0.75,($0.48),($0.75),($0.18)
Dividend Per Share,$0.01,,,,,
Payout Ratio,NM,,,,,
EBITDA,(49.8),598.0,1011.2,1136.2,593.6,657.6
EBITA,(469.7),48.1,524.7,196.9,47.6,173.6
EBIT,(469.7),48.1,517.8,180.9,30.0,156.0
EBITDAR,(29.0),614.8,1032.6,1232.9,681.2,
Effective Tax Rate,NM,NM,19.6%,46.5%,NM,NM
Normalized Net Income,(374.1),(42.1),160.8,(92.2),(148.7),(36.9)
Interest Capitalized,,,,5.5,1.3,
Interest on Long-Term Debt,182.2,161.4,145.9,156.9,172.1,
