Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19.77%,23.92%,3.06%,(9.60%),(8.90%)
Total Revenues,19.77%,23.92%,3.06%,(9.60%),(8.90%)
Cost Of Revenues,23.28%,40.38%,(5.61%),(9.85%),(7.58%)
Gross Profit,18.02%,15.34%,8.57%,(9.46%),(9.63%)
Selling General & Admin Expenses,19.90%,33.68%,(10.21%),(8.94%),(10.72%)
R&D Expenses,9.49%,22.99%,(3.03%),(3.18%),(15.62%)
Total Operating Expenses,19.45%,31.54%,(9.22%),(7.16%),(10.60%)
Operating Income,13.53%,(38.53%),135.13%,(15.78%),(6.79%)
Interest Expense,(35.72%),(84.71%),-16.58%,(32.66%),(14.00%)
Interest And Investment Income,962.50%,998.04%,284.96%,(13.75%),(22.40%)
Net Interest Expenses,(34.85%),(78.01%),-30.23%,(44.25%),(22.34%)
Currency Exchange Gains (Loss),,-39.29%,,,
Other Non Operating Income (Expenses),524.77%,193.33%,(87.67%),"1,694.56%",
"EBT, Excl. Unusual Items",9.16%,(60.80%),286.23%,(26.96%),(9.40%)
"EBT, Incl. Unusual Items",(87.41%),404.20%,4.71%,55.60%,219.66%
Income Tax Expense,,-93.63%,,,
Earnings From Continuing Operations,(13.17%),(6.09%),(17.43%),166.71%,538.90%
Net Income to Company,(13.17%),(6.09%),(17.43%),166.71%,538.90%
Net Income,(13.17%),(6.09%),(17.43%),166.71%,538.90%
NI to Common Incl Extra Items,(13.17%),(6.09%),(17.43%),166.71%,538.90%
NI to Common Excl. Extra Items,(13.17%),(6.09%),(17.43%),166.71%,538.90%
Revenue Per Share,15.83%,15.02%,(0.28%),(8.54%),(7.69%)
Basic EPS,(15.81%),(12.64%),(19.70%),168.09%,547.37%
Basic EPS - Continuing Ops,(15.81%),(12.64%),(19.70%),168.09%,547.37%
Basic Weighted Average Shares Outst.,3.38%,7.75%,3.36%,(1.15%),(1.31%)
Diluted EPS,(12.77%),(12.20%),(19.44%),170.69%,541.67%
Diluted EPS - Continuing Ops,(12.77%),(12.20%),(19.44%),170.69%,541.67%
Diluted Weighted Average Shares Outst.,(0.09%),6.17%,2.97%,(1.46%),(1.54%)
Normalized Basic EPS,5.31%,(63.61%),276.30%,(26.20%),(8.20%)
Normalized Diluted EPS,9.11%,(63.18%),272.57%,(25.78%),(7.98%)
EBITDA,16.31%,(17.73%),67.07%,(9.34%),(3.41%)
EBITA,16.36%,(23.88%),84.64%,(10.28%),(4.27%)
EBIT,13.53%,(38.53%),135.13%,(15.78%),(6.79%)
EBITDAR,,,,(8.85%),
Normalized Net Income,9.16%,(60.80%),286.23%,(26.96%),(9.40%)
Interest Capitalized,,,,122.58%,
R&D Expense From Footnotes,15.63%,29.54%,48.15%,(34.79%),(34.83%)
Foreign Sales,29.81%,45.10%,3.19%,(9.15%),
