Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,20.04%,24.97%,(14.67%),167.29%,310.99%
Total Revenues,20.04%,24.97%,(14.67%),169.05%,312.59%
Cost Of Revenues,9.73%,8.91%,(7.16%),244.91%,403.80%
Gross Profit,66.94%,73.01%,(28.80%),(17.19%),39.03%
Selling General & Admin Expenses,(5.60%),(3.79%),15.15%,66.67%,98.71%
Other Operating Expense/(Income),"(1,600.00%)",,17.39%,122.22%,47.40%
Total Operating Expenses,(28.00%),57.62%,15.57%,77.30%,86.32%
Operating Income,126.07%,76.06%,(36.68%),(47.82%),22.28%
Interest Expense,-34.61%,-6.15%,-15.13%,(135.64%),(179.70%)
Net Interest Expenses,-34.61%,-6.15%,-15.13%,(135.64%),(179.70%)
Other Non Operating Income (Expenses),"3,300.00%",(60.78%),0.00%,(25.00%),(16.67%)
"EBT, Excl. Unusual Items",,109.06%,(40.91%),,(34.00%)
"EBT, Incl. Unusual Items",(1.99%),422.18%,(44.60%),,
Income Tax Expense,"(1,968.85%)",(88.19%),,,(74.06%)
Earnings From Continuing Operations,194.13%,188.41%,(71.63%),,(90.64%)
Earnings Of Discontinued Operations,(96.74%),"3,420.00%",,,-100.00%
Net Income to Company,82.19%,210.66%,(74.02%),,(90.61%)
Minority Interest,,,,,"(1,700.00%)"
Net Income,110.80%,207.36%,(74.02%),,
NI to Common Incl Extra Items,110.80%,207.36%,(74.02%),,
NI to Common Excl. Extra Items,274.23%,185.32%,(71.63%),,
Revenue Per Share,(17.69%),21.36%,(8.48%),96.75%,169.70%
Basic EPS,44.59%,199.05%,(72.16%),,
Basic EPS - Continuing Ops,157.90%,177.91%,(69.57%),,
Basic Weighted Average Shares Outst.,45.93%,2.97%,(6.73%),36.82%,52.98%
Diluted EPS,44.66%,194.40%,(72.16%),,
Diluted EPS - Continuing Ops,155.10%,173.60%,(69.59%),,
Diluted Weighted Average Shares Outst.,46.37%,3.77%,(6.58%),33.45%,49.24%
Normalized Basic EPS,,97.33%,(36.45%),,(75.19%)
Normalized Diluted EPS,,96.00%,(36.96%),,(74.57%)
Dividend Per Share,,,360.00%,(73.91%),(100.00%)
EBITDA,65.94%,62.38%,(32.99%),2.88%,95.09%
EBITA,125.06%,74.81%,(36.02%),(46.85%),22.05%
EBIT,126.07%,76.06%,(36.68%),(47.82%),22.28%
EBITDAR,,,,11.51%,
Effective Tax Rate,,,,900.22%,
Normalized Net Income,,104.40%,(40.91%),,(62.05%)
Interest Capitalized,,,257.14%,112.00%,
Interest on Long-Term Debt,,,,111.11%,
Foreign Sales,,34.16%,0.00%,59.59%,
