Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,44.15%,18.56%,6.16%,(8.76%),(12.58%)
Total Interest Income,44.33%,19.39%,6.58%,(9.38%),(13.49%)
Interest On Deposits,75.61%,97.22%,52.82%,(38.71%),(54.27%)
Total Interest On Borrowings,138.46%,54.84%,17.71%,(33.63%),(41.04%)
Total Interest Expense,100.00%,77.61%,38.66%,(36.97%),(49.83%)
Net Interest Income,38.24%,10.17%,(1.61%),0.55%,(0.62%)
Trust Income,9.52%,13.04%,7.69%,10.71%,10.76%
Total Mortgage Banking Activities,66.67%,17.50%,40.43%,69.09%,89.11%
Gain (Loss) on Sale of Invest. & Securities,,(99.43%),,,"8,019.51%"
Total Other Non Interest Income,23.35%,9.77%,4.98%,(4.03%),(9.31%)
Total Non Interest Income,28.58%,10.12%,5.15%,10.12%,6.80%
Revenue Before Loan Losses,35.89%,10.15%,(0.06%),2.86%,1.24%
Provision For Loan Losses,8.93%,0.00%,(27.87%),179.55%,3.94%
Total Revenues,37.90%,10.75%,1.42%,(3.82%),1.05%
Salaries And Other Employee Benefits,36.91%,12.85%,0.69%,6.34%,5.48%
Amort. of Goodwill & Intang. Assets,63.64%,(11.11%),(12.50%),(7.14%),(2.22%)
Occupancy Expense,35.00%,11.11%,(1.67%),20.34%,1.10%
Total Selling General & Admin Expenses,26.97%,15.93%,5.34%,9.42%,3.47%
Total Other Non Interest Expense,9.55%,9.20%,0.83%,(1.76%),(18.97%)
Total Non Interest Expense,32.37%,11.38%,(0.39%),6.11%,0.27%
"EBT, Excl. Unusual Items",47.20%,9.81%,4.19%,(18.37%),2.40%
Restructuring Charges,,,,(180.00%),-33.65%
Asset Writedown,,,-33.33%,(480.00%),
Other Unusual Items,,,,,"(1,709.94%)"
"EBT, Incl. Unusual Items",44.72%,26.97%,4.20%,(27.18%),(3.26%)
Income Tax Expense,109.33%,(49.68%),6.33%,(32.14%),(7.25%)
Earnings From Continuing Operations,16.37%,87.44%,3.75%,(26.10%),(2.41%)
Net Income to Company,16.37%,87.44%,3.75%,(26.10%),(2.41%)
Net Income,16.37%,87.44%,3.75%,(26.10%),(2.41%)
Preferred Dividend and Other Adjustments,0.00%,0.00%,0.51%,0.00%,0.00%
Net Income to Common Incl Extra Items,17.18%,91.10%,3.82%,(26.65%),(2.46%)
Net Income to Common Excl. Extra Items,17.18%,91.10%,3.82%,(26.65%),(2.46%)
Revenue Per Share,(5.98%),3.28%,1.26%,(3.23%),1.40%
Basic EPS,(19.99%),78.70%,3.21%,(26.53%),(2.13%)
Basic EPS - Continuing Ops,(19.99%),78.70%,3.21%,(26.53%),(2.13%)
Basic Weighted Average Shares Outst.,46.52%,7.28%,0.23%,(0.48%),(0.34%)
Diluted EPS,(19.23%),77.78%,3.57%,(26.72%),(3.01%)
Diluted EPS - Continuing Ops,(19.23%),77.78%,3.57%,(26.72%),(3.01%)
Diluted Weighted Average Shares Outst.,46.25%,7.16%,0.13%,(0.18%),(0.21%)
Normalized Basic EPS,0.49%,2.85%,4.46%,(18.08%),2.75%
Normalized Diluted EPS,1.13%,2.41%,4.10%,(18.61%),2.61%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,17.95%,(41.70%),(3.63%),35.30%,
Effective Tax Rate,44.64%,(60.37%),2.03%,(6.80%),(4.12%)
Normalized Net Income,47.20%,9.81%,4.19%,(18.37%),2.40%
Interest on Long-Term Debt,30.74%,14.75%,57.59%,11.10%,
