Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(30.19%),38.91%,55.95%,(37.82%),(37.46%)
Other Revenues,,,,,0.00%
Total Revenues,(29.84%),38.22%,55.95%,(37.82%),(59.73%)
Cost Of Revenues,(43.13%),40.20%,20.53%,(4.47%),(23.18%)
Gross Profit,(23.48%),37.51%,68.80%,(46.46%),(70.52%)
Selling General & Admin Expenses,(28.41%),(1.06%),135.16%,(19.49%),(19.78%)
Depreciation & Amortization,(28.67%),3.16%,47.99%,(13.99%),(28.18%)
Other Operating Expense/(Income),(67.80%),2.60%,81.40%,,-80.60%
Total Operating Expenses,(26.49%),0.35%,60.15%,(25.92%),(12.38%)
Operating Income,-41.02%,,116.39%,,
Interest Expense,(20.31%),(1.18%),(3.78%),-9.48%,(18.78%)
Interest And Investment Income,51.66%,,,,
Net Interest Expenses,(19.68%),(3.74%),(3.78%),-9.48%,(21.71%)
Currency Exchange Gains (Loss),,,,-85.00%,-85.00%
Other Non Operating Income (Expenses),,,(98.41%),-0.71%,(33.08%)
"EBT, Excl. Unusual Items",(12.45%),,639.79%,,
"EBT, Incl. Unusual Items",-42.63%,,373.23%,,(207.52%)
Income Tax Expense,,,,,(231.20%)
Earnings From Continuing Operations,(101.87%),,11.63%,,(201.37%)
Earnings Of Discontinued Operations,,3.78%,325.20%,,
Net Income to Company,(12.98%),,198.77%,,
Minority Interest,,,"(1,134.15%)",,(97.89%)
Net Income,(12.98%),,179.68%,,
NI to Common Incl Extra Items,(12.98%),,179.68%,,
NI to Common Excl. Extra Items,(101.87%),,(46.97%),,(221.82%)
Revenue Per Share,(29.98%),37.78%,64.54%,(33.58%),(58.33%)
Basic EPS,(12.95%),,194.57%,,
Basic EPS - Continuing Ops,(101.60%),,(44.11%),,(232.96%)
Basic Weighted Average Shares Outst.,0.20%,0.26%,(5.19%),(6.39%),(3.35%)
Diluted EPS,(13.24%),,197.07%,,
Diluted EPS - Continuing Ops,(101.89%),,(43.50%),,(232.96%)
Diluted Weighted Average Shares Outst.,0.20%,0.98%,(5.39%),(6.86%),(3.67%)
Normalized Basic EPS,(12.61%),,317.70%,,
Normalized Diluted EPS,(12.61%),,315.62%,,
Dividend Per Share,(16.67%),0.00%,0.00%,(37.50%),(50.00%)
Payout Ratio,,,(66.18%),,
EBITDA,(22.45%),53.43%,58.91%,(42.35%),(82.55%)
EBITA,-39.95%,,108.52%,,
EBIT,-41.02%,,116.39%,,
EBITDAR,,,,(36.04%),
Effective Tax Rate,,,,162.64%,7.70%
Normalized Net Income,(12.45%),,268.16%,,
Interest Capitalized,,,800.00%,344.44%,
Interest on Long-Term Debt,20.31%,1.18%,3.78%,(9.48%),
Foreign Sales,(56.59%),(2.17%),(3.71%),(24.27%),
