Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,23487.9,26554.6,29676.8,28916.8,28673.4,30677.9
Total Revenues,23487.9,26554.6,29676.8,28916.8,28673.4,30677.9
Cost Of Revenues,20343.6,23197.6,25975.9,25596.1,25482.2,27285.0
Gross Profit,3144.3,3357.0,3700.9,3320.7,3191.1,3392.8
Selling General & Admin Expenses,2067.4,2185.9,2309.9,2216.5,2089.9,2130.8
Depreciation & Amortization,159.2,153.6,186.4,189.8,189.1,192.3
Other Operating Expense/(Income),14.2,13.9,7.7,57.9,0.5,0.5
Total Operating Expenses,2240.8,2353.4,2504.0,2464.2,2279.5,2323.6
Operating Income,903.5,1003.5,1196.9,856.5,911.6,1069.3
Interest Expense,(159.9),(188.1),(261.8),(264.3),(160.9),(160.9)
Interest And Investment Income,18.1,31.2,47.9,54.8,22.6,22.6
Net Interest Expenses,(141.8),(157.0),(213.9),(209.5),(138.3),(138.3)
Currency Exchange Gains (Loss),,,,8.1,8.8,8.8
Other Non Operating Income (Expenses),(9.5),(8.3),(0.9),(2.3),(7.7),1.9
"EBT, Excl. Unusual Items",759.8,841.7,979.8,650.0,773.9,941.5
"EBT, Incl. Unusual Items",715.5,693.9,909.4,(111.8),759.3,949.9
Income Tax Expense,190.7,286.5,187.8,88.3,172.8,205.9
Earnings From Continuing Operations,524.8,407.4,721.6,(200.2),586.5,743.9
Net Income to Company,524.8,407.4,721.6,(200.2),586.5,743.9
Minority Interest,(2.0),(5.2),(5.4),(3.9),(2.0),(2.7)
Net Income,522.8,402.2,716.2,(204.1),584.4,741.3
NI to Common Incl Extra Items,522.8,402.2,716.2,(204.1),584.4,741.3
NI to Common Excl. Extra Items,522.8,402.2,716.2,(204.1),584.4,741.3
Revenue Per Share,$258.22,$299.44,$339.26,$346.03,$367.64,$400.44
Basic EPS,$5.75,$4.54,$8.19,($2.44),$7.49,$9.68
Basic EPS - Continuing Ops,$5.75,$4.54,$8.19,($2.44),$7.49,$9.68
Basic Weighted Average Shares Outst.,91.0,88.7,87.5,83.6,78.0,76.6
Diluted EPS,$5.68,$4.48,$8.10,($2.44),$7.43,$9.58
Diluted EPS - Continuing Ops,$5.68,$4.48,$8.10,($2.44),$7.43,$9.58
Diluted Weighted Average Shares Outst.,92.0,89.8,88.4,83.6,78.6,77.3
Normalized Basic EPS,$5.20,$5.87,$6.94,$4.81,$6.18,$7.65
Normalized Diluted EPS,$5.14,$5.80,$6.86,$4.81,$6.13,$7.58
EBITDA,1062.7,1157.1,1383.3,1046.3,1100.7,1261.6
EBITA,958.4,1053.6,1246.2,904.6,950.0,1107.7
EBIT,903.5,1003.5,1196.9,856.5,911.6,1069.3
EBITDAR,1141.2,1240.8,1472.3,1148.0,1189.7,
Effective Tax Rate,26.7%,41.3%,20.7%,NM,22.8%,21.7%
Normalized Net Income,472.9,520.9,607.0,402.3,481.7,585.7
Foreign Sales,13350.8,15515.6,17519.5,17405.2,18510.4,
