Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,109.0,141.1,251.5,120.3,186.4,208.4
Total Revenues,109.0,141.1,251.5,120.3,186.4,208.4
Cost Of Revenues,26.8,32.3,34.2,67.3,89.8,99.3
Gross Profit,82.2,108.8,217.3,53.0,96.6,109.1
Selling General & Admin Expenses,27.7,28.7,37.7,41.9,43.7,47.1
Total Operating Expenses,38.3,40.8,53.5,58.7,67.2,78.8
Operating Income,43.9,68.1,163.7,(5.7),29.4,30.4
Interest Expense,(12.8),(13.5),(48.3),(35.7),(27.4),(29.1)
Interest And Investment Income,0.7,2.1,14.0,28.4,8.1,8.1
Net Interest Expenses,(12.2),(11.4),(34.3),(7.3),(19.3),(21.1)
Other Non Operating Income (Expenses),0.3,5.2,(6.5),0.9,2.9,(3.9)
"EBT, Excl. Unusual Items",8.8,59.8,123.0,(12.1),13.0,5.4
"EBT, Incl. Unusual Items",8.0,57.2,173.3,796.6,(10.5),25.6
Income Tax Expense,10.3,44.7,30.0,167.3,(7.6),(13.6)
Earnings From Continuing Operations,(2.4),12.6,143.3,629.3,(3.0),39.3
Earnings Of Discontinued Operations,0.7,,,,,
Net Income to Company,(1.6),12.6,143.3,629.3,(3.0),39.3
Net Income,(1.6),12.6,143.3,629.3,(3.0),39.3
NI to Common Incl Extra Items,(1.6),12.6,143.3,629.3,(3.0),39.3
NI to Common Excl. Extra Items,(2.4),12.6,143.3,629.3,(3.0),39.3
Revenue Per Share,$5.23,$6.71,$11.88,$6.33,$11.52,$12.90
Basic EPS,($0.08),$0.60,$6.77,$33.13,($0.18),$2.43
Basic EPS - Continuing Ops,($0.11),$0.60,$6.77,$33.13,($0.18),$2.43
Basic Weighted Average Shares Outst.,20.8,21.0,21.2,19.0,16.2,16.2
Diluted EPS,($0.08),$0.53,$5.96,$31.85,($0.18),$2.40
Diluted EPS - Continuing Ops,($0.11),$0.53,$5.96,$31.85,($0.18),$2.40
Diluted Weighted Average Shares Outst.,20.8,23.5,24.1,19.8,16.2,16.4
Normalized Basic EPS,$0.27,$1.78,$3.63,($0.40),$0.50,$0.21
Normalized Diluted EPS,$0.27,$1.59,$3.19,($0.38),$0.50,$0.20
EBITDA,55.2,79.8,178.4,38.0,57.4,58.9
EBITA,54.5,81.0,181.5,36.5,55.1,30.4
EBIT,43.9,68.1,163.7,(5.7),29.4,30.4
EBITDAR,55.5,,,40.1,59.5,
Effective Tax Rate,129.7%,78.1%,17.3%,21.0%,NM,NM
Normalized Net Income,5.5,37.4,76.8,(7.6),8.1,3.3
Interest on Long-Term Debt,12.8,13.5,48.3,35.7,27.4,
R&D Expense From Footnotes,21.2,26.9,27.9,55.9,59.4,65.4
