Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,338.7,407.7,463.1,485.1,512.3,520.8
Other Revenue,61.7,74.1,81.3,87.6,94.5,96.3
Total Revenues,400.4,481.8,544.4,572.7,606.8,617.1
Property Expenses,144.2,172.0,199.4,212.8,230.4,234.2
Selling General & Admin Exp.,52.9,55.7,61.1,66.2,67.8,67.7
Depreciation & Amortization,108.7,129.3,141.6,152.9,168.9,172.6
Total Operating Expenses,305.7,357.0,402.1,431.9,467.1,474.5
Operating Income,94.6,124.8,142.3,140.8,139.8,142.6
Total Interest Expense,(12.6),(24.1),(35.5),(41.7),(45.1),(46.0)
Net Interest Expenses,(12.6),(24.1),(35.5),(41.7),(45.1),(46.0)
"EBT, Excl. Unusual Items",82.0,100.7,106.8,99.1,94.7,96.6
"EBT, Incl. Unusual Items",82.0,100.7,106.8,99.1,94.7,96.6
Income Tax Expense,0.1,0.2,(0.0),0.1,0.1,0.0
Earnings From Continuing Operations,81.9,100.5,106.8,99.0,94.6,96.5
Net Income to Company,81.9,100.5,106.8,99.0,94.6,96.5
Minority Interest,(23.2),(25.6),(28.8),(23.2),(15.3),(13.2)
Net Income,58.7,74.9,77.9,75.8,79.3,83.3
Pref. Dividends and Other Adj.,8.3,12.3,,,,
NI to Common Incl Extra Items,50.4,62.6,77.9,75.8,79.3,83.3
NI to Common Excl. Extra Items,50.4,62.6,77.9,75.8,79.3,83.3
Revenue Per Share,$12.40,$14.26,$15.57,$15.58,$15.00,$14.79
Basic EPS,$1.56,$1.85,$2.23,$2.06,$1.96,$2.00
Basic EPS - Continuing Ops,$1.56,$1.85,$2.23,$2.06,$1.96,$2.00
Basic Weighted Average Shares Outst.,32.3,33.8,35.0,36.8,40.5,41.7
Diluted EPS,$1.54,$1.84,$2.22,$2.05,$1.95,$1.98
Diluted EPS - Continuing Ops,$1.54,$1.84,$2.22,$2.05,$1.95,$1.98
Diluted Weighted Average Shares Outst.,32.7,34.1,35.1,36.9,40.6,41.9
Normalized Basic EPS,$0.87,$1.10,$1.08,$1.05,$1.08,$1.13
Normalized Diluted EPS,$0.86,$1.09,$1.08,$1.05,$1.08,$1.13
Dividend Per Share,$2.39,$3.58,$4.14,$4.76,$4.89,$4.90
Payout Ratio,185.33%,230.42%,247.73%,295.23%,297.95%,284.94%
FFO,176.7,212.1,243.2,246.1,256.8,262.2
FFO Payout Ratio %,,,79.37%,90.99%,92.00%,90.54%
AFFO,176.7,212.1,243.2,246.1,256.8,
Funds Available for Distribution,176.7,212.1,243.2,246.1,256.8,
FFO Per Share (Diluted),$3.71,$4.43,$5.06,$5.10,$5.31,$5.41
FFO Shares (Diluted),47.6,47.9,48.0,48.2,48.4,48.5
Adjusted FFO Per Share (Diluted),,$4.43,$5.06,$5.10,$5.31,
EBITDA,202.7,253.5,283.3,293.5,308.5,315.0
EBITA,94.1,124.2,141.7,140.6,139.6,142.6
EBIT,94.6,124.8,142.3,140.8,139.8,142.6
EBITDAR,225.4,257.2,311.0,326.1,345.1,
Effective Tax Rate,0.1%,0.2%,NM,0.1%,0.1%,0.0%
Normalized Net Income,28.1,37.3,37.9,38.7,43.9,47.2
Interest Capitalized,4.1,3.3,5.6,13.6,12.8,
