Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1143.4,1102.9,1135.7,1326.9,1448.3,1430.3
Total Revenues,1143.4,1102.9,1135.7,1326.9,1448.3,1430.3
Cost Of Revenues,296.5,289.2,354.8,442.1,503.4,531.7
Gross Profit,846.9,813.7,780.9,884.7,944.9,898.6
Selling General & Admin Expenses,499.5,456.9,436.8,516.7,497.5,445.3
Other Operating Expense/(Income),11.7,15.3,13.9,20.1,29.2,30.4
Total Operating Expenses,511.2,472.2,450.6,536.8,526.7,475.7
Operating Income,335.7,341.5,330.3,347.9,418.2,422.9
Interest Expense,(4.2),(4.8),(5.9),(5.0),(2.7),(2.2)
Interest And Investment Income,7.3,7.2,6.0,4.5,4.1,3.4
Net Interest Expenses,3.1,2.5,0.1,(0.6),1.4,1.1
Other Non Operating Income (Expenses),0.1,(0.0),(0.8),13.0,0.9,0.4
"EBT, Excl. Unusual Items",338.8,343.9,329.5,360.3,420.5,424.4
"EBT, Incl. Unusual Items",340.9,352.0,296.2,365.3,446.1,459.7
Income Tax Expense,119.4,57.1,73.9,88.1,110.0,112.6
Earnings From Continuing Operations,221.5,294.9,222.3,277.1,336.0,347.1
Net Income to Company,221.5,294.9,222.3,277.1,336.0,347.1
Minority Interest,(12.6),(3.6),(2.0),(4.8),(9.7),(10.4)
Net Income,208.9,291.3,220.3,272.3,326.4,336.7
Preferred Dividend and Other Adjustments,7.6,11.4,8.6,10.2,12.8,13.4
NI to Common Incl Extra Items,201.3,279.9,211.7,262.1,313.6,323.3
NI to Common Excl. Extra Items,201.3,279.9,211.7,262.1,313.6,323.3
Revenue Per Share,$11.54,$11.32,$11.71,$13.64,$15.02,$14.92
Basic EPS,$2.03,$2.87,$2.18,$2.69,$3.25,$3.37
Basic EPS - Continuing Ops,$2.03,$2.87,$2.18,$2.69,$3.25,$3.37
Basic Weighted Average Shares Outst.,99.1,97.4,96.9,97.3,96.4,95.9
Diluted EPS,$2.03,$2.87,$2.18,$2.69,$3.23,$3.34
Diluted EPS - Continuing Ops,$2.03,$2.87,$2.18,$2.69,$3.23,$3.34
Diluted Weighted Average Shares Outst.,99.1,97.4,96.9,97.3,96.4,95.9
Normalized Basic EPS,$2.01,$2.17,$2.10,$2.27,$2.63,$2.66
Normalized Diluted EPS,$2.01,$2.17,$2.10,$2.27,$2.63,$2.66
Dividend Per Share,$1.00,$1.00,$1.06,$1.08,$1.08,$1.08
Payout Ratio,49.43%,34.84%,48.54%,40.08%,33.23%,32.06%
EBITDA,345.3,352.1,347.4,373.8,446.7,451.8
EBITA,336.7,342.1,336.5,355.4,432.0,436.7
EBIT,335.7,341.5,330.3,347.9,418.2,422.9
EBITDAR,358.2,365.9,362.1,391.5,459.7,
Effective Tax Rate,35.0%,16.2%,24.9%,24.1%,24.7%,24.5%
Normalized Net Income,199.2,211.4,204.0,220.4,253.1,254.8
Foreign Sales,27.2,33.4,129.7,227.9,280.3,
