Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,268.2,343.8,420.1,530.9,681.0,728.9
Total Revenues,268.2,343.8,420.1,530.9,681.0,728.9
Cost Of Revenues,97.7,136.7,161.5,223.6,264.7,277.8
Gross Profit,170.5,207.1,258.6,307.3,416.3,451.1
Selling General & Admin Expenses,108.1,138.7,154.9,211.0,287.0,350.6
R&D Expenses,30.6,54.4,76.9,100.7,123.2,143.8
Total Operating Expenses,138.7,193.1,231.7,311.7,410.2,494.4
Operating Income,31.9,14.0,26.8,(4.4),6.2,(43.3)
Interest Expense,,,,(0.0),(0.1),(0.1)
Interest And Investment Income,0.7,2.7,3.3,8.7,5.1,4.7
Net Interest Expenses,0.7,2.7,3.3,8.7,5.0,4.7
Currency Exchange Gains (Loss),(1.1),,,(0.3),(0.2),(0.2)
Other Non Operating Income (Expenses),0.0,,,0.1,0.9,0.9
"EBT, Excl. Unusual Items",31.5,16.8,30.1,4.1,11.9,(37.9)
"EBT, Incl. Unusual Items",31.5,15.8,28.1,2.1,(6.3),(56.1)
Income Tax Expense,14.2,10.6,(1.1),1.2,(4.6),(2.4)
Earnings From Continuing Operations,17.3,5.2,29.2,0.9,(1.7),(53.7)
Net Income to Company,17.3,5.2,29.2,0.9,(1.7),(53.7)
Net Income,17.3,5.2,29.2,0.9,(1.7),(53.7)
NI to Common Incl Extra Items,17.3,5.2,29.2,0.9,(1.7),(53.7)
NI to Common Excl. Extra Items,17.3,5.2,29.2,0.9,(1.7),(53.7)
Revenue Per Share,$5.09,$6.52,$7.45,$8.97,$11.02,$11.59
Basic EPS,$0.33,$0.10,$0.52,$0.01,($0.03),($0.85)
Basic EPS - Continuing Ops,$0.33,$0.10,$0.52,$0.01,($0.03),($0.85)
Basic Weighted Average Shares Outst.,52.7,52.7,56.4,59.2,61.8,62.9
Diluted EPS,$0.32,$0.10,$0.50,$0.01,($0.03),($0.86)
Diluted EPS - Continuing Ops,$0.32,$0.10,$0.50,$0.01,($0.03),($0.86)
Diluted Weighted Average Shares Outst.,53.5,53.9,57.9,60.0,61.8,62.9
Normalized Basic EPS,$0.37,$0.20,$0.33,$0.04,$0.12,($0.38)
Normalized Diluted EPS,$0.37,$0.19,$0.32,$0.04,$0.12,($0.38)
EBITDA,35.5,22.1,37.5,7.0,18.6,(29.4)
EBITA,32.8,18.7,32.5,(0.9),9.5,(40.0)
EBIT,31.9,14.0,26.8,(4.4),6.2,(43.3)
EBITDAR,37.3,,,11.3,25.3,
Effective Tax Rate,45.1%,67.0%,NM,57.4%,NM,NM
Normalized Net Income,19.7,10.5,18.8,2.5,7.4,(23.7)
R&D Expense From Footnotes,30.6,55.4,76.9,100.7,123.2,143.8
Foreign Sales,,61.0,84.8,84.8,145.9,
