Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5677.0,6384.0,7057.0,7160.0,7055.0,7369.0
Total Revenues,5677.0,6384.0,7057.0,7160.0,7055.0,7369.0
Cost Of Revenues,4265.0,4790.0,5406.0,5536.0,5419.0,5597.0
Gross Profit,1412.0,1594.0,1651.0,1624.0,1636.0,1772.0
Selling General & Admin Expenses,576.0,674.0,680.0,732.0,650.0,645.0
R&D Expenses,82.0,85.0,89.0,87.0,82.0,81.0
Other Operating Expense/(Income),6.0,55.0,29.0,37.0,32.0,5.0
Total Operating Expenses,664.0,814.0,798.0,856.0,764.0,731.0
Operating Income,748.0,780.0,853.0,768.0,872.0,1041.0
Interest Expense,(108.0),(107.0),(129.0),(144.0),(140.0),(144.0)
Net Interest Expenses,(108.0),(107.0),(129.0),(144.0),(140.0),(144.0)
Currency Exchange Gains (Loss),(2.0),(4.0),19.0,25.0,14.0,20.0
Other Non Operating Income (Expenses),,,1.0,1.0,,(1.0)
"EBT, Excl. Unusual Items",635.0,669.0,743.0,651.0,746.0,916.0
"EBT, Incl. Unusual Items",587.0,559.0,703.0,591.0,(256.0),905.0
Income Tax Expense,188.0,269.0,156.0,186.0,129.0,164.0
Earnings From Continuing Operations,399.0,290.0,547.0,405.0,(385.0),741.0
Net Income to Company,399.0,290.0,547.0,405.0,(385.0),741.0
Minority Interest,(6.0),(1.0),(2.0),,2.0,3.0
Net Income,393.0,289.0,545.0,405.0,(383.0),744.0
NI to Common Incl Extra Items,393.0,289.0,545.0,405.0,(383.0),744.0
NI to Common Excl. Extra Items,393.0,289.0,545.0,405.0,(383.0),744.0
Revenue Per Share,$49.62,$57.26,$63.92,$65.57,$64.96,$68.39
Basic EPS,$3.44,$2.59,$4.94,$3.71,($3.53),$6.90
Basic EPS - Continuing Ops,$3.44,$2.59,$4.94,$3.71,($3.53),$6.90
Basic Weighted Average Shares Outst.,114.4,111.5,110.4,109.2,108.6,107.8
Diluted EPS,$3.41,$2.55,$4.89,$3.68,($3.53),$6.89
Diluted EPS - Continuing Ops,$3.41,$2.55,$4.89,$3.68,($3.53),$6.89
Diluted Weighted Average Shares Outst.,115.4,113.2,111.4,110.1,108.6,107.9
Normalized Basic EPS,$3.42,$3.74,$4.19,$3.73,$4.31,$5.34
Normalized Diluted EPS,$3.39,$3.68,$4.15,$3.70,$4.31,$5.33
Dividend Per Share,$0.74,$0.81,$0.85,$0.90,$0.98,$1.00
Payout Ratio,20.61%,30.80%,16.88%,23.46%,NM,17.88%
EBITDA,1072.0,1134.0,1276.0,1216.0,1345.0,1517.0
EBITA,773.0,811.0,902.0,817.0,920.0,1089.0
EBIT,748.0,780.0,853.0,768.0,872.0,1041.0
EBITDAR,1151.0,1221.0,1382.0,1313.0,1432.0,
Effective Tax Rate,32.0%,48.1%,22.2%,31.5%,NM,18.1%
Normalized Net Income,390.9,417.1,462.4,406.9,468.3,575.5
Interest on Long-Term Debt,,,,2.0,3.0,
R&D Expense From Footnotes,82.0,85.0,89.0,87.0,82.0,81.0
Foreign Sales,1714.0,1889.0,2410.0,2384.0,2314.0,
