Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1056.2,1221.5,1718.5,1503.9,1445.7,1563.4
Total Revenues,1056.2,1221.5,1718.5,1503.9,1445.7,1563.4
Cost Of Revenues,633.6,715.0,1028.1,957.6,944.5,1022.6
Gross Profit,422.6,506.5,690.3,546.3,501.2,540.8
Selling General & Admin Expenses,204.5,210.9,276.9,218.4,205.6,212.4
R&D Expenses,42.2,50.5,87.3,80.0,52.5,52.8
Total Operating Expenses,266.0,286.1,416.3,338.4,298.2,305.7
Operating Income,156.5,220.4,274.0,207.9,203.0,235.0
Interest Expense,(8.6),(13.4),(22.6),(22.3),(21.1),(20.3)
Net Interest Expenses,(8.6),(13.4),(22.6),(22.3),(21.1),(20.3)
Currency Exchange Gains (Loss),(0.5),(2.4),0.9,(5.2),15.1,10.8
Other Non Operating Income (Expenses),2.0,1.6,2.1,11.1,6.9,16.2
"EBT, Excl. Unusual Items",149.4,206.3,254.5,191.5,203.9,241.8
"EBT, Incl. Unusual Items",123.3,204.0,204.9,165.9,161.3,198.5
Income Tax Expense,18.8,84.5,40.4,26.8,31.3,35.4
Earnings From Continuing Operations,104.5,119.5,164.6,139.1,130.0,163.1
Net Income to Company,104.5,119.5,164.6,139.1,130.0,163.1
Net Income,104.5,119.5,164.6,139.1,130.0,163.1
NI to Common Incl Extra Items,104.5,119.5,164.6,139.1,130.0,163.1
NI to Common Excl. Extra Items,104.5,119.5,164.6,139.1,130.0,163.1
Revenue Per Share,$46.82,$53.84,$69.10,$61.19,$59.32,$64.06
Basic EPS,$4.63,$5.27,$6.62,$5.66,$5.33,$6.68
Basic EPS - Continuing Ops,$4.63,$5.27,$6.62,$5.66,$5.33,$6.68
Basic Weighted Average Shares Outst.,22.6,22.7,24.9,24.6,24.4,24.4
Diluted EPS,$4.60,$5.21,$6.52,$5.60,$5.29,$6.62
Diluted EPS - Continuing Ops,$4.60,$5.21,$6.52,$5.60,$5.29,$6.62
Diluted Weighted Average Shares Outst.,22.7,22.9,25.2,24.8,24.6,24.7
Normalized Basic EPS,$4.14,$5.68,$6.39,$4.87,$5.23,$6.19
Normalized Diluted EPS,$4.11,$5.62,$6.30,$4.82,$5.18,$6.12
Dividend Per Share,$1.24,$1.40,$1.60,$1.82,$1.92,$1.92
Payout Ratio,26.67%,26.58%,24.30%,32.13%,36.03%,28.76%
EBITDA,209.7,283.4,377.2,300.4,299.1,331.6
EBITA,175.9,245.1,326.2,247.9,243.0,275.6
EBIT,156.5,220.4,274.0,207.9,203.0,235.0
EBITDAR,222.3,295.0,386.8,310.5,309.5,
Effective Tax Rate,15.2%,41.4%,19.7%,16.2%,19.4%,17.8%
Normalized Net Income,93.4,128.9,159.0,119.7,127.4,151.1
Interest on Long-Term Debt,8.6,13.4,22.6,22.3,21.1,
R&D Expense From Footnotes,42.2,50.5,87.3,80.0,52.5,52.8
Foreign Sales,,838.5,1206.9,1063.4,1053.2,
