Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(1.26%),3.53%,6.16%,64.40%,89.66%
Total Revenues,(1.26%),3.53%,6.16%,64.40%,89.66%
Fuel & Purchased Power,,,,,"2,132.80%"
Operations And Maintenance,(5.44%),3.92%,5.62%,58.72%,68.30%
Depreciation & Amortization,4.06%,7.14%,8.32%,58.96%,68.53%
Other Operating Expenses,9.95%,10.66%,(2.70%),17.02%,22.38%
Total Operating Expenses,(1.24%),5.83%,4.70%,85.76%,110.82%
Operating Income,(1.30%),0.17%,8.41%,32.58%,58.63%
"Interest Expense, Total",(6.64%),(79.39%),-6.11%,(26.36%),(67.84%)
Interest and Investment Income,(6.91%),(24.75%),"16,614.47%",(78.89%),(97.65%)
Net Interest Expenses,(6.67%),(79.62%),-22.03%,(47.97%),(123.05%)
Allow. For Borrowed Funds Used For Const.,37.84%,(14.38%),24.18%,(21.55%),(15.87%)
Other Non-Operating Inc. (Exp.),,,(97.98%),"3,466.10%",
"EBT, Excl. Unusual Items",0.54%,(25.13%),31.41%,20.66%,37.72%
Gain (Loss) on Sale of Assets,28.04%,47.52%,29.27%,(28.39%),(21.29%)
Insurance Settlements,,,,,0.00%
Other Unusual Items,,,,-6.88%,-6.88%
"EBT, Incl. Unusual Items",0.58%,(30.52%),18.62%,25.27%,65.21%
Income Tax Expense,(19.37%),,-4.77%,(52.71%),-33.27%
Earnings From Continuing Operations,2.37%,(19.92%),16.96%,26.86%,60.66%
Net Income to Company,2.37%,(19.92%),16.96%,26.86%,60.66%
Net Income,2.37%,(19.92%),16.96%,26.86%,60.66%
NI to Common Incl Extra Items,2.37%,(19.92%),16.96%,26.86%,60.66%
NI to Common Excl. Extra Items,2.37%,(19.92%),16.96%,26.86%,60.66%
Revenue Per Share,(1.35%),3.31%,(12.37%),41.80%,71.51%
Basic EPS,2.26%,(20.06%),(3.54%),9.66%,45.28%
Basic EPS - Continuing Ops,2.26%,(20.06%),(3.54%),9.66%,45.28%
Basic Weighted Average Shares Outst.,0.19%,0.16%,21.16%,15.87%,10.59%
Diluted EPS,2.26%,(20.06%),(3.70%),7.69%,48.40%
Diluted EPS - Continuing Ops,2.26%,(20.06%),(3.70%),7.69%,48.40%
Diluted Weighted Average Shares Outst.,0.18%,0.13%,21.04%,17.92%,8.32%
Normalized Basic EPS,0.16%,(25.14%),9.07%,4.24%,24.54%
Normalized Diluted EPS,(0.16%),(25.34%),8.88%,2.25%,27.14%
Dividend Per Share,7.03%,7.27%,6.66%,6.59%,7.00%
Payout Ratio,4.94%,33.82%,6.93%,(2.74%),
EBITDA,(0.13%),2.26%,7.88%,42.24%,61.56%
EBITA,(1.77%),0.24%,7.68%,34.80%,58.63%
EBIT,(1.30%),0.17%,8.41%,32.58%,58.63%
EBITDAR,(0.25%),2.32%,7.75%,43.28%,
Effective Tax Rate,(19.83%),,,,-59.61%
Normalized Net Income,0.54%,(25.13%),31.41%,20.66%,37.72%
Interest Capitalized,72.56%,(14.38%),24.18%,(21.55%),
