Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,5004.0,4761.0,4735.0,4462.0,4229.0,4229.0
Total Interest And Dividend Income,3009.0,2838.0,3077.0,3357.0,3358.0,3358.0
Gain (Loss) on Sale of Investments,(78.0),(28.0),(207.0),112.0,278.0,278.0
Other Revenues,"(4,953.0)",(732.0),1259.0,"(1,411.0)",633.0,633.0
Total Revenues,2982.0,6839.0,8864.0,6520.0,8498.0,8498.0
Policy Benefits,5068.0,4747.0,4351.0,4733.0,6803.0,6803.0
Policy Acquisition / Underwriting Costs,371.0,227.0,1050.0,382.0,766.0,766.0
Other Operating Expenses,1948.0,2330.0,2377.0,2279.0,2142.0,2142.0
Total Operating Expenses,7387.0,7304.0,7818.0,7415.0,9732.0,9732.0
Operating Income,"(4,405.0)",(465.0),1046.0,(895.0),"(1,234.0)","(1,234.0)"
"Interest Expense, Total",(139.0),(150.0),(57.0),(157.0),(179.0),(179.0)
"EBT, Excl. Unusual Items","(4,544.0)",(615.0),989.0,"(1,052.0)","(1,413.0)","(1,413.0)"
Impairment of Goodwill,(161.0),,,,,
Other Unusual Items,,,,,(6.0),(6.0)
"EBT, Incl. Unusual Items","(4,705.0)",(615.0),989.0,"(1,052.0)","(1,419.0)","(1,419.0)"
Income Tax Expense,"(1,766.0)",(237.0),119.0,(317.0),(363.0),(363.0)
Earnings From Continuing Operations,"(2,939.0)",(378.0),870.0,(735.0),"(1,056.0)","(1,056.0)"
Net Income to Company,"(2,939.0)",(378.0),870.0,(735.0),"(1,056.0)","(1,056.0)"
Minority Interest,,,(5.0),(5.0),(5.0),(5.0)
Net Income,"(2,939.0)",(378.0),865.0,(740.0),"(1,061.0)","(1,061.0)"
Pref. Dividends and Other Adj.,,,,21.0,44.0,44.0
NI to Common Incl Extra Items,"(2,939.0)",(378.0),865.0,(761.0),"(1,105.0)","(1,105.0)"
NI to Common Excl. Extra Items,"(2,939.0)",(378.0),865.0,(761.0),"(1,105.0)","(1,105.0)"
Revenue Per Share,$24.90,$57.10,$74.25,$57.95,$89.12,$89.12
Basic EPS,($24.54),($3.16),$7.25,($6.76),($11.59),($11.59)
Basic EPS - Continuing Ops,($24.54),($3.16),$7.25,($6.76),($11.59),($11.59)
Basic Weighted Average Shares Outst.,119.8,119.8,119.4,112.5,95.4,95.4
Diluted EPS,($24.54),($3.16),$7.21,($6.76),($11.59),($11.59)
Diluted EPS - Continuing Ops,($24.54),($3.16),$7.21,($6.76),($11.59),($11.59)
Diluted Weighted Average Shares Outst.,119.8,119.8,119.8,112.5,95.4,95.4
Normalized Basic EPS,($23.71),($3.21),$5.14,($5.89),($9.31),($9.31)
Normalized Diluted EPS,($23.71),($3.21),$5.12,($5.89),($9.31),($9.31)
Payout Ratio,,NM,,NM,NM,NM
EBITDA,"(4,388.0)",(448.0),1064.0,(877.0),,
EBITA,"(4,405.0)",(465.0),1046.0,(895.0),"(1,234.0)","(1,234.0)"
EBIT,"(4,405.0)",(465.0),1046.0,(895.0),"(1,234.0)","(1,234.0)"
Effective Tax Rate,NM,NM,12.0%,NM,NM,NM
Normalized Net Income,"(2,840.0)",(384.4),613.1,(662.5),(888.1),(888.1)
Interest on Long-Term Debt,172.0,154.0,158.0,191.0,184.0,184.0
