Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,3.96%,2.82%,3.95%,(3.31%),(2.52%)
Total Revenues,3.75%,3.03%,3.95%,(3.31%),(2.52%)
Property Expenses,(0.62%),1.87%,2.98%,(2.21%),1.15%
Selling General & Admin Exp.,(14.74%),(4.73%),13.99%,5.56%,12.52%
Depreciation & Amortization,(5.24%),5.27%,5.05%,(7.61%),(12.56%)
Total Operating Expenses,(3.44%),2.90%,4.41%,(4.06%),(4.12%)
Operating Income,15.17%,3.19%,3.33%,(2.30%),(0.36%)
Total Interest Expense,-77.31%,-48.25%,-1.20%,(63.17%),(72.35%)
Interest and Investment Income,(39.02%),154.59%,277.66%,(77.72%),(84.59%)
Net Interest Expenses,-82.85%,,694.38%,,
Other Non Operating Income,(2.32%),(20.95%),(25.00%),0.00%,(6.83%)
"EBT, Excl. Unusual Items",18.46%,3.89%,4.99%,(4.22%),(2.49%)
Gain (Loss) on Sale of Assets,,"1,134.28%",(82.20%),63.86%,(78.90%)
"EBT, Incl. Unusual Items",23.68%,51.63%,(24.98%),1.34%,(14.94%)
Earnings From Continuing Operations,23.68%,51.63%,(24.98%),1.34%,(14.94%)
Net Income to Company,23.68%,51.63%,(24.98%),1.34%,(14.94%)
Minority Interest,(43.20%),(86.16%),-35.83%,(14.31%),-10.87%
Net Income,21.10%,46.22%,(22.82%),(0.81%),(15.66%)
Pref. Dividends and Other Adj.,(0.84%),(16.73%),23.16%,(26.20%),(25.35%)
NI to Common Incl Extra Items,43.82%,91.21%,(37.13%),14.67%,(10.55%)
NI to Common Excl. Extra Items,43.82%,91.21%,(37.13%),14.67%,(10.55%)
Revenue Per Share,3.31%,2.61%,3.55%,(3.52%),(2.70%)
Basic EPS,43.26%,90.62%,(37.37%),14.56%,(10.71%)
Basic EPS - Continuing Ops,43.26%,90.62%,(37.37%),14.56%,(10.71%)
Basic Weighted Average Shares Outst.,0.44%,0.42%,0.36%,0.21%,0.18%
Diluted EPS,42.86%,91.21%,(37.40%),14.43%,(10.66%)
Diluted EPS - Continuing Ops,42.86%,91.21%,(37.40%),14.43%,(10.66%)
Diluted Weighted Average Shares Outst.,0.86%,0.04%,0.38%,0.13%,0.11%
Normalized Basic EPS,12.24%,(20.42%),32.19%,(10.44%),0.66%
Normalized Diluted EPS,11.81%,(20.19%),32.22%,(10.45%),0.73%
Dividend Per Share,13.33%,11.76%,10.53%,0.00%,0.00%
Payout Ratio,(13.76%),(26.08%),40.42%,(2.71%),15.03%
FFO,13.04%,11.03%,0.14%,0.60%,(0.71%)
FFO Payout Ratio %,0.70%,1.06%,10.75%,(0.40%),0.91%
AFFO,(12.44%),19.54%,0.49%,2.06%,
Funds Available for Distribution,(8.62%),10.87%,6.94%,(2.43%),
FFO Per Share (Diluted),12.77%,10.98%,0.00%,0.62%,(0.62%)
FFO Shares (Diluted),0.37%,0.01%,0.13%,(0.10%),(0.10%)
Adjusted FFO Per Share (Diluted),(12.72%),19.59%,0.42%,2.21%,
EBITDA,7.01%,1.96%,4.50%,(4.56%),(4.92%)
EBITA,15.17%,0.15%,4.19%,(2.78%),(0.36%)
EBIT,15.17%,3.19%,3.33%,(2.30%),(0.36%)
Normalized Net Income,12.76%,(20.16%),32.82%,(10.32%),0.84%
