Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.03%,3.18%,(5.84%),(9.47%),(5.65%)
Total Revenues,5.03%,3.18%,(5.84%),(9.47%),(5.65%)
Cost Of Revenues,5.00%,0.84%,(4.48%),(6.29%),0.02%
Gross Profit,5.05%,4.92%,(6.80%),(11.78%),(9.73%)
Selling General & Admin Expenses,(6.28%),11.95%,(9.79%),(14.70%),(16.58%)
Depreciation & Amortization,4.10%,8.37%,(3.18%),(10.33%),(13.68%)
Other Operating Expense/(Income),33.95%,20.17%,(29.84%),(3.68%),(12.98%)
Total Operating Expenses,(5.83%),16.07%,(5.24%),(10.72%),(13.67%)
Operating Income,14.05%,(2.69%),(8.07%),(12.68%),(6.42%)
Interest Expense,-4.25%,-8.20%,-5.46%,(21.13%),(29.42%)
Interest And Investment Income,39.01%,(57.52%),(8.03%),35.32%,220.00%
Net Interest Expenses,-48.57%,(128.33%),-4.14%,(14.12%),-36.87%
"EBT, Excl. Unusual Items",9.49%,(33.13%),(55.70%),62.64%,35.04%
"EBT, Incl. Unusual Items",9.49%,(33.13%),(56.84%),65.06%,34.09%
Income Tax Expense,(75.21%),210.45%,(98.40%),"2,706.90%",93.87%
Earnings From Continuing Operations,36.50%,(47.23%),(42.68%),39.95%,25.73%
Net Income to Company,36.50%,(47.23%),(42.68%),39.95%,25.73%
Minority Interest,(19.91%),-9.56%,(0.24%),-22.32%,-15.80%
Net Income,45.83%,(64.67%),(93.56%),"1,187.90%",83.03%
NI to Common Incl Extra Items,45.83%,(64.67%),(93.56%),"1,187.90%",83.03%
NI to Common Excl. Extra Items,45.83%,(64.67%),(93.56%),"1,187.90%",83.03%
Revenue Per Share,1.66%,7.81%,(0.05%),(1.69%),3.27%
Basic EPS,41.20%,(63.08%),(93.15%),"1,302.71%",100.34%
Basic EPS - Continuing Ops,41.20%,(63.08%),(93.15%),"1,302.71%",100.34%
Basic Weighted Average Shares Outst.,3.32%,(4.29%),(5.78%),(7.92%),(8.64%)
Diluted EPS,40.38%,(62.43%),(93.14%),"1,296.77%",99.57%
Diluted EPS - Continuing Ops,40.38%,(62.43%),(93.14%),"1,296.77%",99.57%
Diluted Weighted Average Shares Outst.,2.81%,(8.19%),(5.95%),(7.71%),(7.01%)
Normalized Basic EPS,(1.90%),(52.74%),,,290.07%
Normalized Diluted EPS,(1.43%),(50.69%),,,283.22%
Dividend Per Share,,50.00%,6.67%,(72.66%),(96.88%)
Payout Ratio,,306.09%,"1,473.08%",(98.00%),
EBITDA,9.03%,0.99%,(3.64%),(10.98%),2.93%
EBITA,9.15%,0.82%,(3.65%),(10.99%),(16.54%)
EBIT,14.05%,(2.69%),(8.07%),(12.68%),(6.42%)
EBITDAR,8.89%,1.28%,(3.59%),(11.17%),
Effective Tax Rate,(77.36%),364.47%,(96.29%),"1,603.30%",44.58%
Normalized Net Income,1.40%,(54.76%),,,256.36%
Foreign Sales,2.30%,4.51%,(22.08%),(15.72%),
