Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.35%,11.96%,0.46%,(10.27%),0.00%
"Other Revenues, Total",15.75%,(88.31%),81.63%,960.67%,0.00%
Total Revenues,7.35%,11.94%,0.46%,(10.24%),0.00%
Other Operating Expenses,9.15%,13.49%,(0.35%),(10.27%),0.00%
Total Operating Expenses,9.15%,14.26%,(0.19%),(10.17%),0.00%
Operating Income,(3.12%),(3.22%),5.44%,(10.70%),0.00%
"Interest Expense, Total",(4.08%),(12.00%),(2.45%),-2.38%,0.00%
Net Interest Expenses,(4.08%),(12.00%),(2.45%),-2.38%,0.00%
Allow. For Equity Funds Used For Const.,49.95%,(12.87%),10.21%,(26.85%),0.00%
Allow. For Borrowed Funds Used For Const.,51.97%,1.86%,(8.51%),(32.81%),0.00%
"EBT, Excl. Unusual Items",(2.92%),(8.05%),6.45%,(14.66%),0.00%
"EBT, Incl. Unusual Items",(26.15%),(8.05%),6.71%,(11.42%),0.00%
Income Tax Expense,(11.56%),(53.56%),1.65%,(20.77%),0.00%
Earnings From Continuing Operations,(33.42%),22.07%,7.98%,(9.21%),0.00%
Net Income to Company,(33.42%),22.07%,7.98%,(9.21%),0.00%
Net Income,(33.42%),22.07%,7.98%,(9.21%),0.00%
NI to Common Incl Extra Items,(33.42%),22.07%,7.98%,(9.21%),0.00%
NI to Common Excl. Extra Items,(33.42%),22.07%,7.98%,(9.21%),0.00%
Revenue Per Share,6.72%,11.84%,0.38%,(10.40%),0.00%
Basic EPS,(33.91%),21.95%,8.10%,(9.37%),0.00%
Basic EPS - Continuing Ops,(33.91%),21.95%,8.10%,(9.37%),0.00%
Basic Weighted Average Shares Outst.,0.60%,0.10%,0.09%,0.18%,0.00%
Diluted EPS,(33.63%),21.71%,7.57%,(9.05%),0.00%
Diluted EPS - Continuing Ops,(33.63%),21.71%,7.57%,(9.05%),0.00%
Diluted Weighted Average Shares Outst.,0.58%,0.20%,0.24%,(0.05%),0.00%
Normalized Basic EPS,(3.74%),(8.22%),6.37%,(14.67%),0.00%
Normalized Diluted EPS,(3.31%),(8.46%),5.93%,(14.84%),0.00%
Dividend Per Share,0.00%,0.00%,3.23%,3.13%,0.00%
Payout Ratio,72.72%,(18.00%),(4.32%),13.80%,0.00%
EBITDA,1.15%,4.06%,6.91%,(3.89%),0.00%
EBITA,(3.18%),(3.31%),5.52%,(10.07%),0.00%
EBIT,(3.12%),(3.22%),5.44%,(10.70%),0.00%
EBITDAR,1.29%,3.41%,50.32%,0.16%,
Effective Tax Rate,19.74%,(49.49%),(4.73%),(10.56%),0.00%
Normalized Net Income,(2.92%),(8.05%),6.45%,(14.66%),0.00%
Interest Capitalized,51.97%,1.86%,(8.51%),(32.81%),
