Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,16.75%,25.09%,10.87%,(8.32%),(7.33%)
Total Interest Income,13.26%,17.72%,7.86%,(9.94%),(10.44%)
Interest On Deposits,137.14%,338.31%,32.39%,(67.90%),(78.02%)
Total Interest On Borrowings,93.39%,92.45%,67.17%,(56.67%),(64.62%)
Total Interest Expense,119.65%,251.77%,39.09%,(65.30%),(74.82%)
Net Interest Income,11.60%,10.56%,4.81%,(2.79%),(2.96%)
Service Charges On Deposits,3.67%,1.19%,4.46%,(9.11%),(13.90%)
Trust Income,6.17%,7.88%,6.14%,2.01%,0.47%
Gain (Loss) on Sale of Assets,,,,(88.69%),(88.69%)
Gain (Loss) on Sale of Invest. & Securities,,-96.84%,,"10,924.07%",(99.99%)
Total Other Non Interest Income,5.44%,0.21%,(4.37%),(0.63%),(3.53%)
Total Non Interest Income,(3.79%),4.40%,3.59%,27.91%,(28.67%)
Revenue Before Loan Losses,6.82%,8.84%,4.49%,5.38%,(11.34%)
Provision For Loan Losses,(31.38%),(38.85%),55.68%,614.57%,(66.61%)
Total Revenues,8.66%,10.28%,3.62%,(10.04%),(2.85%)
Salaries And Other Employee Benefits,5.04%,3.74%,4.44%,2.76%,(1.20%)
Amort. of Goodwill & Intang. Assets,(29.89%),(16.38%),(17.98%),(21.40%),(21.55%)
Occupancy Expense,5.58%,2.35%,9.49%,11.45%,4.60%
Total Selling General & Admin Expenses,5.67%,9.55%,24.63%,(0.78%),(0.57%)
Total Other Non Interest Expense,(3.54%),(3.43%),1.21%,(7.53%),(17.56%)
Total Non Interest Expense,3.56%,2.60%,7.17%,1.08%,(3.19%)
"EBT, Excl. Unusual Items",19.61%,24.57%,(1.81%),(28.62%),(2.19%)
Other Unusual Items,,,,,0.00%
"EBT, Incl. Unusual Items",19.61%,24.57%,(1.81%),(29.66%),(2.33%)
Income Tax Expense,19.01%,21.60%,3.92%,(63.90%),(45.30%)
Earnings From Continuing Operations,19.68%,24.93%,(2.49%),(25.35%),2.76%
Net Income to Company,19.68%,24.93%,(2.49%),(25.35%),2.76%
Net Income,19.68%,24.93%,(2.49%),(25.35%),2.76%
Preferred Dividend and Other Adjustments,9.46%,11.44%,4.61%,(9.23%),(64.11%)
Net Income to Common Incl Extra Items,20.00%,25.31%,(2.67%),(25.79%),5.83%
Net Income to Common Excl. Extra Items,20.00%,25.31%,(2.67%),(25.79%),5.83%
Revenue Per Share,6.44%,10.26%,5.22%,(10.00%),(3.23%)
Basic EPS,17.52%,25.27%,(1.11%),(25.74%),5.42%
Basic EPS - Continuing Ops,17.52%,25.27%,(1.11%),(25.74%),5.42%
Basic Weighted Average Shares Outst.,2.11%,0.02%,(1.51%),(0.02%),0.39%
Diluted EPS,17.17%,25.38%,(0.66%),(25.52%),5.54%
Diluted EPS - Continuing Ops,17.17%,25.38%,(0.66%),(25.52%),5.54%
Diluted Weighted Average Shares Outst.,2.69%,0.04%,(1.92%),(0.69%),(0.08%)
Normalized Basic EPS,17.17%,24.45%,(0.29%),(28.67%),(2.56%)
Normalized Diluted EPS,16.43%,24.43%,0.21%,(28.12%),(2.11%)
Dividend Per Share,4.65%,14.67%,8.53%,1.79%,0.70%
Payout Ratio,(11.03%),(8.77%),9.39%,32.17%,(4.50%)
Effective Tax Rate,(0.49%),(2.41%),5.83%,(48.69%),(44.00%)
Normalized Net Income,19.61%,24.57%,(1.81%),(28.62%),(2.19%)
Interest on Long-Term Debt,69.01%,27.29%,4.17%,(20.72%),
