Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7410.5,8306.5,9352.0,9041.4,9149.7,9600.1
Total Revenues,7410.5,8306.5,9352.0,9041.4,9149.7,9600.1
Cost Of Revenues,5895.0,6541.2,7355.3,7057.1,7092.2,7422.6
Gross Profit,1515.5,1765.3,1996.7,1984.3,2057.5,2177.5
Selling General & Admin Expenses,863.3,965.9,1072.9,1050.8,1008.9,1021.9
R&D Expenses,297.6,323.4,355.2,343.4,342.6,354.0
Total Operating Expenses,1215.3,1350.9,1499.2,1461.0,1425.4,1450.1
Operating Income,300.2,414.4,497.5,523.3,632.1,727.4
Interest Expense,(65.4),(54.5),(37.4),(28.8),(24.9),(24.9)
Interest And Investment Income,13.3,9.4,8.1,8.9,9.9,9.9
Net Interest Expenses,(52.1),(45.1),(29.3),(19.9),(15.0),(15.0)
Currency Exchange Gains (Loss),(5.7),38.3,(1.4),20.4,3.7,3.7
Other Non Operating Income (Expenses),(25.6),(112.6),(70.0),(77.1),(51.6),(50.6)
"EBT, Excl. Unusual Items",264.3,334.1,431.1,489.2,614.7,714.5
"EBT, Incl. Unusual Items",252.4,322.9,394.6,303.6,607.5,706.8
Income Tax Expense,92.2,133.6,110.9,180.8,187.7,201.9
Earnings From Continuing Operations,160.2,189.3,283.7,122.8,419.8,504.9
Net Income to Company,160.2,189.3,283.7,122.8,419.8,504.9
Minority Interest,(0.1),(2.9),1.8,2.4,7.3,8.3
Net Income,160.1,186.4,285.5,125.2,427.1,513.2
NI to Common Incl Extra Items,160.1,186.4,285.5,125.2,427.1,513.2
NI to Common Excl. Extra Items,160.1,186.4,285.5,125.2,427.1,513.2
Revenue Per Share,$91.04,$104.48,$118.68,$118.65,$122.00,$128.00
Basic EPS,$1.97,$2.34,$3.62,$1.64,$5.69,$6.84
Basic EPS - Continuing Ops,$1.97,$2.34,$3.62,$1.64,$5.69,$6.84
Basic Weighted Average Shares Outst.,81.4,79.5,78.8,76.2,75.0,75.0
Diluted EPS,$1.96,$2.32,$3.58,$1.63,$5.65,$6.79
Diluted EPS - Continuing Ops,$1.96,$2.32,$3.58,$1.63,$5.65,$6.79
Diluted Weighted Average Shares Outst.,81.7,80.2,79.7,77.0,75.6,75.6
Normalized Basic EPS,$2.03,$2.59,$3.44,$4.04,$5.22,$6.06
Normalized Diluted EPS,$2.02,$2.57,$3.40,$4.00,$5.18,$6.02
Dividend Per Share,$0.52,$0.56,$0.60,$0.63,$0.64,$0.64
Payout Ratio,26.55%,23.87%,16.50%,38.34%,11.24%,9.33%
EBITDA,574.8,694.2,787.4,795.3,904.1,1005.1
EBITA,351.4,471.4,562.2,584.4,691.6,789.4
EBIT,300.2,414.4,497.5,523.3,632.1,727.4
EBITDAR,651.6,,,859.1,970.9,
Effective Tax Rate,36.5%,41.4%,28.1%,59.6%,30.9%,28.6%
Normalized Net Income,165.1,205.9,271.2,308.2,391.5,454.9
Interest on Long-Term Debt,,,,0.7,0.6,
R&D Expense From Footnotes,297.6,323.4,355.2,343.4,342.6,354.0
Foreign Earnings,440.3,,,,,
Foreign Sales,5602.8,6860.8,7628.5,7241.7,7368.0,
