Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,1.03%,4.32%,5.72%,(0.88%),(2.50%)
Total Interest And Dividend Income,9.22%,16.93%,18.19%,(7.57%),(10.05%)
Gain (Loss) on Sale of Investments,(97.41%),,,159.18%,82.26%
Other Revenues,(25.35%),(14.67%),22.16%,(14.88%),(21.25%)
Total Revenues,0.72%,5.42%,8.02%,(1.22%),(3.17%)
Policy Benefits,(77.64%),(31.93%),224.31%,207.63%,144.51%
Policy Acquisition / Underwriting Costs,4.59%,8.59%,3.92%,(0.51%),5.05%
Total Operating Expenses,(43.96%),1.00%,38.22%,76.66%,62.30%
Operating Income,27.92%,6.60%,0.39%,(28.32%),(27.36%)
"Interest Expense, Total",(0.64%),-7.09%,-0.64%,(13.18%),(23.51%)
"EBT, Excl. Unusual Items",30.49%,7.60%,0.45%,(30.89%),(30.51%)
Other Unusual Items,-99.93%,,,,0.00%
"EBT, Incl. Unusual Items",52.41%,7.60%,0.45%,(34.05%),(33.67%)
Income Tax Expense,148.98%,(59.40%),0.09%,(35.04%),(34.16%)
Earnings From Continuing Operations,3.87%,88.36%,0.55%,(33.79%),(33.55%)
Net Income to Company,3.87%,88.36%,0.55%,(33.79%),(33.55%)
Net Income,3.87%,88.36%,0.55%,(33.79%),(33.55%)
NI to Common Incl Extra Items,3.87%,88.36%,0.55%,(33.79%),(33.55%)
NI to Common Excl. Extra Items,3.87%,88.36%,0.55%,(33.79%),(33.55%)
Revenue Per Share,(4.80%),4.61%,11.71%,2.54%,0.05%
Basic EPS,(1.83%),87.13%,4.35%,(31.30%),(31.34%)
Basic EPS - Continuing Ops,(1.83%),87.13%,4.35%,(31.30%),(31.34%)
Basic Weighted Average Shares Outst.,5.68%,0.84%,(3.44%),(3.65%),(3.22%)
Diluted EPS,9.99%,87.68%,3.97%,(30.33%),(30.34%)
Diluted EPS - Continuing Ops,9.99%,87.68%,3.97%,(30.33%),(30.34%)
Diluted Weighted Average Shares Outst.,(8.62%),(2.20%),(3.15%),(3.91%),(3.77%)
Normalized Basic EPS,23.01%,6.95%,4.31%,(28.18%),(28.20%)
Normalized Diluted EPS,42.77%,10.21%,3.46%,(28.21%),(27.79%)
Dividend Per Share,,,,100.00%,33.33%
Payout Ratio,,,,195.75%,95.26%
EBITDA,25.97%,5.44%,(0.62%),(25.91%),(24.63%)
EBITA,27.92%,6.60%,0.39%,(28.32%),(27.36%)
EBIT,27.92%,6.60%,0.39%,(28.32%),(27.36%)
EBITDAR,25.88%,5.42%,(0.60%),(25.88%),
Effective Tax Rate,63.38%,(62.27%),(0.37%),(1.48%),(0.73%)
Normalized Net Income,30.49%,7.60%,0.45%,(30.89%),(30.51%)
