Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,113.93%,118.67%,(8.61%),(0.59%),3.46%
Other Revenues,151.40%,136.49%,(16.05%),(32.09%),(32.34%)
Total Revenues,116.94%,120.33%,(9.36%),(3.51%),0.17%
Cost Of Revenues,130.04%,120.66%,(10.49%),(9.56%),(6.13%)
Gross Profit,86.32%,119.39%,(6.09%),13.20%,16.96%
Selling General & Admin Expenses,176.41%,126.22%,(9.76%),(0.77%),(2.15%)
Depreciation & Amortization,67.50%,100.02%,8.41%,9.69%,9.57%
Other Operating Expense/(Income),100.48%,113.24%,3.49%,(5.89%),(7.97%)
Total Operating Expenses,100.67%,113.45%,2.21%,3.60%,2.72%
Operating Income,66.40%,129.33%,(19.00%),32.07%,45.79%
Interest Expense,(868.34%),(247.34%),-2.44%,-41.19%,-47.90%
Interest And Investment Income,290.61%,165.12%,19.81%,(49.71%),(61.92%)
Net Interest Expenses,"(1,171.94%)",(260.61%),-5.08%,-39.92%,-45.82%
Other Non Operating Income (Expenses),25.39%,"1,685.84%",23.64%,(37.50%),
"EBT, Excl. Unusual Items",61.63%,128.83%,(18.91%),34.41%,55.52%
"EBT, Incl. Unusual Items",26.75%,184.98%,(25.01%),35.35%,66.19%
Income Tax Expense,,,(21.00%),44.20%,69.72%
Earnings From Continuing Operations,409.70%,(13.34%),(26.26%),32.39%,64.95%
Net Income to Company,409.70%,(13.34%),(26.26%),32.39%,64.95%
Minority Interest,-17.60%,(22.24%),-29.82%,-34.88%,-69.65%
Net Income,415.96%,(13.43%),(26.25%),32.60%,65.46%
NI to Common Incl Extra Items,415.96%,(13.43%),(26.25%),32.60%,65.46%
NI to Common Excl. Extra Items,415.96%,(13.43%),(26.25%),32.60%,65.46%
Revenue Per Share,57.57%,37.73%,(6.47%),(2.48%),1.37%
Basic EPS,274.06%,(45.93%),(23.94%),34.22%,67.45%
Basic EPS - Continuing Ops,274.06%,(45.93%),(23.94%),34.22%,67.45%
Basic Weighted Average Shares Outst.,37.70%,59.97%,(3.09%),(1.07%),(1.19%)
Diluted EPS,274.14%,(45.62%),(23.73%),33.33%,67.15%
Diluted EPS - Continuing Ops,274.14%,(45.62%),(23.73%),33.33%,67.15%
Diluted Weighted Average Shares Outst.,37.51%,59.36%,(3.29%),(0.93%),(1.01%)
Normalized Basic EPS,18.67%,43.56%,(16.12%),35.82%,57.93%
Normalized Diluted EPS,18.68%,43.90%,(15.95%),36.04%,57.66%
Dividend Per Share,0.00%,0.00%,0.00%,33.33%,23.08%
Payout Ratio,(74.83%),93.94%,31.35%,(0.58%),(26.64%)
EBITDA,71.79%,119.15%,(7.14%),20.39%,26.62%
EBITA,75.30%,134.16%,(17.55%),29.82%,42.09%
EBIT,66.40%,129.33%,(19.00%),32.07%,45.79%
EBITDAR,96.86%,122.01%,(10.81%),14.39%,
Effective Tax Rate,,,5.35%,6.55%,2.13%
Normalized Net Income,62.90%,129.69%,(18.86%),34.67%,56.06%
Interest on Long-Term Debt,868.34%,247.34%,(2.44%),(41.19%),
