Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.32%,9.54%,11.26%,2.23%,1.33%
Total Revenues,7.32%,9.54%,11.26%,2.23%,1.33%
Cost Of Revenues,(0.30%),5.36%,6.46%,9.52%,11.47%
Gross Profit,18.34%,14.64%,16.64%,(5.23%),(9.05%)
Selling General & Admin Expenses,(1.97%),20.44%,8.04%,9.99%,12.80%
Depreciation & Amortization,35.50%,9.58%,6.12%,11.26%,11.47%
Total Operating Expenses,1.62%,19.05%,7.81%,10.14%,12.64%
Operating Income,267.28%,(3.53%),61.50%,(57.39%),(83.51%)
Interest Expense,-0.34%,-33.98%,-43.65%,-22.53%,-21.71%
Net Interest Expenses,-0.34%,-33.98%,-43.65%,-22.53%,-21.71%
Currency Exchange Gains (Loss),,,,,(50.00%)
Other Non Operating Income (Expenses),,,(163.64%),-72.41%,-69.23%
"EBT, Excl. Unusual Items",-52.65%,-96.56%,,(74.39%),
"EBT, Incl. Unusual Items",-51.84%,-33.58%,,,
Income Tax Expense,,,,-63.96%,-58.00%
Earnings Of Discontinued Operations,,(330.00%),,,
Minority Interest,,(61.54%),,,
Preferred Dividend and Other Adjustments,45.39%,(62.44%),,,
NI to Common Incl Extra Items,-81.60%,(297.09%),,,
NI to Common Excl. Extra Items,-89.43%,(279.46%),,,
Revenue Per Share,6.91%,(37.37%),(10.61%),(1.03%),(1.84%)
Basic EPS,-81.68%,(130.33%),,,
Basic EPS - Continuing Ops,-89.46%,(119.20%),,,
Basic Weighted Average Shares Outst.,0.33%,74.91%,24.55%,3.33%,3.23%
Diluted EPS,-81.68%,(130.33%),,,
Diluted EPS - Continuing Ops,-89.46%,(119.20%),,,
Diluted Weighted Average Shares Outst.,0.33%,74.91%,30.43%,(1.33%),(1.33%)
Normalized Basic EPS,-55.69%,-99.29%,,(75.13%),
Normalized Diluted EPS,-55.69%,-99.29%,,(74.10%),
EBITDA,84.95%,(2.12%),38.38%,(50.04%),(66.81%)
EBITA,125.43%,(2.69%),43.48%,(60.24%),(80.08%)
EBIT,267.28%,(3.53%),61.50%,(57.39%),(83.51%)
EBITDAR,65.86%,(1.95%),29.25%,(49.42%),
Normalized Net Income,-55.56%,-98.78%,,(74.39%),
Interest Capitalized,,,,(37.50%),
R&D Expense From Footnotes,25.66%,30.99%,11.83%,12.50%,23.29%
Foreign Sales,7.47%,9.51%,8.42%,6.99%,
