Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3612.9,4089.9,4448.9,4489.9,4921.9,5129.6
Total Revenues,3612.9,4089.9,4448.9,4489.9,4921.9,5129.6
Cost Of Revenues,3101.1,3455.3,3759.1,3776.2,4054.5,4225.8
Gross Profit,511.8,634.5,689.8,713.7,867.4,903.8
Selling General & Admin Expenses,191.7,244.0,271.4,296.1,316.5,320.9
Total Operating Expenses,191.7,244.0,271.4,296.1,316.5,320.9
Operating Income,320.2,390.5,418.4,417.6,550.9,582.9
Interest Expense,(67.8),(110.3),(116.3),(105.7),(103.8),(106.8)
Net Interest Expenses,(67.8),(110.3),(116.3),(105.7),(103.8),(106.8)
"EBT, Excl. Unusual Items",252.4,280.3,302.0,312.0,447.1,476.1
"EBT, Incl. Unusual Items",231.9,239.7,293.3,252.1,407.1,429.2
Income Tax Expense,78.6,(30.0),69.3,58.3,98.4,104.8
Earnings From Continuing Operations,153.4,269.7,224.0,193.8,308.7,324.4
Net Income to Company,153.4,269.7,224.0,193.8,308.7,324.4
Net Income,153.4,269.7,224.0,193.8,308.7,324.4
NI to Common Incl Extra Items,153.4,269.7,224.0,193.8,308.7,324.4
NI to Common Excl. Extra Items,153.4,269.7,224.0,193.8,308.7,324.4
Revenue Per Share,$30.18,$37.06,$40.22,$40.47,$44.43,$46.38
Basic EPS,$1.28,$2.44,$2.03,$1.75,$2.79,$2.93
Basic EPS - Continuing Ops,$1.28,$2.44,$2.03,$1.75,$2.79,$2.93
Basic Weighted Average Shares Outst.,119.7,110.4,110.6,110.9,110.8,110.6
Diluted EPS,$1.27,$2.42,$2.01,$1.74,$2.77,$2.91
Diluted EPS - Continuing Ops,$1.27,$2.42,$2.01,$1.74,$2.77,$2.91
Diluted Weighted Average Shares Outst.,120.5,111.4,111.6,111.5,111.4,111.3
Normalized Basic EPS,$1.32,$1.59,$1.71,$1.76,$2.52,$2.69
Normalized Diluted EPS,$1.31,$1.57,$1.69,$1.75,$2.51,$2.67
Dividend Per Share,$0.34,$0.36,$0.40,$0.44,$0.48,$0.50
Payout Ratio,26.66%,15.02%,19.89%,26.23%,17.38%,17.24%
EBITDA,463.2,564.6,610.1,624.1,770.0,811.8
EBITA,333.4,414.1,446.0,444.7,587.1,619.1
EBIT,320.2,390.5,418.4,417.6,550.9,582.9
EBITDAR,509.7,616.6,662.3,695.1,850.3,
Effective Tax Rate,33.9%,NM,23.6%,23.1%,24.2%,24.4%
Normalized Net Income,157.7,175.2,188.8,195.0,279.4,297.6
Interest on Long-Term Debt,67.8,110.3,117.7,107.4,105.3,
Foreign Sales,707.8,979.3,1115.2,1071.1,1271.0,
