Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,0.08%,(2.18%),(1.64%),(4.86%),54.37%
"Other Revenues, Total",,,(4.27%),(6.42%),(5.88%)
Total Revenues,0.08%,0.41%,(1.70%),(4.90%),52.86%
Operations And Maintenance,4.70%,2.09%,2.61%,(4.29%),(6.71%)
Depreciation & Amortization,(12.12%),13.44%,10.39%,10.23%,7.79%
Other Operating Expenses,1.35%,(1.32%),(10.55%),(15.77%),143.85%
Total Operating Expenses,(0.29%),1.96%,(3.33%),(7.23%),69.83%
Operating Income,1.39%,(4.94%),4.27%,3.04%,(1.21%)
"Interest Expense, Total",(8.16%),(3.65%),-10.14%,(6.44%),(5.13%)
Net Interest Expenses,(8.16%),(3.65%),-10.14%,(6.44%),(5.13%)
Allow. For Equity Funds Used For Const.,179.58%,(40.05%),(81.09%),6.67%,11.63%
Allow. For Borrowed Funds Used For Const.,140.00%,(35.00%),(76.07%),(32.14%),(4.35%)
Other Non-Operating Inc. (Exp.),254.95%,,-5.88%,,
"EBT, Excl. Unusual Items",17.15%,(11.53%),(5.81%),,
Other Unusual Items,,,(79.37%),-74.34%,-74.34%
"EBT, Incl. Unusual Items",17.15%,(12.64%),(6.89%),,
Income Tax Expense,,,(58.73%),,
Earnings From Continuing Operations,83.03%,(31.26%),1.90%,,
Net Income to Company,83.03%,(31.26%),1.90%,,
Net Income,83.03%,(31.26%),1.90%,,
NI to Common Incl Extra Items,83.03%,(31.26%),1.90%,,
NI to Common Excl. Extra Items,83.03%,(31.26%),1.90%,,
Revenue Per Share,0.11%,0.43%,(1.91%),(4.88%),52.94%
Basic EPS,83.41%,(31.27%),1.73%,,
Basic EPS - Continuing Ops,83.41%,(31.27%),1.73%,,
Basic Weighted Average Shares Outst.,0.00%,0.00%,0.20%,0.00%,(0.05%)
Diluted EPS,83.41%,(31.61%),1.89%,,
Diluted EPS - Continuing Ops,83.41%,(31.61%),1.89%,,
Diluted Weighted Average Shares Outst.,0.05%,0.25%,0.10%,(0.30%),(0.05%)
Normalized Basic EPS,17.30%,(11.38%),(6.16%),,
Normalized Diluted EPS,17.13%,(11.74%),(5.84%),,
Dividend Per Share,9.73%,9.88%,9.01%,5.74%,4.98%
Payout Ratio,(39.90%),59.93%,7.87%,,
EBITDA,(3.88%),1.57%,6.61%,5.62%,2.10%
EBITA,1.39%,(4.94%),4.27%,3.04%,(1.21%)
EBIT,1.39%,(4.94%),4.27%,3.04%,(1.21%)
EBITDAR,(4.21%),1.39%,6.71%,5.63%,
Effective Tax Rate,,,(55.68%),558.03%,(63.13%)
Normalized Net Income,17.15%,(11.53%),(5.81%),,
Interest Capitalized,140.00%,(35.00%),(76.07%),(32.14%),
Interest on Long-Term Debt,7.26%,2.47%,(12.13%),10.48%,
