Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,514.6,583.6,621.4,669.0,658.8,663.4
Tenant Reimbursements,15.0,,,,,
Total Revenues,533.6,584.9,622.7,670.5,660.7,665.4
Property Expenses,21.4,23.1,25.1,27.7,28.4,28.5
Selling General & Admin Exp.,36.5,33.8,34.2,37.7,38.2,39.8
Depreciation & Amortization,149.1,173.7,174.4,188.9,196.6,197.4
Other Operating Expenses,3.3,9.0,,0.3,0.1,0.1
Total Operating Expenses,217.1,239.6,233.7,254.4,263.2,265.8
Operating Income,316.5,345.3,388.9,416.0,397.5,399.6
Total Interest Expense,(96.4),(109.1),(115.8),(120.0),(129.4),(130.3)
Interest and Investment Income,0.2,0.3,1.8,3.1,0.4,0.3
Net Interest Expenses,(96.2),(108.8),(114.0),(116.9),(129.0),(130.0)
"EBT, Excl. Unusual Items",220.3,236.6,274.9,299.1,268.4,269.6
Gain (Loss) on Sale of Assets,27.2,36.7,65.1,32.5,16.2,7.7
Asset Writedown,(8.0),,(28.2),(32.0),(37.4),(34.1)
Other Unusual Items,,,(18.2),,(16.7),(21.3)
"EBT, Incl. Unusual Items",239.5,265.4,292.5,299.6,228.8,220.2
Earnings From Continuing Operations,239.5,265.4,292.5,299.6,228.8,220.2
Net Income to Company,239.5,265.4,292.5,299.6,228.8,220.2
Minority Interest,(0.0),(0.4),(0.0),(0.4),0.0,0.0
Net Income,239.5,265.0,292.4,299.2,228.8,220.2
Pref. Dividends and Other Adj.,39.3,48.3,34.9,41.6,18.6,18.6
NI to Common Incl Extra Items,200.2,216.7,257.6,257.6,210.2,201.6
NI to Common Excl. Extra Items,200.2,216.7,257.6,257.6,210.2,201.6
Revenue Per Share,$3.70,$3.92,$4.00,$4.07,$3.84,$3.85
Basic EPS,$1.39,$1.45,$1.65,$1.56,$1.22,$1.17
Basic EPS - Continuing Ops,$1.39,$1.45,$1.65,$1.56,$1.22,$1.17
Basic Weighted Average Shares Outst.,144.2,149.1,155.7,164.7,172.1,173.0
Diluted EPS,$1.38,$1.45,$1.65,$1.56,$1.22,$1.17
Diluted EPS - Continuing Ops,$1.38,$1.45,$1.65,$1.56,$1.22,$1.17
Diluted Weighted Average Shares Outst.,144.7,149.4,156.3,165.1,172.2,173.1
Normalized Basic EPS,$0.96,$0.99,$1.10,$1.13,$0.97,$0.97
Normalized Diluted EPS,$0.95,$0.99,$1.10,$1.13,$0.97,$0.97
Dividend Per Share,$1.78,$1.86,$1.95,$2.03,$2.07,$2.08
Payout Ratio,123.44%,118.90%,109.80%,117.53%,163.61%,171.22%
FFO,330.5,359.2,,,,
FFO Payout Ratio %,77.75%,77.15%,,,,
AFFO,330.5,359.2,,,,
Funds Available for Distribution,330.5,359.2,,,,
EBITDA,462.8,515.7,560.7,604.2,593.2,596.2
EBITA,327.1,360.8,395.5,423.2,404.9,406.5
EBIT,316.5,345.3,388.9,416.0,397.5,399.6
Normalized Net Income,137.7,147.5,171.8,186.5,167.8,168.5
Interest Capitalized,1.7,2.4,2.7,1.1,1.4,
