Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.11%,(12.82%),(3.51%),11.31%,16.67%
Other Revenues,3.23%,136.89%,5.15%,17.35%,23.53%
Total Revenues,4.07%,(6.76%),(2.62%),11.98%,17.44%
Cost Of Revenues,5.63%,(10.70%),(5.52%),10.03%,14.77%
Gross Profit,(0.74%),6.19%,5.38%,16.81%,23.93%
Selling General & Admin Expenses,(4.60%),28.28%,8.30%,(5.41%),5.99%
Depreciation & Amortization,6.54%,6.26%,1.89%,5.13%,5.14%
Other Operating Expense/(Income),4.65%,145.99%,2.95%,14.07%,18.43%
Total Operating Expenses,(0.57%),55.57%,5.35%,3.65%,11.22%
Operating Income,(1.04%),(79.15%),5.69%,185.95%,111.09%
Interest Expense,(52.53%),(127.54%),-19.79%,-17.34%,-8.65%
Interest And Investment Income,(22.55%),34.38%,35.13%,93.03%,93.03%
Net Interest Expenses,(61.45%),(132.84%),-21.59%,-23.59%,-15.19%
"EBT, Excl. Unusual Items",(3.84%),(95.08%),102.78%,474.24%,161.21%
"EBT, Incl. Unusual Items",(11.63%),(95.23%),(24.65%),"1,393.50%",518.27%
Income Tax Expense,(31.98%),(92.24%),,,"1,784.86%"
Earnings From Continuing Operations,(2.35%),(96.18%),38.89%,971.49%,434.86%
Net Income to Company,(2.35%),(96.18%),38.89%,971.49%,434.86%
Minority Interest,-32.51%,-62.23%,-50.53%,(239.06%),(192.38%)
Net Income,(0.51%),(97.58%),96.69%,"1,090.55%",454.34%
Preferred Dividend and Other Adjustments,(577.55%),,,29.57%,40.24%
NI to Common Incl Extra Items,0.31%,(97.60%),,,"5,503.33%"
NI to Common Excl. Extra Items,0.31%,(97.60%),,,"5,503.33%"
Revenue Per Share,7.44%,4.88%,(1.23%),9.26%,14.49%
Basic EPS,3.71%,(97.30%),,,"5,362.42%"
Basic EPS - Continuing Ops,3.71%,(97.30%),,,"5,362.42%"
Basic Weighted Average Shares Outst.,(3.14%),(11.09%),(1.41%),2.49%,2.58%
Diluted EPS,3.28%,(97.28%),,,"5,850.00%"
Diluted EPS - Continuing Ops,3.28%,(97.28%),,,"5,850.00%"
Diluted Weighted Average Shares Outst.,(2.89%),(11.56%),(2.07%),3.43%,3.41%
Normalized Basic EPS,1.41%,(96.31%),183.21%,494.18%,153.22%
Normalized Diluted EPS,1.07%,(96.29%),183.21%,488.81%,151.18%
Dividend Per Share,13.33%,5.88%,0.00%,0.00%,0.00%
Payout Ratio,10.70%,"3,801.38%",(32.34%),(90.63%),(79.80%)
EBITDA,0.55%,(60.15%),3.44%,80.32%,64.30%
EBITA,(1.04%),(79.15%),5.69%,185.95%,111.09%
EBIT,(1.04%),(79.15%),5.69%,185.95%,111.09%
EBITDAR,,,,49.05%,
Effective Tax Rate,(23.04%),62.58%,,,204.86%
Normalized Net Income,(1.75%),(96.73%),191.36%,497.31%,159.75%
Interest on Long-Term Debt,,,,141.43%,
