Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4443.1,3793.7,4517.2,4353.1,3076.4,3107.0
Total Revenues,4443.1,3793.7,4517.2,4353.1,3076.4,3107.0
Cost Of Revenues,3667.0,3026.4,3555.3,3465.3,2537.1,2529.0
Gross Profit,776.1,767.3,961.9,887.8,539.3,578.0
Selling General & Admin Expenses,541.0,478.8,535.8,480.3,406.3,376.4
R&D Expenses,86.2,55.6,63.2,72.4,58.9,58.9
Total Operating Expenses,627.2,534.4,599.0,552.7,465.2,435.3
Operating Income,148.9,232.9,362.9,335.1,74.1,142.7
Interest Expense,(102.0),(67.2),(72.8),(87.9),(65.9),(63.5)
Interest And Investment Income,4.3,19.8,8.7,6.5,3.6,3.4
Net Interest Expenses,(97.7),(47.4),(64.1),(81.4),(62.3),(60.1)
Currency Exchange Gains (Loss),0.9,40.5,2.0,0.9,,0.0
Other Non Operating Income (Expenses),8.8,(3.1),(10.5),(5.6),4.7,8.9
"EBT, Excl. Unusual Items",60.9,222.9,290.3,249.0,16.5,91.5
"EBT, Incl. Unusual Items",(270.7),163.4,287.1,247.5,11.0,83.9
Income Tax Expense,(77.4),52.4,45.4,37.8,2.0,10.5
Earnings From Continuing Operations,(193.3),111.0,241.7,209.7,9.0,73.4
Earnings Of Discontinued Operations,16.9,17.7,(128.0),(155.3),(19.6),(19.0)
Net Income to Company,(176.4),128.7,113.7,54.4,(10.6),54.4
Minority Interest,0.3,,,,,
Net Income,(176.1),128.7,113.7,54.4,(10.6),54.4
NI to Common Incl Extra Items,(176.1),128.7,113.7,54.4,(10.6),54.4
NI to Common Excl. Extra Items,(193.0),111.0,241.7,209.7,9.0,73.4
Revenue Per Share,$41.18,$40.88,$59.91,$61.23,$44.20,$44.80
Basic EPS,($1.63),$1.39,$1.51,$0.77,($0.15),$0.78
Basic EPS - Continuing Ops,($1.79),$1.20,$3.21,$2.95,$0.13,$1.06
Basic Weighted Average Shares Outst.,107.9,92.8,75.4,71.1,69.6,69.4
Diluted EPS,($1.63),$1.36,$1.48,$0.76,($0.15),$0.78
Diluted EPS - Continuing Ops,($1.79),$1.17,$3.14,$2.92,$0.13,$1.05
Diluted Weighted Average Shares Outst.,107.9,94.9,76.9,71.8,70.1,70.2
Normalized Basic EPS,$0.36,$1.50,$2.41,$2.19,$0.15,$0.82
Normalized Diluted EPS,$0.36,$1.47,$2.36,$2.17,$0.15,$0.81
Dividend Per Share,$0.28,$0.32,$0.40,$0.44,$0.12,$0.12
Payout Ratio,NM,22.92%,26.39%,57.72%,NM,15.26%
EBITDA,223.2,299.4,422.6,384.7,123.8,193.4
EBITA,148.9,234.7,364.7,336.9,75.9,144.5
EBIT,148.9,232.9,362.9,335.1,74.1,142.7
EBITDAR,267.5,335.9,460.1,430.2,165.5,
Effective Tax Rate,NM,32.1%,15.8%,15.3%,18.2%,12.5%
Normalized Net Income,38.4,139.3,181.4,155.6,10.3,57.2
R&D Expense From Footnotes,86.2,55.6,63.2,72.4,58.9,58.9
Foreign Sales,2184.4,1693.7,2117.2,2053.1,1476.4,
